Case ID,Organization Name,Country,No. ofMachines,Last Event,Case Status,Products,Type
519717#5,Chen Yi Rong,Nicaragua,3,10-Sep-25,Aborted (Closed),"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022",Difference
4620227#1,Pyrproyectos,Mexico,3,07-Aug-25,Aborted (Closed),"SketchUp 2025, SketchUp Pro 2018, SketchUp Pro 2022",Difference
4538241#1,Tonalli,Mexico,3,23-Jul-25,Aborted (Closed),"SketchUp 2025, SketchUp Make 2017, SketchUp Pro 2020, SketchUp Pro 2021",Difference
1068967#1,Dual / Taller de Arquitectura,Mexico,18,21-Jul-25,Unresolved (Closed),"SketchUp Make, SketchUp Pro",Difference
877637#1,American Nicaraguan School,Nicaragua,34,11-Jul-25,Aborted (Closed),"SketchUp Make 2016, SketchUp Make 2017, SketchUp Pro 2016, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Difference
3404325#1,Unicit,Nicaragua,4,04-Jul-25,Aborted (Closed),"SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2023",Difference
661620#1,AlgoritmoNica,Nicaragua,3,22-Jun-25,Aborted (Closed),SketchUp Pro,Difference
3893432#1,Colegiocalasanz,Nicaragua,5,20-Jun-25,Aborted (Closed),SketchUp Pro,Difference
969592#1,Desmex Solar,Mexico,6,19-Jun-25,Aborted (Closed),"SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021",Difference
396374#1,Jl Gzz,Mexico,6,12-Jun-25,Aborted (Closed),"SketchUp 2025, SketchUp Make 2016, SketchUp Make 2017, SketchUp Pro 2016, SketchUp Pro 2017, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021",Difference
1050982#1,Eiag,Nicaragua,6,06-May-25,Aborted (Closed),"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2023",Difference
970068#1,Lifting Generations,Nicaragua,5,23-Apr-25,Aborted (Closed),SketchUp Pro,Difference
1740576#1,Banco de Fomento​ a la Producción,Nicaragua,3,11-Apr-25,Aborted (Closed),SketchUp Pro,Difference
3897866#1,Soyucem,Nicaragua,4,11-Apr-25,Aborted (Closed),SketchUp Pro,Difference
618128#4,Penspen,Mexico,21,15-Mar-25,Aborted (Closed),"SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2023",Difference
1740740#1,Raul Enrique Urcuyo,Nicaragua,15,05-Mar-25,Aborted (Closed),SketchUp Pro,Difference
4542306#1,Netpoint,Mexico,5,28-Feb-25,Aborted (Closed),"SketchUp 2024, SketchUp Make 2017, SketchUp Pro 2018, SketchUp Pro 2021",Difference
3235440#1,Medihospital,Nicaragua,4,20-Feb-25,Aborted (Closed),SketchUp Pro,Difference
723155#1,Mined Central,Nicaragua,3,15-Jan-25,Aborted (Closed),"SketchUp Make, SketchUp Pro",Difference
2952972#1,Manticaberio,Nicaragua,3,12-Jan-25,Aborted (Closed),SketchUp Pro,Difference
526823#1,LS Constructora,Mexico,5,11-Jan-25,Aborted (Closed),"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021",Difference
552624#1,elhacker.info,Nicaragua,10,08-Jan-25,Aborted (Closed),"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2022",Difference
