Case ID,Organization Name,Country,No. ofMachines,Last Event,Case Status,Products,Type
4605063#1,Constructorajolso,Mexico,3,23-Jun-26,Below Threshold,"SketchUp 2025, SketchUp 2026",Difference
4535380#1,MONTAJE DE MAQUINARIA MECSOL INTERNATIONAL,Mexico,3,23-Jun-26,Below Threshold,"SketchUp 2025, SketchUp 2026",Difference
4593515#1,Geasolaris,Mexico,4,22-Jun-26,Below Threshold,SketchUp 2025,Difference
4547031#1,Epearquitectos,Mexico,3,22-Jun-26,Below Threshold,SketchUp 2025,Difference
4620959#1,Climadoor,Mexico,4,22-Jun-26,Below Threshold,"SketchUp 2024, SketchUp 2025, SketchUp Pro 2023",Difference
4644874#1,Mar,Mexico,3,22-Jun-26,Below Threshold,"SketchUp 2025, SketchUp 2026",Difference
4578549#1,Imitsa,Mexico,3,20-Jun-26,Below Threshold,"SketchUp 2024, SketchUp 2026",Difference
4650991#1,Vielcani,Nicaragua,4,19-Jun-26,Below Threshold,SketchUp 2025,Difference
4610313#1,Smartco,Mexico,3,19-Jun-26,Below Threshold,SketchUp 2025,Difference
4575446#1,Mhait,Mexico,3,19-Jun-26,Below Threshold,"SketchUp 2025, SketchUp 2026, SketchUp Pro 2021",Difference
4620403#1,Ujsierra,Mexico,3,19-Jun-26,Below Threshold,SketchUp 2024,Difference
4610301#1,Tejedoradenubes,Mexico,3,19-Jun-26,Below Threshold,"SketchUp 2026, SketchUp Pro 2022",Difference
4579780#1,Unbekannt,Mexico,3,17-Jun-26,Below Threshold,SketchUp 2025,Difference
4537059#1,Arqmonia,Mexico,3,17-Jun-26,Below Threshold,SketchUp 2025,Difference
4575511#1,Tanguyu,Mexico,4,17-Jun-26,Below Threshold,"SketchUp 2024, SketchUp 2025, SketchUp 2026",Difference
4592103#1,Geeingenieriayconstruccion,Mexico,3,17-Jun-26,Below Threshold,"SketchUp 2025, SketchUp Pro 2023",Difference
4602310#1,Luxorema,Mexico,3,15-Jun-26,Below Threshold,"SketchUp 2026, SketchUp Pro 2022",Difference
4644114#1,Jleyat,Mexico,3,15-Jun-26,Below Threshold,SketchUp 2026,Difference
4604104#1,Elementadesign,Mexico,3,13-Jun-26,Below Threshold,"SketchUp 2024, SketchUp 2025, SketchUp 2026",Difference
4578604#1,Grupohigh,Mexico,3,12-Jun-26,Below Threshold,"SketchUp 2025, SketchUp 2026",Difference
4570174#1,Monkarq,Mexico,3,11-Jun-26,Below Threshold,"SketchUp 2025, SketchUp Pro 2023",Difference
4592205#1,Biolwa,Mexico,3,10-Jun-26,Below Threshold,"SketchUp 2025, SketchUp 2026",Difference
4532058#1,Ruba,Mexico,3,10-Jun-26,Below Threshold,"SketchUp 2024, SketchUp 2025",Difference
4542846#1,Solarienergy,Mexico,3,08-Jun-26,Below Threshold,SketchUp 2025,Difference
4602716#1,Deinal,Mexico,3,06-Jun-26,Below Threshold,SketchUp 2026,Difference
4579432#1,Cuvaqhstj,Mexico,3,01-Jun-26,Aborted (Closed),"SketchUp 2024, SketchUp 2026",Difference
4621995#1,Grupoanipa,Mexico,3,01-Jun-26,Below Threshold,"SketchUp 2024, SketchUp Pro 2023",Difference
4573364#1,Elenaharmon,Mexico,3,31-May-26,Aborted (Closed),"SketchUp 2025, SketchUp Pro 2022, SketchUp Pro 2023",Difference
4587769#1,Itz,Mexico,5,20-May-26,Aborted (Closed),SketchUp 2025,Difference
95702#3,Microsiga Mexico,Mexico,7,15-May-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Difference
3901869#1,Estudioaureo,Mexico,3,12-May-26,Aborted (Closed),"SketchUp 2025, SketchUp Pro 2020",Difference
4576120#1,Coframare,Mexico,3,07-May-26,Below Threshold,"SketchUp 2025, SketchUp 2026",Difference
4595321#1,Trideacero,Mexico,3,05-May-26,Below Threshold,SketchUp 2025,Difference
1967884#1,ELECTROCONSTRUCCIONES JC S.A. DE C.V.,Mexico,22,05-May-26,Unqualified,"SketchUp 2025, SketchUp Make 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022",Difference
4578368#1,Seguritechsistemas,Mexico,3,03-May-26,Below Threshold,"SketchUp 2025, SketchUp 2026, SketchUp Pro 2022",Difference
2454768#1,Gremio Diseño,Mexico,4,23-Apr-26,Below Threshold,"SketchUp 2025, SketchUp Pro 2019",Difference
41155#3,"Autosistemas De Torreon, Sa De Cv",Mexico,13,16-Apr-26,Aborted (Closed),"SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021",Difference
4628311#1,InverVÁ,Mexico,3,15-Apr-26,Below Threshold,SketchUp 2024,Difference
4587731#1,Atlassolar,Mexico,3,06-Apr-26,Below Threshold,"SketchUp 2024, SketchUp 2025",Difference
3409218#1,Cssjb,Nicaragua,7,16-Feb-26,Aborted (Closed),"SketchUp 2024, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2021, SketchUp Pro 2022",Difference
3548020#1,Watercolor,Mexico,3,13-Feb-26,Below Threshold,SketchUp Pro,Difference
4600074#1,Aquasistemas,Mexico,3,12-Feb-26,Below Threshold,"SketchUp 2025, SketchUp Pro 2018",Difference
699433#1,Dnp,Nicaragua,8,11-Feb-26,Below Threshold,"SketchUp 2025, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2020",Difference
4595642#1,Corasamx,Mexico,3,27-Jan-26,Below Threshold,SketchUp 2025,Difference
4477578#1,Coerco,Nicaragua,3,26-Jan-26,Below Threshold,SketchUp Pro,Difference
4572394#1,Beeckerco,Mexico,3,25-Jan-26,Below Threshold,"SketchUp 2024, SketchUp 2025, SketchUp Pro 2021",Difference
3893430#1,Ualn,Nicaragua,4,21-Jan-26,Aborted (Closed),SketchUp Pro,Difference
718528#6,Ministry of Transport and Infrastructure,Nicaragua,7,19-Jan-26,Below Threshold,"SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2021",Difference
2263219#1,Arrozalhanon,Nicaragua,4,14-Jan-26,Below Threshold,"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022",Difference
776287#1,Qdx,Mexico,8,30-Dec-25,Aborted (Closed),"SketchUp Make, SketchUp Pro",Difference
598335#1,SAGA Arquitectos,Nicaragua,6,23-Dec-25,Aborted (Closed),"SketchUp 2025, SketchUp 2026, SketchUp Make 2016, SketchUp Pro 2016, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2020, SketchUp Pro 2023",Difference
4640471#1,Cumbresmerida,Mexico,6,12-Dec-25,Aborted (Closed),"SketchUp Pro 2017, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021",Difference
955328#1,Project Management College and Consulting of Nicaragua,Nicaragua,21,26-Nov-25,Aborted (Closed),"SketchUp 2024, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Difference
1796126#1,Gurusoluciones,Nicaragua,9,12-Nov-25,Aborted (Closed),"SketchUp 2025, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021",Difference
4509121#1,Hbautista,Nicaragua,4,29-Oct-25,Aborted (Closed),"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2022, SketchUp Pro 2023",Difference
995773#1,Universidad American College,Nicaragua,5,29-Oct-25,Aborted (Closed),SketchUp Pro,Difference
4550968#1,Cemarvid,Mexico,3,07-Oct-25,Aborted (Closed),SketchUp 2025,Difference
665296#1,ISSDHU,Nicaragua,4,30-Sep-25,Aborted (Closed),SketchUp Pro,Difference
4636257#1,Adiarquitectos,Mexico,4,29-Sep-25,Aborted (Closed),"SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2023",Difference
1127998#1,Cnu,Nicaragua,3,22-Sep-25,Aborted (Closed),SketchUp Pro,Difference
657122#1,Ecro,Mexico,3,18-Sep-25,Aborted (Closed),"SketchUp Make, SketchUp Pro",Difference
