Case ID,Organization Name,Country,No. ofMachines,Last Event,Case Status,Products
4592656#1,Maisonnotre,Mexico,7,28-May-26,Unqualified,"SketchUp 2025, SketchUp 2026, SketchUp Pro 2022, SketchUp Pro 2023"
4577231#1,Basilmx,Mexico,4,28-May-26,Below Threshold,"SketchUp 2025, SketchUp 2026"
4596662#1,Pmsdos,Mexico,3,28-May-26,Unqualified,"SketchUp 2025, SketchUp Pro 2020, SketchUp Pro 2021"
4566098#1,Bmdsistemas,Mexico,3,28-May-26,Unqualified,"SketchUp 2024, SketchUp 2025"
4577308#1,Utpuerto,Mexico,4,28-May-26,Aborted (Closed),"SketchUp 2025, SketchUp 2026"
526888#1,Noma,Mexico,9,27-May-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp 2026, SketchUp Pro 2016, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022"
4597300#1,Pireos,Mexico,3,27-May-26,Below Threshold,SketchUp 2025
4587314#1,Opuscenter,Mexico,4,27-May-26,Below Threshold,"SketchUp 2026, SketchUp Pro 2022"
4595927#1,Icepcasserole,Mexico,3,27-May-26,Below Threshold,"SketchUp 2025, SketchUp 2026, SketchUp Pro 2019"
4576429#1,Tilde Studio,Mexico,3,27-May-26,Below Threshold,"SketchUp 2025, SketchUp Pro 2023"
1107416#3,Cobaej,Mexico,16,27-May-26,Aborted (Closed),"SketchUp 2024, SketchUp 2025, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
3257492#1,Ccnn,Nicaragua,9,26-May-26,Aborted (Closed),"SketchUp 2024, SketchUp Pro 2017, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
750322#1,Universidad Americana (UAM),Nicaragua,21,26-May-26,Aborted (Closed),"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021"
4397359#1,Econs3,Nicaragua,3,26-May-26,Below Threshold,"SketchUp Pro 2022, SketchUp Pro 2023"
576639#1,Zegesa,Nicaragua,5,21-May-26,Unqualified,"SketchUp 2025, SketchUp Pro 2017, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
516670#1,Ulsa,Nicaragua,31,20-May-26,Aborted (Closed),"SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2023"
711464#1,Ucan,Nicaragua,13,20-May-26,Aborted (Closed),"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022"
4384525#1,Ramac,Nicaragua,11,20-May-26,Below Threshold,"SketchUp Pro 2019, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
189561#2,Enacal,Nicaragua,3,19-May-26,Below Threshold,"SketchUp Pro 2018, SketchUp Pro 2021"
729883#2,Universidad de Ciencias Comerciales,Nicaragua,7,19-May-26,Aborted (Closed),"SketchUp 2024, SketchUp 2025, SketchUp Pro 2018, SketchUp Pro 2021, SketchUp Pro 2023"
2464017#1,Tecnacional,Nicaragua,12,18-May-26,Aborted (Closed),"SketchUp 2025, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022"
4499064#1,Ialsa,Nicaragua,4,17-May-26,Below Threshold,"SketchUp 2024, SketchUp 2025, SketchUp Pro 2019, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
4387002#1,Norome Park,Nicaragua,5,16-May-26,Unqualified,"SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022"
553569#1,instituto nicaraguense de seguridad social,Nicaragua,16,15-May-26,Aborted (Closed),"SketchUp 2026, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2023"
3253271#1,Alcs,Honduras,5,14-May-26,Aborted (Closed),"SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021"
1264286#1,Expo Imagen Hn,Honduras,4,13-May-26,Below Threshold,"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2023"
4615901#1,Sub Direccion Nic.Ni,Nicaragua,4,13-May-26,Below Threshold,"SketchUp Pro 2021, SketchUp Pro 2023"
727903#2,Emi,Nicaragua,13,06-May-26,Aborted (Closed),"SketchUp 2024, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
3257494#1,Uml,Nicaragua,5,06-May-26,Aborted (Closed),"SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2022"
4383518#1,Emcose,Nicaragua,5,04-May-26,Below Threshold,"SketchUp 2025, SketchUp Pro 2022"
2249841#1,Intur,Honduras,3,03-May-26,Below Threshold,"SketchUp Pro 2018, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022"
1352941#3,Universidad Tecnologica de Honduras,Honduras,24,01-May-26,Aborted (Closed),"SketchUp 2024, SketchUp 2025, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
4492152#1,Matadero Novaterra,Nicaragua,6,01-May-26,Unqualified,"SketchUp Make 2017, SketchUp Pro 2021, SketchUp Pro 2022"
673833#1,Isr,Honduras,12,27-Apr-26,Aborted (Closed),"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
319193#1,Coalnic,Nicaragua,15,27-Apr-26,Aborted (Closed),"SketchUp Make 2016, SketchUp Make 2017, SketchUp Pro 2016, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2023"
4456108#1,Masonicboyz,Nicaragua,3,25-Apr-26,Below Threshold,"SketchUp 2024, SketchUp Pro 2022"
189320#2,Dinant,Honduras,12,22-Apr-26,Aborted (Closed),"SketchUp Make 2016, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021"
3400180#1,Outdoorliving3d,Honduras,8,05-Mar-26,Below Threshold,"SketchUp 2025, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
552169#1,Ricardo Esteban Castellon Bogran,Honduras,4,26-Feb-26,Below Threshold,"SketchUp 2026, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021"
1475390#1,Maico Velasquez,Honduras,3,23-Feb-26,Below Threshold,"SketchUp 2026, SketchUp Pro, SketchUp Pro 2018 FALSE"
1296638#1,Direccion Adjunta de Rentas Aduaneras,Honduras,3,20-Feb-26,Below Threshold,"SketchUp Pro, SketchUp Pro 2018 FALSE"
4430413#1,Grupoplatino,Honduras,7,17-Feb-26,Below Threshold,SketchUp Pro
2513005#1,Unag,Honduras,7,13-Feb-26,Aborted (Closed),SketchUp Pro
1074198#1,Instituto Superior Tecnológico Jesús de Nazareth,Honduras,13,03-Feb-26,Aborted (Closed),"SketchUp 2024, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2021"
877067#1,Instituto Hondureno de Seguridad Social,Honduras,5,05-Jan-26,Aborted (Closed),"SketchUp Make, SketchUp Pro"
916791#1,Global Billboards,Honduras,4,14-Dec-25,Below Threshold,"SketchUp Make, SketchUp Pro"
937405#1,Opc,Honduras,5,08-Dec-25,Below Threshold,"SketchUp Make, SketchUp Pro"
1475986#1,Brassavolaschool,Honduras,9,08-Dec-25,Aborted (Closed),SketchUp Pro
1826803#1,Artico,Honduras,3,04-Dec-25,Below Threshold,SketchUp Pro
1140589#1,Gruposolaire,El Salvador,19,01-Dec-25,Aborted (Closed),SketchUp Pro
1797832#1,Uph,Honduras,21,22-Nov-25,Aborted (Closed),"SketchUp Make, SketchUp Pro"
3405547#1,Brilliantmindshn,Honduras,3,04-Nov-25,Aborted (Closed),SketchUp Pro
