Case ID,Organization Name,Country,No. ofMachines,Last Event,Case Status,Products,Type
4550959#1,Allsaintsmtka,Argentina,1,09-Jul-26,Below Threshold,SketchUp Pro 2022,Difference
4608896#1,Valeria,Peru,1,09-Jul-26,Unqualified,SketchUp Pro 2023,Difference
4577047#1,Ladelizziazaragoza,Bolivia,2,09-Jul-26,Unqualified,SketchUp Pro 2022,Difference
4488877#1,Whperu,Peru,1,09-Jul-26,Below Threshold,SketchUp Pro 2023,Difference
4655324#1,Repub,Peru,1,09-Jul-26,Below Threshold,SketchUp Pro 2022,Difference
4646892#1,Mobliar,Argentina,1,09-Jul-26,Below Threshold,SketchUp 2026,Difference
4640857#1,Embajadadevenezuela,Peru,1,09-Jul-26,Below Threshold,SketchUp Pro 2022,Difference
4655713#1,Corporaciongrubal,Peru,1,09-Jul-26,Below Threshold,SketchUp 2024,Difference
4654807#1,Savba,Argentina,1,09-Jul-26,Below Threshold,"SketchUp Pro 2021, SketchUp Pro 2023",Difference
4644092#1,Mbequi,Colombia,1,08-Jul-26,Below Threshold,SketchUp 2025,Difference
4621828#1,Curifor,Chile,1,08-Jul-26,Below Threshold,SketchUp Pro 2022,Difference
4657327#1,Fuerzavirtuales,Chile,1,08-Jul-26,Below Threshold,SketchUp 2025,Difference
4587432#1,Theenglishinstitute,Chile,1,08-Jul-26,Aborted (Closed),SketchUp Pro 2023,Difference
4657183#1,Ltconcept,Bolivia,1,08-Jul-26,Unqualified,"SketchUp Pro 2021, SketchUp Pro 2023",Difference
4534865#1,ECOLOGICAL PRODUCTS NATURE S.A.,Bolivia,1,08-Jul-26,Below Threshold,SketchUp Pro 2023,Difference
4574481#1,Itr,Argentina,1,08-Jul-26,Aborted (Closed),SketchUp Pro 2022,Difference
4570380#1,Worldwidece,Argentina,1,08-Jul-26,Unqualified,SketchUp Pro 2022,Difference
4579394#1,D5b069a3-64dd-469e-875d-192ad919d6e7,Argentina,1,08-Jul-26,Aborted (Closed),"SketchUp 2025, SketchUp 2026",Difference
4599976#1,Padreclaretcba,Argentina,1,08-Jul-26,Unqualified,SketchUp Pro 2023,Difference
4650868#1,Friopremium,Argentina,1,08-Jul-26,Below Threshold,"SketchUp 2025, SketchUp Pro 2020",Difference
4651129#1,Estudio,Argentina,2,08-Jul-26,Below Threshold,"SketchUp 2026, SketchUp Pro 2023",Difference
4591001#1,Srvreno,Argentina,2,08-Jul-26,Below Threshold,SketchUp Pro 2021,Difference
4654153#1,Exfibro,Chile,1,08-Jul-26,Below Threshold,SketchUp 2026,Difference
4623781#1,Suárez Mafla Ingenieros,Colombia,1,08-Jul-26,Unqualified,"SketchUp 2026, SketchUp Pro 2019",Difference
4566552#1,Donboscopunata,Bolivia,1,08-Jul-26,Below Threshold,SketchUp Pro 2022,Difference
4569821#1,PADS Colombia,Colombia,1,08-Jul-26,Unqualified,SketchUp Pro 2023,Difference
4580026#1,Obenteck,Chile,1,08-Jul-26,Below Threshold,SketchUp 2025,Difference
4621827#1,SISTEMAS AVANZADOS PZA,Colombia,1,08-Jul-26,Below Threshold,SketchUp Pro 2021,Difference
4533423#1,Jcsdi,Colombia,2,08-Jul-26,Below Threshold,SketchUp 2024,Difference
4568138#1,Ccpidguayaquil,Ecuador,1,07-Jul-26,Below Threshold,SketchUp 2025,Difference
4579008#1,Opia,Uruguay,1,07-Jul-26,Below Threshold,SketchUp Pro 2023,Difference
4657040#1,Bincoconstructores,Ecuador,1,07-Jul-26,Below Threshold,SketchUp 2026,Difference
4656885#1,PM + A Arquitectos,Ecuador,1,06-Jul-26,Unqualified,SketchUp Pro 2021,Difference
4656884#1,Origen Arquitectos,Ecuador,1,06-Jul-26,Unqualified,SketchUp Pro 2021,Difference
4656191#1,Ecuainox,Ecuador,1,03-Jul-26,Below Threshold,SketchUp 2025,Difference
4652669#1,Anbicl,Bolivia,1,18-Jun-26,Below Threshold,SketchUp 2025,Difference
4644073#1,Servimaqingenieria,Paraguay,1,12-May-26,Below Threshold,SketchUp 2024,Difference
4643248#1,ADZ Consultora E.A.S.,Paraguay,1,08-May-26,Below Threshold,SketchUp Pro 2023,Difference
4612038#1,Vdal,Paraguay,1,08-May-26,Below Threshold,SketchUp Pro 2022,Difference
4642336#1,Acargopartners,Paraguay,1,04-May-26,Below Threshold,SketchUp 2025,Difference
4632128#1,B6eab0ff-75c6-484b-B9a0-9c73526e570f,Paraguay,1,30-Apr-26,Aborted (Closed),SketchUp Pro 2021,Difference
4637323#1,Semipresencial,Uruguay,1,20-Apr-26,Aborted (Closed),SketchUp Pro 2023,Difference
4636982#1,Lasemeseventos,Uruguay,1,18-Apr-26,Below Threshold,SketchUp Pro 2023,Difference
4600514#1,Bordenave,Uruguay,1,17-Apr-26,Below Threshold,SketchUp 2026,Difference
4635074#1,Gruposert,Uruguay,1,15-Apr-26,Below Threshold,SketchUp Pro 2023,Difference
