Case ID,Organization Name,Country,No. ofMachines,Last Event,Case Status,Products
4649451#1,Gapper,Peru,1,06-Jun-26,Below Threshold,SketchUp 2025
4593512#1,Banrepcultural,Colombia,2,06-Jun-26,Below Threshold,SketchUp Pro 2023
4613916#1,Manufactura,Colombia,1,06-Jun-26,Below Threshold,SketchUp Pro 2022
4649448#1,Tek,Chile,1,06-Jun-26,Below Threshold,SketchUp 2025
4599164#1,Martu,Argentina,1,06-Jun-26,Unqualified,SketchUp Pro 2023
4552627#1,Skatesencia,Chile,1,06-Jun-26,Aborted (Closed),SketchUp Pro 2023
4649300#1,Rgconsultores,Colombia,1,06-Jun-26,Below Threshold,SketchUp Pro 2023
4643293#1,MUEBLES GL SAC,Peru,1,06-Jun-26,Below Threshold,SketchUp 2026
4649434#1,Deacon,Colombia,1,06-Jun-26,Below Threshold,SketchUp 2025
4607502#1,Nubicom Srl,Argentina,1,06-Jun-26,Below Threshold,SketchUp Pro 2021
4580492#1,Rumboaltriunfo,Peru,1,06-Jun-26,Aborted (Closed),SketchUp Pro 2023
4649452#1,C4eec176-B5d4-44fb-Bb05-5ce2062c6aeb,Peru,1,06-Jun-26,Below Threshold,SketchUp 2026
4582303#1,Xsoftware3,Ecuador,1,05-Jun-26,Below Threshold,SketchUp 2024
4598753#1,Bacarquitectura,Argentina,1,05-Jun-26,Below Threshold,SketchUp 2025
4646320#1,Gestionlegal,Argentina,1,05-Jun-26,Below Threshold,SketchUp Pro 2023
4649404#1,Soltecav,Bolivia,1,05-Jun-26,Below Threshold,SketchUp 2026
4645289#1,Arqaastudio,Bolivia,1,05-Jun-26,Below Threshold,SketchUp Pro 2022
4592585#1,Logyca,Colombia,2,05-Jun-26,Below Threshold,"SketchUp 2025, SketchUp 2026"
4588390#1,Tottevents,Paraguay,2,05-Jun-26,Unqualified,SketchUp Pro 2022
4591567#1,Mundopc Up Sas,Colombia,2,05-Jun-26,Below Threshold,"SketchUp Pro 2021, SketchUp Pro 2023"
4608205#1,Gobierno Local De Echeandia,Ecuador,1,05-Jun-26,Below Threshold,SketchUp Pro 2020
4649396#1,Bajorelieve,Colombia,1,05-Jun-26,Below Threshold,SketchUp 2025
4619433#1,Contactusinc,Colombia,1,05-Jun-26,Below Threshold,SketchUp Pro 2023
4637310#1,Taccbook,Paraguay,1,05-Jun-26,Below Threshold,SketchUp Pro 2023
4544508#1,Ofinova,Colombia,1,05-Jun-26,Below Threshold,SketchUp Pro 2022
4631075#1,Fundacionview,Colombia,1,05-Jun-26,Below Threshold,SketchUp 2024
4599603#1,US Open,Argentina,1,05-Jun-26,Unqualified,"SketchUp 2026, SketchUp Pro 2021"
4644667#1,Scooterbug,Colombia,1,05-Jun-26,Aborted (Closed),SketchUp Pro 2017
2294473#1,Liberty Express VENEZUELA,Peru,2,05-Jun-26,Below Threshold,"SketchUp Pro 2020, SketchUp Pro 2022"
4649196#1,Sierranorteic,Peru,1,05-Jun-26,Below Threshold,SketchUp 2025
4595260#1,Vanguardia,Peru,1,05-Jun-26,Unqualified,SketchUp 2026
4536392#1,GH COIN SAC,Peru,2,05-Jun-26,Aborted (Closed),SketchUp 2025
4538187#1,Grupovargu,Colombia,2,05-Jun-26,Below Threshold,SketchUp 2025
4426903#1,Scout,Peru,2,05-Jun-26,Aborted (Closed),"SketchUp Pro 2022, SketchUp Pro 2023"
4648471#1,Lureens,Peru,1,05-Jun-26,Below Threshold,SketchUp Pro 2023
4649321#1,Avizor,Peru,1,05-Jun-26,Below Threshold,SketchUp Pro 2022
4608964#1,Dotarquitectura,Paraguay,1,05-Jun-26,Below Threshold,SketchUp 2026
4631254#1,Smaldone,Argentina,1,05-Jun-26,Below Threshold,"SketchUp Pro 2020, SketchUp Pro 2023"
4530454#1,Interactivapublicidad,Peru,2,05-Jun-26,Below Threshold,SketchUp 2025
4530532#1,Secundariovdl,Argentina,2,05-Jun-26,Aborted (Closed),"SketchUp 2026, SketchUp Pro 2021, SketchUp Pro 2023"
4212196#1,Ifssac,Peru,2,05-Jun-26,Below Threshold,"SketchUp 2025, SketchUp Pro 2019"
4536970#1,Obranova,Colombia,1,05-Jun-26,Below Threshold,SketchUp Pro 2023
4572126#1,Mueblesdontonino,Chile,1,05-Jun-26,Unqualified,SketchUp Pro 2023
4604060#1,Erobot,Peru,1,05-Jun-26,Below Threshold,SketchUp 2026
4512007#1,Mdcn,Peru,1,05-Jun-26,Unqualified,"SketchUp Pro 2019, SketchUp Pro 2021, SketchUp Pro 2022"
4528433#1,Estructurasydisenos,Colombia,2,05-Jun-26,Below Threshold,"SketchUp 2025, SketchUp 2026"
4644969#1,Tmimza,Argentina,1,05-Jun-26,Below Threshold,SketchUp 2025
4649377#1,Fe69463c-5d6f-4025-A541-4bcaeebd198f,Argentina,1,05-Jun-26,Below Threshold,SketchUp Pro 2021
4642084#1,Colmena,Chile,1,05-Jun-26,Below Threshold,SketchUp 2024
4593579#1,Grupo Empresarial Macromed,Colombia,1,05-Jun-26,Unqualified,SketchUp Pro 2021
4612836#1,Deckar,Argentina,1,05-Jun-26,Unqualified,"SketchUp Pro 2019, SketchUp Pro 2023"
4538827#1,Madenco,Ecuador,2,05-Jun-26,Unqualified,SketchUp 2025
4570501#1,Ceunira,Paraguay,1,04-Jun-26,Below Threshold,"SketchUp Pro 2021, SketchUp Pro 2023"
4546369#1,Frigoconcepcion,Paraguay,2,04-Jun-26,Below Threshold,SketchUp Pro 2023
4570853#1,PuntoExe Consultores - Facturación electrónica,Uruguay,1,04-Jun-26,Unqualified,SketchUp Pro 2022
4598107#1,beBee,Chile,2,04-Jun-26,Below Threshold,"SketchUp 2025, SketchUp Pro 2023"
4575707#1,Stuniverse,Paraguay,1,04-Jun-26,Aborted (Closed),SketchUp Pro 2023
4568245#1,Amera,Paraguay,1,04-Jun-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp Pro 2021"
4570499#1,Kwparaguay,Paraguay,2,04-Jun-26,Unqualified,SketchUp Pro 2023
4605804#1,Zekiri,Bolivia,1,04-Jun-26,Below Threshold,SketchUp Pro 2023
4570461#1,Enredarte,Bolivia,1,04-Jun-26,Below Threshold,SketchUp Pro 2022
4639670#1,Arquitectos,Bolivia,1,04-Jun-26,Below Threshold,SketchUp Pro 2023
4571041#1,Inbalnor,Ecuador,1,04-Jun-26,Unqualified,"SketchUp 2024, SketchUp 2025"
4643866#1,Hbianchi,Chile,1,04-Jun-26,Below Threshold,SketchUp Pro 2022
4606424#1,Automotoraolguin,Chile,1,04-Jun-26,Below Threshold,SketchUp Pro 2023
4610393#1,Ingomar - Soluciones en Caucho,Chile,1,04-Jun-26,Unqualified,SketchUp Pro 2022
4649170#1,Cirigliano,Chile,1,04-Jun-26,Below Threshold,SketchUp 2026
4545787#1,Olartesac,Ecuador,1,04-Jun-26,Below Threshold,SketchUp Pro 2023
4641608#1,Exacta Housing,Uruguay,1,04-Jun-26,Below Threshold,SketchUp Pro 2023
4648597#1,Sclem,Chile,2,04-Jun-26,Below Threshold,SketchUp Pro 2023
4578574#1,Menesesvaldes,Chile,1,04-Jun-26,Below Threshold,SketchUp 2025
4463924#1,Onkieconstructora,Ecuador,1,04-Jun-26,Below Threshold,SketchUp Pro 2023
4621397#1,European Economic Community,Ecuador,1,04-Jun-26,Below Threshold,SketchUp 2026
4577043#1,Arqui,Ecuador,1,04-Jun-26,Unqualified,"SketchUp Pro 2019, SketchUp Pro 2022"
4545461#1,Emfam,Ecuador,1,03-Jun-26,Below Threshold,SketchUp 2024
4571052#1,Oxygym,Bolivia,2,03-Jun-26,Unqualified,SketchUp Pro 2023
4523042#1,ICE INGENIEROS S.A.,Bolivia,2,03-Jun-26,Below Threshold,"SketchUp 2026, SketchUp Pro 2023"
4538378#1,Ajsolutionsa,Paraguay,2,03-Jun-26,Below Threshold,"SketchUp 2025, SketchUp 2026"
4605286#1,Grupoancon,Ecuador,1,03-Jun-26,Below Threshold,SketchUp 2024
4591135#1,Inimitez,Bolivia,2,03-Jun-26,Unqualified,"SketchUp Pro 2022, SketchUp Pro 2023"
414142#2,Organicacwd,Paraguay,2,03-Jun-26,Below Threshold,"SketchUp 2025, SketchUp 2026"
4648785#1,Camaralibrolapaz,Bolivia,1,03-Jun-26,Below Threshold,SketchUp Pro 2023
4640681#1,Naturarquitecturaec,Ecuador,1,03-Jun-26,Below Threshold,SketchUp Pro 2022
4538786#1,Geramats,Chile,1,03-Jun-26,Below Threshold,SketchUp 2025
4635901#1,Auladigital,Chile,1,03-Jun-26,Below Threshold,SketchUp Pro 2019
4549916#1,Uesanmiguel,Bolivia,1,03-Jun-26,Unqualified,SketchUp Pro 2023
4648842#1,Carmen Asuncion Condolo Guaya,Ecuador,1,03-Jun-26,Below Threshold,SketchUp Pro 2021
4630912#1,Diverol,Uruguay,2,03-Jun-26,Below Threshold,SketchUp Pro 2023
4608487#1,Manterolainteriorismo,Chile,1,03-Jun-26,Below Threshold,SketchUp 2026
4588042#1,Cftr,Chile,1,03-Jun-26,Below Threshold,SketchUp 2025
4645776#1,Scvisual,Uruguay,1,03-Jun-26,Below Threshold,SketchUp Pro 2023
4570735#1,Silnet,Uruguay,1,02-Jun-26,Below Threshold,SketchUp Pro 2022
4551994#1,Pescaecuador,Ecuador,1,02-Jun-26,Below Threshold,"SketchUp 2025, SketchUp Pro 2018"
4573944#1,Laposta,Ecuador,1,02-Jun-26,Unqualified,SketchUp Pro 2023
4601416#1,Cooperativa De Ahorro Y Credito Cooprogreso Ltd.,Ecuador,1,02-Jun-26,Below Threshold,SketchUp Pro 2023
4648287#1,Storm,Uruguay,1,02-Jun-26,Below Threshold,SketchUp Pro 2023
4553873#1,A-Novo,Uruguay,1,02-Jun-26,Below Threshold,"SketchUp 2025, SketchUp 2026"
4569417#1,Mrree,Uruguay,1,02-Jun-26,Below Threshold,SketchUp Pro 2023
4646735#1,Jmcontent,Uruguay,1,01-Jun-26,Below Threshold,SketchUp Pro 2023
4569436#1,Stjosephmary,Uruguay,2,01-Jun-26,Aborted (Closed),"SketchUp Pro 2021, SketchUp Pro 2023"
