Case ID,Organization Name,Country,No. ofMachines,Last Event,Case Status,Products
1462134#1,Municipalidad De Alto Hospicio,Chile,14,29-May-26,Unqualified,"SketchUp Pro 2018, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2023"
522339#1,Issn,Argentina,4,29-May-26,Unqualified,"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
4435189#1,Suprapixel,Argentina,6,29-May-26,Unqualified,"SketchUp 2024, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
3408254#1,Itsecsucre,Bolivia,12,29-May-26,Aborted (Closed),"SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
741376#1,Graetz Nuñez - Arquitectos,Uruguay,3,29-May-26,Below Threshold,"SketchUp Pro 2017, SketchUp Pro 2020, SketchUp Pro 2023"
533004#3,Redcol S.A.,Chile,10,29-May-26,Aborted (Closed),"SketchUp 2024, SketchUp Make 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022"
3896266#1,Itsjapon,Ecuador,6,29-May-26,Aborted (Closed),"SketchUp 2024, SketchUp Pro 2019, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
1260243#1,Ontabee - Free Online Ordering System For Restaurants,Uruguay,4,29-May-26,Unqualified,"SketchUp 2025, SketchUp Pro 2017, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022"
677240#1,Corantioquia,Colombia,10,29-May-26,Unqualified,"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2023"
4391833#1,Aldecorindia,Bolivia,9,29-May-26,Unqualified,"SketchUp 2025, SketchUp Pro 2018, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
2462260#1,Casa,Chile,4,29-May-26,Unqualified,"SketchUp Make 2017, SketchUp Pro 2018, SketchUp Pro 2020, SketchUp Pro 2022"
1313667#1,Agencia Nacional de Hidrocarburos,Colombia,20,29-May-26,Unqualified,"SketchUp Make 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
4385148#1,Tecnotec,Chile,9,29-May-26,Unqualified,"SketchUp Pro 2019, SketchUp Pro 2021, SketchUp Pro 2023"
4450014#1,Heidelberg,Ecuador,3,29-May-26,Unqualified,"SketchUp Pro 2020, SketchUp Pro 2022, SketchUp Pro 2023"
4456920#1,Showbusiness,Bolivia,4,28-May-26,Below Threshold,"SketchUp Pro 2022, SketchUp Pro 2023"
686858#2,TEMAX - arquitectura y construcción,Uruguay,4,28-May-26,Below Threshold,"SketchUp Make 2017, SketchUp Pro 2018, SketchUp Pro 2021, SketchUp Pro 2023"
2987142#1,Lasallescz,Bolivia,14,28-May-26,Aborted (Closed),"SketchUp 2025, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
1462497#1,Fpune,Paraguay,10,28-May-26,Aborted (Closed),"SketchUp 2024, SketchUp 2025, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
2190764#1,Porto Seguro Uruguay,Uruguay,10,28-May-26,Unqualified,"SketchUp 2025, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
1671319#1,Mattje Holding,Paraguay,26,28-May-26,Unqualified,"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
1824239#1,Moure,Paraguay,15,28-May-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp Pro 2017, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2023"
3406449#1,Mec,Uruguay,4,28-May-26,Unqualified,"SketchUp 2025, SketchUp Pro 2017, SketchUp Pro 2022, SketchUp Pro 2023"
3515067#1,Awmus,Uruguay,5,28-May-26,Below Threshold,"SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
1267588#1,Bcnconstrucciones,Paraguay,10,28-May-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021"
1871613#1,MKT Marketing y Publicidad,Paraguay,4,28-May-26,Unqualified,"SketchUp 2025, SketchUp 2026, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2022"
4342512#1,Autocad,Bolivia,30,28-May-26,Unqualified,"SketchUp 2024, SketchUp 2026, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
1695774#1,Ferrere,Uruguay,17,27-May-26,Unqualified,"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
