Case ID,Organization Name,Country,No. ofMachines,Last Event,Case Status,Products
3474334#1,Comintur SA,Colombia,4,30-May-26,Unqualified,"SketchUp Pro 2018, SketchUp Pro 2021, SketchUp Pro 2022"
767855#2,Institución Universitaria Antonio José Camacho,Colombia,24,30-May-26,Aborted (Closed),"SketchUp 2024, SketchUp 2025, SketchUp 2026, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022"
752966#2,Intenisa,Colombia,3,30-May-26,Unqualified,"SketchUp 2024, SketchUp 2026, SketchUp Pro 2017, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2023"
4331102#1,Cibercom,Peru,8,30-May-26,Unqualified,"SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
1807876#1,Berazategui,Argentina,18,30-May-26,Unqualified,"SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021"
4336550#1,Decoghar,Peru,4,30-May-26,Unqualified,"SketchUp 2025, SketchUp Pro 2017, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
959313#1,individu,Paraguay,5,30-May-26,Unqualified,"SketchUp Make 2016, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2020, SketchUp Pro 2022"
4458852#1,Alexa,Argentina,8,30-May-26,Unqualified,"SketchUp Pro 2019, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
1545077#1,Umbral,Peru,9,30-May-26,Unqualified,"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022"
4452510#1,Polimi365,Ecuador,27,30-May-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp 2026, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
4319245#1,Mantovana,Argentina,8,29-May-26,Below Threshold,"SketchUp 2024, SketchUp 2025, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022"
718618#2,Planb,Peru,30,29-May-26,Below Threshold,"SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022"
1143647#1,Huge,Paraguay,6,29-May-26,Below Threshold,"SketchUp 2024, SketchUp 2025, SketchUp Make 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021"
1023639#1,Ecuavisa,Ecuador,6,29-May-26,Below Threshold,"SketchUp Pro 2017, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022"
4331078#1,It Tools,Peru,9,29-May-26,Below Threshold,"SketchUp 2024, SketchUp 2025, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022"
4321226#1,Iep,Chile,4,29-May-26,Below Threshold,SketchUp Pro 2022
1209330#1,Construcmaderas,Ecuador,5,29-May-26,Unqualified,"SketchUp 2024, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2023"
2038415#1,Billionvj,Chile,6,29-May-26,Unqualified,"SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2022"
4491399#1,Cresk,Bolivia,10,29-May-26,Unqualified,"SketchUp 2024, SketchUp Pro 2019, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
3048020#1,Ola,Ecuador,6,29-May-26,Below Threshold,"SketchUp 2025, SketchUp 2026, SketchUp Pro 2020"
1908911#1,Proquimec,Ecuador,7,29-May-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp Make 2017, SketchUp Pro 2022, SketchUp Pro 2023"
961741#1,Uts,Colombia,24,29-May-26,Aborted (Closed),"SketchUp 2024, SketchUp 2025, SketchUp 2026, SketchUp Pro 2017, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
1418813#1,Saga Falabella S.A.,Peru,25,29-May-26,Unqualified,"SketchUp 2024, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
1548843#1,Blau,Bolivia,6,29-May-26,Unqualified,"SketchUp 2025, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
2463062#1,Deltagroup Desarrollos S.A.,Argentina,6,29-May-26,Unqualified,"SketchUp 2024, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
