Case ID,Organization Name,Country,No. ofMachines,Last Event,Case Status,Products,Type
4597134#1,Brandingmx,Mexico,1,07-Jun-26,Below Threshold,SketchUp 2025,Difference
4546402#1,Ricardovelaarquitectos,Mexico,1,07-Jun-26,Below Threshold,SketchUp 2025,Difference
4649597#1,D61ac158-E6fa-4fbb-B14b-1471ec1726fe,Mexico,1,07-Jun-26,Aborted (Closed),SketchUp 2024,Difference
4548875#1,Leroy Merlin,Mexico,1,07-Jun-26,Below Threshold,SketchUp Pro 2023,Difference
4631267#1,Imacocons,Mexico,1,07-Jun-26,Below Threshold,SketchUp 2025,Difference
4581107#1,Alratitostudio,Mexico,1,07-Jun-26,Unqualified,SketchUp 2024,Difference
4602280#1,Ingress Corporation Berhad,Mexico,2,07-Jun-26,Below Threshold,"SketchUp 2026, SketchUp Pro 2022",Difference
4578728#1,Executive Drywall,Mexico,1,07-Jun-26,Below Threshold,SketchUp 2025,Difference
4577041#1,Jamiesoncarpinteria,Mexico,1,06-Jun-26,Unqualified,"SketchUp 2025, SketchUp Pro 2021",Difference
4580053#1,Techtitute,Mexico,2,06-Jun-26,Below Threshold,"SketchUp 2025, SketchUp Pro 2023",Difference
457300#1,Kids School,Nicaragua,1,23-Apr-26,Aborted (Closed),"SketchUp Pro 2017, SketchUp Pro 2021",Difference
4591493#1,Inblensa,Nicaragua,1,22-Apr-26,Below Threshold,SketchUp 2025,Difference
4625841#1,Cuapa,Nicaragua,1,22-Apr-26,Below Threshold,SketchUp 2024,Difference
4638596#1,Iglesia Universal Del Reino De Dios,Nicaragua,1,21-Apr-26,Below Threshold,SketchUp Pro 2021,Difference
3256265#1,Annesullivaninstitute,Nicaragua,1,21-Apr-26,Aborted (Closed),"SketchUp Pro 2017, SketchUp Pro 2020",Difference
4567686#1,Designerconic,Nicaragua,1,20-Apr-26,Below Threshold,"SketchUp 2024, SketchUp 2025",Difference
4545409#1,Jamessolutionsni,Nicaragua,1,17-Apr-26,Below Threshold,SketchUp Pro 2023,Difference
4569636#1,Decoragrouppc,Dominican Republic,1,16-Apr-26,Unqualified,"SketchUp 2024, SketchUp 2026, SketchUp Pro 2023",Difference
4576703#1,Fundacioncolmena,Nicaragua,1,16-Apr-26,Below Threshold,"SketchUp 2025, SketchUp Pro 2021",Difference
4573462#1,Constructora Cumbre,Dominican Republic,1,14-Apr-26,Below Threshold,SketchUp Pro 2023,Difference
4534361#1,Agio Caribbean Tobaco Company Ltd,Dominican Republic,1,12-Apr-26,Below Threshold,SketchUp Pro 2020,Difference
4538310#1,Primpact,Dominican Republic,1,08-Apr-26,Below Threshold,SketchUp Pro 2022,Difference
4568192#1,National Palace of the Dominican Republic,Dominican Republic,1,07-Apr-26,Below Threshold,"SketchUp 2025, SketchUp 2026",Difference
4519348#1,Kolorsbymel,Dominican Republic,1,05-Apr-26,Below Threshold,SketchUp Pro 2023,Difference
4580159#1,Cgindustry,Dominican Republic,1,02-Apr-26,Below Threshold,SketchUp Pro 2023,Difference
4623957#1,Segurafamilies,Dominican Republic,1,30-Mar-26,Below Threshold,SketchUp 2026,Difference
4535757#1,Zaragoza,Guatemala,1,13-Mar-26,Below Threshold,SketchUp 2025,Difference
4609811#1,Novamedca,Guatemala,1,09-Mar-26,Unqualified,"SketchUp Pro 2020, SketchUp Pro 2023",Difference
4593470#1,Grupodusa,Guatemala,1,09-Mar-26,Below Threshold,SketchUp 2026,Difference
4535490#1,Soposa,Honduras,1,07-Mar-26,Below Threshold,SketchUp 2025,Difference
4587629#1,Colegioclaret,Panama,1,06-Mar-26,Aborted (Closed),SketchUp Pro 2023,Difference
4596786#1,Cabsathn,Honduras,1,05-Mar-26,Below Threshold,SketchUp 2024,Difference
4608499#1,Cach Tu Do Company Limited,Honduras,1,03-Mar-26,Below Threshold,SketchUp Pro 2018,Difference
4603721#1,Udvvirtual,Guatemala,1,03-Mar-26,Aborted (Closed),SketchUp Pro 2022,Difference
4572503#1,Brandlogint,Panama,1,02-Mar-26,Below Threshold,SketchUp Pro 2023,Difference
4552561#1,Ddrissjalapa,Guatemala,1,02-Mar-26,Below Threshold,SketchUp Pro 2022,Difference
4576606#1,Mamprotection,Panama,1,02-Mar-26,Below Threshold,SketchUp 2025,Difference
4533138#1,Upapues,Panama,1,26-Feb-26,Below Threshold,SketchUp 2025,Difference
