Case ID,Organization Name,Country,No. ofMachines,Last Event,Case Status,Products,Type
4386795#1,Andonie Dental S. De R. L. De C.V.,Honduras,1,26-Feb-26,Below Threshold,"SketchUp Pro 2021, SketchUp Pro 2022",Difference
4568116#1,Indephn,Honduras,1,26-Feb-26,Below Threshold,SketchUp 2025,Difference
4551455#1,Dimultisv,El Salvador,1,25-Feb-26,Below Threshold,SketchUp Pro 2023,Difference
4606788#1,"Irritech, S.A.",Guatemala,1,25-Feb-26,Below Threshold,SketchUp 2026,Difference
4594630#1,Arcorahn,Honduras,1,25-Feb-26,Unqualified,"SketchUp 2024, SketchUp Pro 2023",Difference
4518346#1,Ffmedical,Panama,1,24-Feb-26,Below Threshold,"SketchUp Pro 2022, SketchUp Pro 2023",Difference
1924967#1,"Ferreteria Monterroso,S.A.",Honduras,1,24-Feb-26,Below Threshold,"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2021",Difference
4606703#1,ININCO S.A,Panama,1,24-Feb-26,Below Threshold,SketchUp 2025,Difference
4596153#1,Presslogic,Guatemala,1,23-Feb-26,Below Threshold,SketchUp 2025,Difference
4602996#1,Colegiosanvicente,Panama,1,21-Feb-26,Aborted (Closed),SketchUp 2025,Difference
4605658#1,Idcinfra,Guatemala,1,20-Feb-26,Below Threshold,SketchUp Pro,Difference
4605784#1,Materiaxestudio,El Salvador,1,20-Feb-26,Below Threshold,SketchUp Pro,Difference
4605398#1,395da4de-C592-4eca-91b8-2e2403fca84f,Panama,1,19-Feb-26,Aborted (Closed),SketchUp 2026,Difference
4577668#1,Enecomsi,Honduras,1,19-Feb-26,Below Threshold,SketchUp 2025,Difference
4550321#1,Crktcompany,Guatemala,1,17-Feb-26,Below Threshold,SketchUp Pro,Difference
4562165#1,Eb36168b-Fa4f-4b9f-9031-E2a6effe5a08,El Salvador,1,16-Feb-26,Aborted (Closed),SketchUp Pro,Difference
4604563#1,Oinsapanama,Panama,1,16-Feb-26,Below Threshold,SketchUp Pro,Difference
4564843#1,SISTECOM,Panama,1,12-Feb-26,Below Threshold,SketchUp Pro,Difference
4604041#1,KLAP STUDIO,Guatemala,1,12-Feb-26,Below Threshold,SketchUp Pro,Difference
4577436#1,Arqdecoestudio,El Salvador,1,09-Feb-26,Unqualified,SketchUp Pro,Difference
4599093#1,Escuelapanamericana,El Salvador,1,01-Feb-26,Aborted (Closed),SketchUp Pro,Difference
4570434#1,Sosaflores,El Salvador,1,29-Jan-26,Unqualified,SketchUp Pro,Difference
4512290#1,Esit,El Salvador,1,19-Jan-26,Below Threshold,SketchUp Pro,Difference
4551881#1,Losheroes,El Salvador,1,16-Jan-26,Below Threshold,SketchUp Pro,Difference
4542872#1,SITCR,Costa Rica,1,31-Jul-25,Aborted (Closed),SketchUp Pro,Difference
4536896#1,Utn,Costa Rica,1,16-Jul-25,Aborted (Closed),SketchUp Pro,Difference
4535494#1,DCC Proyectos S.A,Costa Rica,1,08-Jul-25,Aborted (Closed),SketchUp Pro,Difference
4533593#1,Mazcr,Costa Rica,1,28-Jun-25,Aborted (Closed),SketchUp Pro,Difference
4556364#1,Ebb5c452-9c63-45cf-982a-34cf6b75b5d4,Costa Rica,1,22-Jun-25,Aborted (Closed),SketchUp Pro,Difference
4532458#1,Uvirtual,Costa Rica,1,22-Jun-25,Aborted (Closed),SketchUp Pro,Difference
4472912#1,Tbconsulting,Costa Rica,1,14-Jun-25,Aborted (Closed),SketchUp Pro,Difference
4573087#1,C98242f9-98f1-42ff-81b4-Eabfa8a55141,Costa Rica,1,13-Jan-25,Aborted (Closed),SketchUp Pro,Difference
