Case ID,Organization Name,Country,No. ofMachines,Last Event,Case Status,Products,Type
4652405#1,Fundidoramorelia,Mexico,1,07-Jul-26,Below Threshold,SketchUp 2025,Difference
4639768#1,Tallersketch,Mexico,1,07-Jul-26,Below Threshold,SketchUp 2025,Difference
4532933#1,Artedlc,Mexico,1,07-Jul-26,Unqualified,"SketchUp 2025, SketchUp 2026",Difference
4656832#1,Tecing,Mexico,1,07-Jul-26,Below Threshold,SketchUp 2025,Difference
4598368#1,Mottoqro,Mexico,1,07-Jul-26,Below Threshold,SketchUp Pro 2023,Difference
4652144#1,Etek,Mexico,1,07-Jul-26,Below Threshold,SketchUp Pro 2022,Difference
4647656#1,Lemiservices,Mexico,1,07-Jul-26,Below Threshold,"SketchUp 2025, SketchUp Pro 2021",Difference
4538186#1,Acharq,Mexico,1,07-Jul-26,Below Threshold,SketchUp 2025,Difference
4539476#1,Spoonmg,Mexico,1,07-Jul-26,Below Threshold,SketchUp 2025,Difference
4652031#1,Cfmlogistica,Mexico,1,06-Jul-26,Below Threshold,SketchUp 2025,Difference
4610007#1,Atms Bac Plaza La Fe,Nicaragua,1,09-Mar-26,Below Threshold,SketchUp Pro 2021,Difference
4609068#1,Teranstudio,Nicaragua,1,05-Mar-26,Below Threshold,SketchUp Pro 2023,Difference
4601260#1,ELIM5 Inc.,Nicaragua,1,01-Mar-26,Below Threshold,SketchUp Pro 2022,Difference
4450856#1,Gspservices,Nicaragua,1,01-Mar-26,Below Threshold,SketchUp Pro 2023,Difference
4509184#1,Colegio Pureza de María managua,Nicaragua,2,27-Feb-26,Aborted (Closed),"SketchUp Pro 2021, SketchUp Pro 2023",Difference
4567131#1,Cnn,Dominican Republic,1,28-Jan-26,Below Threshold,SketchUp Pro,Difference
4578400#1,Ethical,Dominican Republic,1,28-Jan-26,Below Threshold,SketchUp Pro,Difference
4399137#1,Autotec,Dominican Republic,1,27-Jan-26,Below Threshold,SketchUp Pro,Difference
4513090#1,Zupco,Dominican Republic,1,23-Jan-26,Below Threshold,SketchUp Pro,Difference
4571708#1,Ffcrops,Dominican Republic,1,19-Jan-26,Unqualified,SketchUp Pro,Difference
4570301#1,Sanmiguelito,Panama,1,12-Dec-25,Aborted (Closed),SketchUp Pro,Difference
4533896#1,Ccooi,Panama,1,08-Dec-25,Aborted (Closed),SketchUp Pro,Difference
4556264#1,E3fac20c-B5f0-4779-95e2-36be7c3bed26,Panama,1,03-Dec-25,Aborted (Closed),SketchUp Pro,Difference
4584601#1,224428a6-5835-4176-B3a5-67aee84f3bdd,Panama,1,27-Nov-25,Aborted (Closed),SketchUp Pro,Difference
4578772#1,Softbotic,Panama,1,25-Nov-25,Aborted (Closed),SketchUp Pro,Difference
4582108#1,Fondesol,Guatemala,1,21-Nov-25,Aborted (Closed),SketchUp Pro,Difference
4578582#1,Labjut,Guatemala,1,08-Nov-25,Aborted (Closed),SketchUp Pro,Difference
4585790#1,Cbc3678a-C2a3-4595-A92a-9b1f08f1a49e,Guatemala,1,07-Nov-25,Aborted (Closed),SketchUp Pro,Difference
3874875#1,New Arch,Honduras,1,05-Nov-25,Aborted (Closed),SketchUp Pro,Difference
4499276#1,Cacihss,Honduras,1,05-Nov-25,Aborted (Closed),SketchUp Pro,Difference
4576410#1,Fundap,Guatemala,1,29-Oct-25,Aborted (Closed),SketchUp Pro,Difference
4543533#1,Movil,Guatemala,1,29-Oct-25,Aborted (Closed),SketchUp Pro,Difference
4505914#1,Audiotechonduras,Honduras,1,28-Oct-25,Aborted (Closed),SketchUp Pro,Difference
4406775#1,Hidrovolcan,Honduras,2,20-Oct-25,Aborted (Closed),SketchUp Pro,Difference
1985064#1,Equipos Industriales - Grupo Equinsa,Honduras,1,14-Oct-25,Aborted (Closed),SketchUp Pro,Difference
