Case ID,Organization Name,Country,No. ofMachines,Last Event,Case Status,Products
2064033#1,Matspennicaragua,Nicaragua,4,05-Jun-26,Unqualified,"SketchUp 2026, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022"
2069040#2,Infinitum S.A.,Guatemala,25,05-Jun-26,Unqualified,"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021"
4386709#1,Canaverales S.A. De C.V.,El Salvador,7,05-Jun-26,Unqualified,"SketchUp Pro 2021, SketchUp Pro 2022"
2922574#1,Addison House Panama,Panama,5,05-Jun-26,Unqualified,"SketchUp 2024, SketchUp Make 2017, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2023"
925973#1,RoblesArq  -  Arquitectura y Planeamiento,Costa Rica,16,05-Jun-26,Pre-Qualified,"SketchUp 2025, SketchUp Pro 2017, SketchUp Pro 2019, SketchUp Pro 2021, SketchUp Pro 2023"
1540073#2,Cmara de Cuentas de la Repblica,Dominican Republic,3,05-Jun-26,Below Threshold,"SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2022"
722308#1,ERGO LIMITED HONDURAS,Honduras,29,05-Jun-26,Unqualified,"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021"
4423096#1,Miucateci,Dominican Republic,22,05-Jun-26,Aborted (Closed),"SketchUp 2024, SketchUp 2025, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
1081801#1,Ferreteria Herco,Honduras,3,05-Jun-26,Unqualified,"SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2022"
760160#1,Imminent,Costa Rica,7,05-Jun-26,Unqualified,"SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021"
1813876#2,Utesa,Dominican Republic,13,05-Jun-26,Aborted (Closed),"SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021"
940952#1,Invenio,Costa Rica,5,05-Jun-26,Aborted (Closed),"SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022"
758350#1,Brander,Nicaragua,18,05-Jun-26,Unqualified,"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2021"
393334#1,John Aguilar & Asociados Limitada,Costa Rica,15,05-Jun-26,Unqualified,"SketchUp Make 2016, SketchUp Pro 2016, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021"
877811#1,compuservicios alvarez,Guatemala,6,05-Jun-26,Unqualified,"SketchUp 2025, SketchUp Pro 2016, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
4107564#1,Corporacion Jv S.A. De C.V.,El Salvador,26,05-Jun-26,Unqualified,"SketchUp Make 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
1913944#1,Vangard Concept Offices - VCO,Costa Rica,8,05-Jun-26,Unqualified,"SketchUp 2026, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2023"
2335780#1,PARALELO - Arquitectura & Project Management,Guatemala,12,05-Jun-26,Unqualified,"SketchUp 2025, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021"
3876249#1,Mueblysa,Nicaragua,3,05-Jun-26,Unqualified,"SketchUp 2025, SketchUp Pro 2019, SketchUp Pro 2022"
4120750#1,Panavision,Guatemala,16,05-Jun-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022"
655587#1,Estudioca,Guatemala,7,05-Jun-26,Unqualified,"SketchUp 2025, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2021, SketchUp Pro 2023"
1639913#1,Centro Nacional de Registros,El Salvador,19,05-Jun-26,Unqualified,"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
3359225#1,Mersa,Dominican Republic,7,05-Jun-26,Unqualified,"SketchUp 2025, SketchUp Pro 2019, SketchUp Pro 2023"
4422804#1,Intecap,Guatemala,19,05-Jun-26,Aborted (Closed),"SketchUp 2025, SketchUp Pro 2017, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
1543175#1,Icomel,Dominican Republic,5,05-Jun-26,Aborted (Closed),"SketchUp 2024, SketchUp 2025, SketchUp Make 2016, SketchUp Make 2017, SketchUp Pro 2016, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
4374438#1,Rochengineering,Costa Rica,4,05-Jun-26,Unqualified,"SketchUp 2024, SketchUp Pro 2021, SketchUp Pro 2023"
1139610#1,Casa Blue Comercial,Nicaragua,10,05-Jun-26,Unqualified,"SketchUp 2024, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
3512330#1,Isa,Dominican Republic,7,05-Jun-26,Aborted (Closed),"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022"
1540598#2,Banco Central de Reserva,El Salvador,27,05-Jun-26,Unqualified,"SketchUp 2025, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
1284417#1,Plastimexsa,Costa Rica,7,04-Jun-26,Below Threshold,"SketchUp 2024, SketchUp Pro 2018, SketchUp Pro 2020, SketchUp Pro 2021"
4335629#1,"Muebles Indecargo (Indecargo, mobiliario y rotulación.)",Nicaragua,10,04-Jun-26,Unqualified,"SketchUp 2025, SketchUp Pro 2017, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2022, SketchUp Pro 2023"
4427483#1,Dfsolucionescr,Costa Rica,3,04-Jun-26,Unqualified,"SketchUp 2024, SketchUp Pro 2023"
4386543#1,Industrias Merlet S.A. De C.V,El Salvador,5,04-Jun-26,Unqualified,"SketchUp Pro 2020, SketchUp Pro 2021"
4461458#1,Curtis Industrial S.A.,El Salvador,4,04-Jun-26,Below Threshold,"SketchUp 2025, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2023"
359138#1,Arquifoampty,Panama,20,04-Jun-26,Unqualified,"SketchUp Make 2016, SketchUp Pro 2016, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022"
1104738#1,Sia,El Salvador,3,04-Jun-26,Unqualified,"SketchUp 2025, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2021"
1077842#1,Amarome Solutions,Nicaragua,8,04-Jun-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp Pro 2017, SketchUp Pro 2019, SketchUp Pro 2021"
727354#1,Distribuciones Martin,Honduras,8,04-Jun-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2021, SketchUp Pro 2023"
296615#1,U.S. Embassy Ottawa,Panama,13,04-Jun-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp Make 2016, SketchUp Pro 2016, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
603687#1,Padarq,Nicaragua,12,04-Jun-26,Unqualified,"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022"
1024111#1,Organojudicial,Panama,8,04-Jun-26,Below Threshold,"SketchUp 2025, SketchUp Make 2017, SketchUp Pro 2018"
1082413#1,Montano College,Guatemala,3,04-Jun-26,Aborted (Closed),"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2023"
744442#3,Poderjudicial,Nicaragua,7,04-Jun-26,Unqualified,"SketchUp 2025, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022"
684556#1,Mdn,El Salvador,8,04-Jun-26,Unqualified,"SketchUp Pro 2017, SketchUp Pro 2019, SketchUp Pro 2021, SketchUp Pro 2022"
4300551#1,Metro Optical/Major League Baseball,Dominican Republic,4,04-Jun-26,Unqualified,"SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022"
710399#1,Palcasa,Nicaragua,23,04-Jun-26,Unqualified,"SketchUp 2025, SketchUp 2026, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2021"
451200#1,Seza,Nicaragua,4,04-Jun-26,Below Threshold,"SketchUp 2025, SketchUp Pro 2016, SketchUp Pro 2018, SketchUp Pro 2020, SketchUp Pro 2022"
2038570#1,Usados Americanos Medina - Tulin,Honduras,5,04-Jun-26,Unqualified,"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2021, SketchUp Pro 2022"
3900448#1,Metalicaimperio,Costa Rica,3,04-Jun-26,Below Threshold,"SketchUp 2025, SketchUp 2026, SketchUp Pro 2021"
4333772#1,Rosul,Guatemala,4,04-Jun-26,Below Threshold,"SketchUp 2025, SketchUp Pro 2021, SketchUp Pro 2022"
600364#1,Cincopatasalgato,El Salvador,27,04-Jun-26,Unqualified,"SketchUp Pro 2016, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
2073981#1,Maderama Costa Rica,Costa Rica,6,04-Jun-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp 2026, SketchUp Pro 2018, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2023"
1793331#1,"ISAD, S.A.",Panama,3,04-Jun-26,Below Threshold,"SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2023"
1000639#1,Una,Costa Rica,15,04-Jun-26,Aborted (Closed),"SketchUp 2024, SketchUp 2025, SketchUp Make 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2022, SketchUp Pro 2023"
4483576#1,Siboif Super Intendencia De Bancos,Nicaragua,14,04-Jun-26,Unqualified,"SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
4319655#1,Mobysupply,Panama,7,04-Jun-26,Unqualified,"SketchUp Pro 2021, SketchUp Pro 2023"
2488381#1,Ergohn,Guatemala,18,04-Jun-26,Unqualified,"SketchUp 2025, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
3898617#1,Josuechristianschool,El Salvador,3,04-Jun-26,Aborted (Closed),"SketchUp 2024, SketchUp Pro 2019, SketchUp Pro 2021"
4411218#1,Addgpanama,Panama,4,04-Jun-26,Unqualified,"SketchUp 2025, SketchUp Pro 2023"
3399103#1,Illumi,Panama,5,04-Jun-26,Unqualified,"SketchUp Make 2017, SketchUp Pro 2019, SketchUp Pro 2021"
3441876#1,Marypatin,Dominican Republic,6,04-Jun-26,Unqualified,"SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
1038377#1,Tecshoes,Nicaragua,26,04-Jun-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
1288271#1,Urbanistica,Guatemala,13,04-Jun-26,Unqualified,"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2023"
4408540#1,Beldots,Panama,5,04-Jun-26,Unqualified,"SketchUp 2024, SketchUp Pro 2019, SketchUp Pro 2022, SketchUp Pro 2023"
2307737#1,INDICASAT AIP,Panama,11,04-Jun-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp Make 2017, SketchUp Pro 2019, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
2957240#2,Autoridad Nacional para la Innovación,Panama,23,04-Jun-26,Unqualified,"SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022"
683142#1,Novo Concepto Int,Honduras,11,03-Jun-26,Unqualified,"SketchUp 2024, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
4323283#1,Inovumhn,Honduras,3,02-Jun-26,Below Threshold,"SketchUp 2024, SketchUp Pro 2021, SketchUp Pro 2022"
958025#1,Iventivagroup,Honduras,5,02-Jun-26,Unqualified,"SketchUp Pro 2017, SketchUp Pro 2023"
792429#1,Banco Financiera Comercial Hondurena SA,Honduras,18,02-Jun-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
561647#1,Almacenes El Compadre,Honduras,12,02-Jun-26,Unqualified,"SketchUp 2024, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021"
4467779#1,Steren,Honduras,3,02-Jun-26,Unqualified,"SketchUp Pro 2022, SketchUp Pro 2023"
189170#2,Almacenes Lady Lee,Honduras,24,02-Jun-26,Aborted (Closed),"SketchUp 2024, SketchUp 2025, SketchUp 2026, SketchUp Make 2016, SketchUp Make 2017, SketchUp Pro 2016, SketchUp Pro 2018, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
3879833#1,Gigashop,Honduras,3,01-Jun-26,Below Threshold,"SketchUp Pro 2019, SketchUp Pro 2021, SketchUp Pro 2022"
561835#1,Koop Sheet Metal,Belize,23,27-Apr-26,Unqualified,"SketchUp Make 2016, SketchUp Pro 2016, SketchUp Pro 2018"
776156#1,Reimersfeed,Belize,3,21-Apr-26,Below Threshold,"SketchUp Make 2017, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2023"
929719#1,FBS Markets Inc.,Belize,22,17-May-25,Aborted (Closed),"SketchUp Make, SketchUp Pro"
