Case ID,Organization Name,Country,No. ofMachines,Last Event,Case Status,Products
4570595#1,Tintailustrada,Argentina,8,02-Jun-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp 2026, SketchUp Pro 2022, SketchUp Pro 2023"
3412204#1,Alfredobonifaz,Peru,6,02-Jun-26,Aborted (Closed),"SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2023"
902059#1,Colegio Peruano Norteamericano Abraham Lincoln,Peru,30,02-Jun-26,Aborted (Closed),"SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
4424939#1,Isur,Peru,14,02-Jun-26,Aborted (Closed),"SketchUp 2024, SketchUp 2026, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
3876489#1,Ingenium,Peru,3,02-Jun-26,Aborted (Closed),"SketchUp Pro 2018, SketchUp Pro 2022, SketchUp Pro 2023"
4566120#1,Theladbiblegroup,Argentina,8,02-Jun-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp 2026, SketchUp Make 2016, SketchUp Pro 2020, SketchUp Pro 2022"
4473143#1,Smtplw01,Peru,5,02-Jun-26,Unqualified,"SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
688032#4,Universidad Catolica Sedes Sapientiae,Peru,19,02-Jun-26,Aborted (Closed),"SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
1681203#2,Colegio San Agustin de Lima,Peru,5,02-Jun-26,Aborted (Closed),"SketchUp Make 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
2983206#1,Pnsr,Peru,3,02-Jun-26,Below Threshold,"SketchUp Pro 2018, SketchUp Pro 2022"
1739414#2,Dalcor Sac,Peru,4,02-Jun-26,Below Threshold,"SketchUp Pro 2018, SketchUp Pro 2020, SketchUp Pro 2022"
1096017#1,Colegio de Arquitectos del Perú - Región La Libertad,Peru,14,02-Jun-26,Aborted (Closed),"SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
4613350#1,Mss3,Argentina,3,02-Jun-26,Unqualified,"SketchUp Pro 2020, SketchUp Pro 2021"
1471091#2,UNAS - Universidad Nacional Agraria de la Selva,Peru,41,02-Jun-26,Aborted (Closed),"SketchUp 2024, SketchUp 2025, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
4600670#1,Empresa De Servicios Calchaqui S.R.L.,Argentina,3,02-Jun-26,Unqualified,"SketchUp Pro 2018, SketchUp Pro 2020, SketchUp Pro 2021"
4361861#1,Instituto Gamma | Grupo Gamma (Instituto Gamma),Argentina,6,01-Jun-26,Aborted (Closed),"SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2021, SketchUp Pro 2022"
4541723#1,Laranet S.R.L.,Argentina,16,01-Jun-26,Unqualified,"SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
4609792#1,HDC Arquitectura,Argentina,4,01-Jun-26,Pre-Qualified,"SketchUp Pro 2020, SketchUp Pro 2022, SketchUp Pro 2023"
4545092#1,Artisticconcretegroup,Argentina,3,01-Jun-26,Unqualified,"SketchUp 2025, SketchUp Pro 2022, SketchUp Pro 2023"
380099#1,Colcar Merbus,Argentina,7,31-May-26,Below Threshold,"SketchUp 2025, SketchUp 2026, SketchUp Pro 2016, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021"
4524312#1,Dypsagroup,Argentina,4,29-May-26,Below Threshold,"SketchUp 2025, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2021"
4551644#1,Mmcafe,Argentina,5,27-May-26,Unqualified,"SketchUp Pro 2022, SketchUp Pro 2023"
4582447#1,Lumierebyjparis,Argentina,3,27-May-26,Unqualified,"SketchUp 2025, SketchUp Pro 2023"
4629722#1,Insunet,Argentina,10,27-May-26,Below Threshold,"SketchUp Pro 2016, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2023"
4609793#1,Primer Piso Arquitectos,Argentina,3,27-May-26,Pre-Qualified,SketchUp Pro 2022
4630729#1,Zefint Internet,Argentina,4,27-May-26,Unqualified,"SketchUp Pro 2019, SketchUp Pro 2021, SketchUp Pro 2023"
4571106#1,Buro,Argentina,3,27-May-26,Unqualified,"SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2022, SketchUp Pro 2023"
4576570#1,Abci,Argentina,3,27-May-26,Below Threshold,"SketchUp 2026, SketchUp Pro 2020, SketchUp Pro 2022, SketchUp Pro 2023"
4551859#1,Alcasrl,Argentina,4,26-May-26,Below Threshold,SketchUp Pro 2023
4366325#1,Admdalvian,Argentina,4,26-May-26,Below Threshold,"SketchUp Pro 2017, SketchUp Pro 2021"
4633384#1,079velonet,Argentina,3,26-May-26,Below Threshold,"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2020"
