Case ID,Organization Name,Country,No. ofMachines,Last Event,Case Status,Products
1412798#1,Unjbg,Peru,19,26-May-26,Aborted (Closed),"SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
4415069#1,Ceoacademy,Peru,9,26-May-26,Aborted (Closed),"SketchUp 2025, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
1677115#1,"Zendesk, Inc.",Peru,53,26-May-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp 2026, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
4567950#1,Metalsantaclara,Argentina,4,26-May-26,Unqualified,"SketchUp Pro 2019, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
527457#1,Digital Energy Technologies Limited,Chile,26,26-May-26,Unqualified,"SketchUp 2024, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2023"
4581382#1,Bottegadelferrosrl,Uruguay,5,25-May-26,Unqualified,"SketchUp 2024, SketchUp Pro 2022, SketchUp Pro 2023"
4569001#1,Aquaclean,Colombia,4,25-May-26,Unqualified,"SketchUp 2025, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
995959#1,Colegio Alberto Einstein - Quito,Ecuador,10,25-May-26,Aborted (Closed),"SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021"
4603661#1,Libertynet,Colombia,73,25-May-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp 2026, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
4604263#1,148celsiainternet,Colombia,3,25-May-26,Below Threshold,"SketchUp Pro 2019, SketchUp Pro 2021, SketchUp Pro 2022"
2442948#1,INSTITUTO POLITÉCNICO MODELO,Argentina,3,25-May-26,Aborted (Closed),"SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2023"
4547173#1,Isabelamendonca,Argentina,7,25-May-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp Pro 2017, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
4527079#1,Tiferet,Argentina,3,25-May-26,Below Threshold,"SketchUp Pro 2018, SketchUp Pro 2023"
4630819#1,Universal-Stereo C.L.,Ecuador,50,25-May-26,Unqualified,"SketchUp 2025, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
4600843#1,Kgbsas,Colombia,4,25-May-26,Below Threshold,"SketchUp Pro 2020, SketchUp Pro 2021"
4599616#1,Vanet,Argentina,33,25-May-26,Unqualified,"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
4519543#1,Tuparadacards,Paraguay,5,24-May-26,Unqualified,"SketchUp 2025, SketchUp 2026, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
1765184#1,SAJO Inc.,Colombia,8,23-May-26,Below Threshold,"SketchUp 2024, SketchUp 2026, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022"
4544063#1,Mundialnetfibra,Chile,21,23-May-26,Unqualified,"SketchUp 2024, SketchUp 2026, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
4545087#1,Facilitysolucoes,Ecuador,6,22-May-26,Unqualified,"SketchUp 2026, SketchUp Pro 2020, SketchUp Pro 2023"
4548512#1,Despromin,Bolivia,3,22-May-26,Unqualified,SketchUp 2025
4543173#1,FlashNET PY,Paraguay,6,22-May-26,Unqualified,"SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022"
4568451#1,Puntonet Cuenca Ftth,Ecuador,3,22-May-26,Unqualified,"SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2023"
4551304#1,Alfredo Sosa Martinez,Paraguay,3,21-May-26,Unqualified,"SketchUp 2024, SketchUp Pro 2020, SketchUp Pro 2021"
4622156#1,Ahkbol,Bolivia,3,21-May-26,Unqualified,"SketchUp 2026, SketchUp Pro 2021"
4369476#1,Vizzagency,Ecuador,11,21-May-26,Unqualified,"SketchUp 2024, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2022, SketchUp Pro 2023"
4602916#1,Los Angeles Rams,Uruguay,3,21-May-26,Below Threshold,"SketchUp 2025, SketchUp Pro 2023"
4542491#1,Praderas del Valle Srl,Bolivia,5,21-May-26,Below Threshold,"SketchUp 2026, SketchUp Pro 2020, SketchUp Pro 2023"
4544143#1,Ufinet,Chile,3,20-May-26,Unqualified,"SketchUp 2025, SketchUp 2026, SketchUp Pro 2019, SketchUp Pro 2021"
3456933#1,Sagradocorazon,Ecuador,5,18-May-26,Aborted (Closed),"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022"
4628458#1,Boconcept,Uruguay,9,27-Apr-26,Below Threshold,"SketchUp 2025, SketchUp Make 2016, SketchUp Pro 2016, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
