Case ID,Organization Name,Country,No. ofMachines,Last Event,Case Status,Products
1533384#1,Sjo,Peru,19,28-May-26,Aborted (Closed),"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022"
2446667#2,Industrias Altos Sociedad Anonima Cerrada,Peru,6,28-May-26,Below Threshold,"SketchUp 2025, SketchUp 2026, SketchUp Pro 2017"
4549538#1,Pontifica Universidad Catolica Del Peru,Peru,41,28-May-26,Aborted (Closed),"SketchUp 2024, SketchUp 2025, SketchUp 2026, SketchUp Pro 2018, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
1677175#1,BINDA Group Engineers,Peru,3,28-May-26,Below Threshold,"SketchUp Pro 2017, SketchUp Pro 2019, SketchUp Pro 2023"
1285061#1,Centro Peruano de Estudios Bancarios - CEPEBAN,Peru,6,28-May-26,Aborted (Closed),"SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022"
795454#2,Instituto de Emprendedores de la USIL,Peru,23,28-May-26,Aborted (Closed),"SketchUp 2024, SketchUp 2026, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
4391901#1,Colegio San Francisco De Borja,Peru,13,28-May-26,Aborted (Closed),"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
2166848#1,Systematic,Peru,33,28-May-26,Aborted (Closed),"SketchUp 2024, SketchUp 2025, SketchUp 2026, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
1657145#1,Universidad Norbert Wiener,Peru,36,28-May-26,Aborted (Closed),"SketchUp 2024, SketchUp 2025, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
3876430#1,Santateresita,Peru,8,28-May-26,Aborted (Closed),"SketchUp 2024, SketchUp 2025, SketchUp Pro 2018, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
4543458#1,Cospb,Argentina,15,28-May-26,Unqualified,"SketchUp 2025, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
4423053#1,Udep,Peru,37,28-May-26,Aborted (Closed),"SketchUp 2024, SketchUp 2025, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
4580940#1,Icaro,Argentina,3,28-May-26,Unqualified,SketchUp Pro 2023
4504033#1,Probela La Molina,Peru,3,28-May-26,Unqualified,SketchUp Pro 2021
2405716#1,Colegiocima,Peru,33,28-May-26,Aborted (Closed),"SketchUp 2024, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
4547359#1,As269898,Peru,3,28-May-26,Unqualified,"SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022"
4488759#1,Assaabloy,Peru,3,28-May-26,Below Threshold,"SketchUp 2024, SketchUp Pro 2022, SketchUp Pro 2023"
4443411#1,Ecotanquesperu,Peru,3,28-May-26,Below Threshold,"SketchUp 2024, SketchUp Pro 2023"
934539#2,IESTP \,Peru,19,28-May-26,Aborted (Closed),"SketchUp Pro 2017, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
4569072#1,Vivify Studios L.L.C,Argentina,5,28-May-26,Unqualified,"SketchUp 2025, SketchUp 2026, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
4535875#1,Arquiframme,Argentina,5,28-May-26,Unqualified,"SketchUp 2025, SketchUp Pro 2021"
4609791#1,Wave Arquitectura,Argentina,7,28-May-26,Pre-Qualified,"SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
2987970#1,Umch,Peru,10,28-May-26,Aborted (Closed),"SketchUp 2025, SketchUp Pro 2017, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2022, SketchUp Pro 2023"
3402618#1,Lncm,Peru,12,28-May-26,Aborted (Closed),"SketchUp Pro 2017, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
4543007#1,Grupo Vzq Sas,Argentina,4,28-May-26,Unqualified,"SketchUp Pro 2020, SketchUp Pro 2021"
4546006#1,Unbosque,Colombia,4,29-Apr-26,Aborted (Closed),"SketchUp 2025, SketchUp Pro 2019, SketchUp Pro 2022, SketchUp Pro 2023"
4570145#1,Bavikon,Colombia,3,25-Apr-26,Unqualified,"SketchUp Pro 2018, SketchUp Pro 2022, SketchUp Pro 2023"
4540906#1,Evernet Sas,Colombia,8,20-Apr-26,Below Threshold,"SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021"
4549633#1,Velonet S.A.S.,Colombia,3,18-Apr-26,Below Threshold,"SketchUp Pro 2020, SketchUp Pro 2021"
4591257#1,4377st,Colombia,3,09-Apr-26,Below Threshold,SketchUp Pro 2023
4544586#1,Supernotariado,Colombia,3,09-Aug-25,Aborted (Closed),"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2022, SketchUp Pro 2023"
4615251#1,Disenosymuebles,Colombia,3,11-Jul-25,Aborted (Closed),"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019"
3401851#1,Olgameza,Ecuador,3,16-Apr-25,Aborted (Closed),SketchUp Pro
2178102#1,Colegioelprado,Ecuador,5,04-Apr-25,Aborted (Closed),"SketchUp Make, SketchUp Pro"
1598179#2,Offensivelytolerant,Colombia,6,27-Feb-25,Aborted (Closed),"SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021"
