Case ID,Organization Name,Country,No. ofMachines,Last Event,Case Status,Products,Type
1128301#1,Giovanni Mandracchia,Mexico,9,29-Jun-26,Unresolved (Closed),"SketchUp 2025, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
2393949#1,Cela,Mexico,11,29-Jun-26,Aborted (Closed),"SketchUp 2024, SketchUp 2025, SketchUp 2026, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
4369570#1,Triplay Convención (Triplay Convencion),Mexico,3,29-Jun-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp 2026, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
3272703#1,Tua,Mexico,40,29-Jun-26,Aborted (Closed),"SketchUp 2024, SketchUp 2025, SketchUp 2026, SketchUp Pro 2018, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
4515161#1,"Pixelmate Exhibition Co., Ltd.",Mexico,48,29-Jun-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp 2026, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
4495182#1,Ticonnexions,Mexico,51,29-Jun-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp 2026, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
1840136#1,Corporativo Crocsa,Mexico,7,29-Jun-26,Below Threshold,"SketchUp Pro 2016, SketchUp Pro 2017, SketchUp Pro 2020, SketchUp Pro 2021",Outdated
2266416#1,Liif,Mexico,3,29-Jun-26,Below Threshold,"SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2020, SketchUp Pro 2021",Outdated
4415428#1,Madesolstgo,Dominican Republic,5,26-Jun-26,Below Threshold,"SketchUp 2026, SketchUp Pro 2021",Outdated
3410129#1,DMX GROUP,Dominican Republic,4,25-Jun-26,Below Threshold,"SketchUp Pro 2017, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022",Outdated
3863226#1,Cpgm,Dominican Republic,3,25-Jun-26,Aborted (Closed),"SketchUp Pro 2017, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021",Outdated
903647#1,Copisa,Panama,6,24-Jun-26,Unqualified,"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2020, SketchUp Pro 2021",Outdated
4250857#1,Ligamd,Dominican Republic,8,24-Jun-26,Unqualified,"SketchUp Pro 2019, SketchUp Pro 2021",Outdated
394882#1,Fdcenter,Panama,6,24-Jun-26,Below Threshold,"SketchUp Make 2017, SketchUp Pro 2016, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021",Outdated
2336244#1,Skalapty,Panama,4,24-Jun-26,Below Threshold,"SketchUp Pro 2019, SketchUp Pro 2021, SketchUp Pro 2022",Outdated
1030009#3,Mop,Panama,9,24-Jun-26,Unqualified,"SketchUp Pro 2017, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
4510679#1,Gamadesignrd,Dominican Republic,3,22-Jun-26,Unqualified,SketchUp 2024,Outdated
3863809#1,Ratingspcr,Guatemala,3,22-Jun-26,Below Threshold,"SketchUp Pro 2017, SketchUp Pro 2021",Outdated
519549#1,Alimentos Corporativos Coralsa S.A.,Guatemala,5,21-Jun-26,Below Threshold,"SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2020, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
4320104#1,Redes Hibridas Pinulavision,Guatemala,6,21-Jun-26,Unqualified,"SketchUp Pro 2019, SketchUp Pro 2021, SketchUp Pro 2023",Outdated
1065276#1,Montessori,Guatemala,6,20-Jun-26,Aborted (Closed),"SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2022",Outdated
4447597#1,Distribuidora Comercial Y De Representac,Guatemala,4,20-Jun-26,Unqualified,"SketchUp 2024, SketchUp Pro 2021, SketchUp Pro 2023",Outdated
1036565#1,Cepanama,Panama,3,09-Jun-26,Below Threshold,"SketchUp 2026, SketchUp Pro 2018, SketchUp Pro 2023",Outdated
315330#1,Prajnahealth,Costa Rica,4,19-May-26,Aborted (Closed),"SketchUp Make 2016, SketchUp Pro 2016",Outdated
1072963#1,Summa Consultores,Costa Rica,3,18-May-26,Below Threshold,"SketchUp 2024, SketchUp 2025, SketchUp Pro 2017",Outdated
764411#1,Herocr,Costa Rica,4,16-May-26,Below Threshold,"SketchUp Pro 2018, SketchUp Pro 2021, SketchUp Pro 2022",Outdated
4422858#1,Jci,Costa Rica,4,16-May-26,Below Threshold,"SketchUp Pro 2020, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
3868838#1,Edifisa Constructora,Costa Rica,3,13-May-26,Below Threshold,"SketchUp 2026, SketchUp Pro 2019, SketchUp Pro 2023",Outdated
552207#1,Grupo JCB,Costa Rica,3,12-May-26,Unqualified,"SketchUp 2025, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2020",Outdated
532588#2,Monelca,El Salvador,19,21-Apr-26,Unqualified,"SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022",Outdated
996032#1,Acofinges,El Salvador,3,20-Apr-26,Unqualified,"SketchUp Pro 2017, SketchUp Pro 2019, SketchUp Pro 2021",Outdated
4423223#1,Prodes,El Salvador,3,20-Apr-26,Unqualified,"SketchUp 2025, SketchUp Pro 2021, SketchUp Pro 2023",Outdated
549031#1,grupodelfaro,El Salvador,41,16-Apr-26,Aborted (Closed),"SketchUp Make 2017, SketchUp Pro 2016, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2023",Outdated
4448073#1,Clinica De Imagenologia Avanzada S.A. De C.V.,El Salvador,4,14-Apr-26,Below Threshold,"SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
658331#1,Tech69,El Salvador,20,12-Apr-26,Below Threshold,"SketchUp 2024, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2023",Outdated
1791491#1,Pinturas Sur,Nicaragua,14,28-Feb-26,Unqualified,"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021",Outdated
4386544#1,New Century Builders,Nicaragua,8,21-Jan-26,Unqualified,SketchUp Pro,Outdated
1874892#1,Lubrinicsa,Nicaragua,90,12-Jan-26,Unqualified,"SketchUp Make, SketchUp Pro",Outdated
4185768#1,Nicaes,Nicaragua,4,13-Dec-25,Aborted (Closed),SketchUp Pro,Outdated
523490#1,Maderas Collective,Nicaragua,10,08-Dec-25,Aborted (Closed),"SketchUp Make, SketchUp Pro",Outdated
956606#1,Oym,Dominican Republic,4,21-Jun-26,Aborted (Closed),"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2021, SketchUp Pro 2022",Outdated
4424415#1,Miumg,Guatemala,17,19-Jun-26,Aborted (Closed),"SketchUp Pro 2022, SketchUp Pro 2023",Outdated
726048#2,Girls Go Games,Mexico,41,29-Jun-26,Aborted (Closed),"SketchUp 2024, SketchUp 2026, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
189562#2,Empresa Administradora De Aeropuertos Internacionales (Eaai),Nicaragua,3,20-Nov-25,Aborted (Closed),SketchUp Pro,Outdated
2332335#1,Nedelander Overseas,Panama,11,07-Jun-26,Below Threshold,"SketchUp 2024, SketchUp 2025, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
