Case ID,Organization Name,Country,No. ofMachines,Last Event,Case Status,Products,Type
4557499#1,Rimora,Mexico,1,07-Jun-26,Below Threshold,"SketchUp 2025, SketchUp 2026",Difference
4644271#1,Book Travel,Mexico,1,07-Jun-26,Below Threshold,SketchUp 2024,Difference
4579816#1,Mirarquitectos,Mexico,1,07-Jun-26,Below Threshold,SketchUp 2025,Difference
4649760#1,Uniuam,Mexico,1,07-Jun-26,Below Threshold,SketchUp 2025,Difference
4588179#1,22768x384,Mexico,1,07-Jun-26,Unqualified,"SketchUp 2025, SketchUp Pro 2022",Difference
4593073#1,Sidcof,Nicaragua,1,02-May-26,Below Threshold,SketchUp Pro 2022,Difference
3897881#1,Uponicrivas,Nicaragua,1,30-Apr-26,Below Threshold,"SketchUp Pro 2017, SketchUp Pro 2018",Difference
4538640#1,Inprosel,Nicaragua,1,27-Apr-26,Below Threshold,SketchUp Pro 2022,Difference
4498984#1,Feriaganaderanicaragua,Nicaragua,1,27-Apr-26,Below Threshold,"SketchUp Pro 2020, SketchUp Pro 2023",Difference
497918#2,Elhalcon,Nicaragua,2,26-Apr-26,Below Threshold,"SketchUp Pro 2021, SketchUp Pro 2022",Difference
4606601#1,Fetacreativa,Dominican Republic,1,20-Apr-26,Below Threshold,SketchUp Pro 2022,Difference
4628252#1,Enviaresumenrd,Dominican Republic,1,20-Apr-26,Below Threshold,SketchUp Pro 2023,Difference
4580317#1,Voidtechdr,Dominican Republic,1,20-Apr-26,Below Threshold,SketchUp 2025,Difference
4638288#1,Saladinmiller,Dominican Republic,1,20-Apr-26,Below Threshold,SketchUp Pro 2023,Difference
4637315#1,Ajiza,Dominican Republic,1,19-Apr-26,Below Threshold,SketchUp 2025,Difference
4575378#1,Constructoramedina,El Salvador,1,24-Mar-26,Below Threshold,SketchUp 2025,Difference
4614048#1,Pacficnetcom,Panama,1,24-Mar-26,Below Threshold,SketchUp Pro 2020,Difference
4553522#1,Textufil S.A. de C.V.,El Salvador,1,23-Mar-26,Below Threshold,SketchUp 2025,Difference
4620619#1,Hidasa,Guatemala,1,21-Mar-26,Below Threshold,SketchUp 2026,Difference
4550506#1,Uhi,Guatemala,2,20-Mar-26,Below Threshold,"SketchUp 2024, SketchUp 2025, SketchUp 2026",Difference
4535075#1,Softkeypc,Guatemala,1,19-Mar-26,Below Threshold,SketchUp Pro 2022,Difference
4620422#1,Thelocuslab,Guatemala,1,19-Mar-26,Below Threshold,SketchUp 2026,Difference
4619326#1,Cdguerin,Panama,1,18-Mar-26,Below Threshold,SketchUp 2025,Difference
4614532#1,Panama Canal Museum,Panama,1,17-Mar-26,Below Threshold,SketchUp Pro 2023,Difference
4580960#1,Ceav,Honduras,2,16-Mar-26,Aborted (Closed),SketchUp 2025,Difference
4614596#1,Grupologospty,Panama,1,16-Mar-26,Below Threshold,SketchUp Pro 2023,Difference
1973396#1,Antonio Serrano,Honduras,2,16-Mar-26,Below Threshold,"SketchUp 2026, SketchUp Pro 2018",Difference
4614591#1,Elopezagas,Guatemala,1,16-Mar-26,Below Threshold,SketchUp Pro 2022,Difference
4538224#1,Injupemp,Honduras,1,13-Mar-26,Below Threshold,SketchUp 2025,Difference
4609961#1,Dcingeniero,El Salvador,1,09-Mar-26,Below Threshold,SketchUp Pro 2023,Difference
4546618#1,Marcasastrales,Honduras,2,09-Mar-26,Unqualified,SketchUp 2025,Difference
4531814#1,Decoarq,Honduras,2,09-Mar-26,Below Threshold,SketchUp 2025,Difference
4576335#1,Fixon,Panama,1,06-Mar-26,Below Threshold,SketchUp Pro 2023,Difference
3902737#1,Colegioguadalupanosm,El Salvador,1,02-Mar-26,Aborted (Closed),"SketchUp Pro 2019, SketchUp Pro 2023",Difference
4606823#1,Grupomayasv,El Salvador,1,25-Feb-26,Below Threshold,SketchUp 2025,Difference
4539775#1,Almadasa,Costa Rica,1,30-Aug-25,Aborted (Closed),SketchUp Pro,Difference
4548285#1,Uagrantham,Costa Rica,1,29-Aug-25,Aborted (Closed),SketchUp Pro,Difference
4547687#1,Apestegui Blair Consultores,Costa Rica,1,26-Aug-25,Aborted (Closed),SketchUp Pro,Difference
4556114#1,0875199e-E1c0-482d-A354-651c25f6dfc2,Costa Rica,1,10-Aug-25,Aborted (Closed),SketchUp Pro,Difference
4543129#1,Allsalescr,Costa Rica,1,01-Aug-25,Aborted (Closed),SketchUp Pro,Difference
