Case ID,Organization Name,Country,No. ofMachines,Last Event,Case Status,Products
4590663#1,Grupoalma,Mexico,1,06-Jun-26,Below Threshold,SketchUp Pro 2022
4593150#1,Hbsystems,Mexico,1,06-Jun-26,Unqualified,"SketchUp 2025, SketchUp Pro 2020, SketchUp Pro 2022"
4607451#1,Salomondrin,Mexico,1,06-Jun-26,Unqualified,"SketchUp 2025, SketchUp Pro 2021"
4639918#1,Azulinversioneshn,Honduras,1,06-Jun-26,Below Threshold,SketchUp 2025
4543778#1,Olaastudio,Mexico,2,06-Jun-26,Unqualified,"SketchUp 2025, SketchUp 2026"
4549090#1,Netorg18337821,Mexico,1,06-Jun-26,Aborted (Closed),SketchUp Pro 2023
4649399#1,Cich,Honduras,1,05-Jun-26,Below Threshold,SketchUp Pro 2022
4546188#1,Brandm,Dominican Republic,1,05-Jun-26,Aborted (Closed),SketchUp Pro 2023
4410865#1,Inaconsa,Nicaragua,2,05-Jun-26,Below Threshold,"SketchUp 2026, SketchUp Pro 2023"
4536103#1,Termovoltcr,Costa Rica,1,05-Jun-26,Below Threshold,SketchUp Pro 2023
4544941#1,Technofruits - STAR,Guatemala,1,05-Jun-26,Below Threshold,SketchUp 2025
4577920#1,Urbanaconstructora,Dominican Republic,1,04-Jun-26,Below Threshold,SketchUp Pro 2023
4552471#1,Grupodalbast,Dominican Republic,1,04-Jun-26,Below Threshold,SketchUp 2024
4646235#1,Mtcubico,Panama,1,04-Jun-26,Below Threshold,SketchUp Pro 2023
4649179#1,Reactiveart,Panama,1,04-Jun-26,Below Threshold,SketchUp 2024
4542878#1,Buildest506,Costa Rica,1,04-Jun-26,Below Threshold,SketchUp 2025
4552301#1,Selectivehn,Honduras,1,04-Jun-26,Below Threshold,SketchUp 2025
4614486#1,Anaaltunadesign,Panama,1,04-Jun-26,Unqualified,SketchUp Pro 2022
4567751#1,Twrz2,Nicaragua,1,04-Jun-26,Below Threshold,"SketchUp Pro 2020, SketchUp Pro 2022"
4599153#1,Thefactoryschool,Nicaragua,1,03-Jun-26,Aborted (Closed),"SketchUp 2024, SketchUp 2025"
4552851#1,Sreci,Honduras,1,03-Jun-26,Below Threshold,"SketchUp 2025, SketchUp 2026"
4641439#1,Pmodernos,Nicaragua,1,03-Jun-26,Below Threshold,SketchUp Pro 2019
4620682#1,A0422026,Guatemala,1,03-Jun-26,Below Threshold,SketchUp Pro 2022
4621720#1,Renovablesdelcaribe,Dominican Republic,1,03-Jun-26,Below Threshold,SketchUp 2026
4611955#1,Burocr,Costa Rica,1,03-Jun-26,Unqualified,SketchUp Pro 2023
1279764#2,Fujifilm,Guatemala,1,03-Jun-26,Unqualified,SketchUp Pro 2023
4554213#1,Grupoasocsa,Panama,1,03-Jun-26,Below Threshold,SketchUp 2025
4571291#1,Revoquesgt,Guatemala,1,03-Jun-26,Unqualified,SketchUp Pro 2023
3586580#1,Concrenic,Nicaragua,2,03-Jun-26,Below Threshold,"SketchUp 2025, SketchUp Make 2017"
4536853#1,Integralad,Guatemala,1,03-Jun-26,Below Threshold,SketchUp 2025
3398565#1,"Telepathy, Inc.",Honduras,2,02-Jun-26,Below Threshold,"SketchUp Pro 2019, SketchUp Pro 2023"
4601828#1,Primelivingcr,Costa Rica,1,02-Jun-26,Below Threshold,SketchUp Pro 2023
4513953#1,Plasvisaexport,Dominican Republic,1,02-Jun-26,Below Threshold,"SketchUp Pro 2021, SketchUp Pro 2022"
4579434#1,Betania,Panama,1,02-Jun-26,Below Threshold,SketchUp Pro 2021
4581006#1,Grupomulcon,Costa Rica,1,02-Jun-26,Below Threshold,SketchUp 2024
1627519#1,inCloak Network Ltd.,Belize,1,31-May-26,Below Threshold,"SketchUp Pro 2021, SketchUp Pro 2023"
4062366#1,Corozal Pop,Belize,2,08-Jun-25,Aborted (Closed),SketchUp Pro
4523416#1,Midh,Belize,1,07-May-25,Aborted (Closed),SketchUp Pro
