Case ID,Organization Name,Country,No. ofMachines,Last Event,Case Status,Products,Type
4575113#1,Jjhs,Mexico,2,21-Jun-26,Below Threshold,SketchUp 2024,Difference
4653044#1,Imporey,Mexico,1,21-Jun-26,Below Threshold,SketchUp 2025,Difference
4642974#1,Dovelamexico,Mexico,1,21-Jun-26,Below Threshold,SketchUp Pro 2022,Difference
4645891#1,Caracolpurpura,Mexico,1,21-Jun-26,Below Threshold,SketchUp 2024,Difference
4653045#1,Paolalonso,Mexico,1,21-Jun-26,Below Threshold,SketchUp Pro 2022,Difference
4646878#1,33fe1330-Cb62-4795-B5bd-5c708be24148,Mexico,1,21-Jun-26,Aborted (Closed),SketchUp 2026,Difference
4653054#1,Proyectoscolmena,Mexico,1,21-Jun-26,Below Threshold,SketchUp 2025,Difference
4628139#1,Umbralarq,Mexico,2,21-Jun-26,Unqualified,"SketchUp 2026, SketchUp Pro 2023",Difference
4552760#1,Remz,Mexico,1,21-Jun-26,Below Threshold,SketchUp 2024,Difference
4529991#1,Redii,Mexico,1,21-Jun-26,Below Threshold,SketchUp 2025,Difference
4650847#1,Rococo Investment,Dominican Republic,1,19-Jun-26,Below Threshold,SketchUp Pro 2021,Difference
4565949#1,Sovlog,Nicaragua,1,19-Jun-26,Below Threshold,SketchUp 2025,Difference
4649993#1,Banescoseguros,Dominican Republic,1,19-Jun-26,Below Threshold,SketchUp 2025,Difference
4483426#1,Canalesgirbalhn,Honduras,1,19-Jun-26,Below Threshold,SketchUp Pro 2023,Difference
4549544#1,Gamaxconsulting,Nicaragua,1,19-Jun-26,Below Threshold,SketchUp 2025,Difference
4652866#1,Leicocr,Costa Rica,1,19-Jun-26,Below Threshold,SketchUp 2026,Difference
1926894#1,Cosmeticospanama,Honduras,1,18-Jun-26,Below Threshold,"SketchUp 2025, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2022",Difference
4650746#1,Romerosv,El Salvador,1,18-Jun-26,Below Threshold,SketchUp Pro 2022,Difference
4650087#1,Tradeco,Dominican Republic,1,15-Jun-26,Below Threshold,SketchUp 2026,Difference
4651536#1,Flordecana,Nicaragua,1,14-Jun-26,Aborted (Closed),SketchUp Pro 2023,Difference
4651566#1,Smdrafter,Costa Rica,1,14-Jun-26,Below Threshold,SketchUp 2025,Difference
4651405#1,Ingenica,Nicaragua,1,14-Jun-26,Below Threshold,SketchUp 2025,Difference
4557959#1,D724d11d-2523-4a0d-83ff-8ec7a49a7a5a,Panama,1,14-Jun-26,Below Threshold,SketchUp Pro 2020,Difference
4651392#1,Brucobodas,El Salvador,1,13-Jun-26,Below Threshold,SketchUp 2026,Difference
4651218#1,Elyaguala,Honduras,1,12-Jun-26,Below Threshold,SketchUp Pro 2022,Difference
4511293#1,Chernandex265,Guatemala,1,12-Jun-26,Below Threshold,SketchUp Pro 2022,Difference
4651171#1,Garlascontrol,Dominican Republic,1,12-Jun-26,Below Threshold,SketchUp 2026,Difference
4651199#1,Corporativodelsur,Panama,1,12-Jun-26,Below Threshold,SketchUp 2025,Difference
4386290#1,Instagreen,Honduras,2,12-Jun-26,Below Threshold,"SketchUp Pro 2022, SketchUp Pro 2023",Difference
4651008#1,Constructoraasielhn,Honduras,1,12-Jun-26,Below Threshold,SketchUp 2026,Difference
4651007#1,Chepecuete,Guatemala,1,12-Jun-26,Below Threshold,SketchUp 2025,Difference
4424542#1,Sovialsa,Nicaragua,1,11-Jun-26,Below Threshold,SketchUp Pro 2023,Difference
4650749#1,Cfscr,Costa Rica,1,11-Jun-26,Below Threshold,SketchUp 2026,Difference
4392352#1,Asema,Nicaragua,2,10-Jun-26,Below Threshold,"SketchUp Pro 2022, SketchUp Pro 2023",Difference
4650743#1,Beecurlypanama,Panama,1,10-Jun-26,Below Threshold,SketchUp 2025,Difference
4343376#1,Sgassociatesre,Nicaragua,1,09-Jun-26,Below Threshold,SketchUp Pro 2022,Difference
1642908#1,Cermas,Honduras,1,09-Jun-26,Below Threshold,"SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021",Difference
4445264#1,John Head S.A.,Nicaragua,2,08-Jun-26,Below Threshold,"SketchUp 2026, SketchUp Pro 2022",Difference
4650104#1,33071000-0cba-4ba4-860b-11389ec4bf27,Dominican Republic,1,08-Jun-26,Aborted (Closed),SketchUp Pro 2019,Difference
4650120#1,Usanmarcos,Costa Rica,1,08-Jun-26,Aborted (Closed),SketchUp Pro 2022,Difference
4650090#1,Ganalaholdings,Honduras,1,08-Jun-26,Below Threshold,SketchUp 2026,Difference
3859705#1,Frioairei,Nicaragua,1,11-Apr-26,Below Threshold,SketchUp Pro 2020,Difference
4460491#1,Lotinica,Nicaragua,1,09-Apr-26,Below Threshold,SketchUp Pro 2022,Difference
4575336#1,Industrias Oriental,Dominican Republic,1,30-Mar-26,Below Threshold,SketchUp Pro 2020,Difference
4622442#1,Arasociados,Dominican Republic,1,29-Mar-26,Below Threshold,SketchUp 2025,Difference
4578346#1,Hyplast,Dominican Republic,1,27-Mar-26,Below Threshold,SketchUp Pro 2018,Difference
4613650#1,Inventweddings,Dominican Republic,1,26-Mar-26,Below Threshold,SketchUp Pro 2023,Difference
4534100#1,Esvialep,Dominican Republic,1,26-Mar-26,Below Threshold,SketchUp Pro 2022,Difference
4603559#1,Arceavicola,Panama,1,11-Feb-26,Below Threshold,SketchUp Pro,Difference
4549133#1,GRUPO YANG,Panama,1,11-Feb-26,Below Threshold,SketchUp Pro,Difference
4610091#1,Tacto Arquitectos - Estudio de Arquitectura en Panamá,Panama,1,09-Feb-26,Below Threshold,SketchUp Pro 2020,Difference
4602843#1,Panacontrol,Panama,1,08-Feb-26,Below Threshold,SketchUp Pro,Difference
4530579#1,Adiconpanama,Panama,1,07-Feb-26,Below Threshold,SketchUp Pro,Difference
4581869#1,Grupoaitarmin,Honduras,1,06-Feb-26,Below Threshold,SketchUp Pro,Difference
4551655#1,Smoderndesign,Panama,1,04-Feb-26,Below Threshold,SketchUp Pro,Difference
4601827#1,Cargocas,Panama,1,03-Feb-26,Below Threshold,SketchUp Pro,Difference
4601840#1,Garabus,Guatemala,1,03-Feb-26,Below Threshold,SketchUp Pro,Difference
4518556#1,Einsingenieros,Honduras,1,31-Jan-26,Below Threshold,SketchUp Pro,Difference
4600617#1,Vahuskies,Honduras,1,30-Jan-26,Below Threshold,SketchUp Pro,Difference
4574304#1,Gruposanisidro,Guatemala,1,30-Jan-26,Below Threshold,SketchUp Pro,Difference
4570395#1,Altura Construye,Guatemala,1,26-Jan-26,Below Threshold,SketchUp Pro,Difference
4578034#1,Proestsa,Guatemala,2,16-Jan-26,Below Threshold,SketchUp Pro,Difference
4587488#1,Suizoamericano,Guatemala,1,15-Jan-26,Aborted (Closed),SketchUp Pro,Difference
4582078#1,Diensco,Guatemala,2,15-Jan-26,Below Threshold,SketchUp Pro,Difference
4596757#1,Multicredit,Guatemala,1,14-Jan-26,Below Threshold,SketchUp Pro,Difference
4595640#1,Bluenet Bfgt 77,Guatemala,1,10-Jan-26,Aborted (Closed),"SketchUp Make, SketchUp Pro",Difference
4593505#1,Ceinversiones,El Salvador,1,30-Dec-25,Below Threshold,SketchUp Pro,Difference
4535102#1,Abank,El Salvador,1,14-Dec-25,Aborted (Closed),SketchUp Pro,Difference
4495767#1,Cecam,El Salvador,1,11-Dec-25,Aborted (Closed),SketchUp Pro,Difference
4550978#1,Cecfraymartindeporres,El Salvador,1,27-Nov-25,Aborted (Closed),SketchUp Pro,Difference
4586788#1,D1f83b30-Dd36-4836-A52c-A28f70f54b72,El Salvador,1,26-Nov-25,Aborted (Closed),SketchUp Pro,Difference
4582884#1,Cdnlatam,El Salvador,1,24-Nov-25,Aborted (Closed),SketchUp Pro,Difference
4577001#1,Oecsa,El Salvador,1,15-Nov-25,Aborted (Closed),SketchUp Pro,Difference
4530451#1,Proyectosmodulares,El Salvador,1,14-Nov-25,Aborted (Closed),SketchUp Pro,Difference
