Case ID,Organization Name,Country,No. ofMachines,Last Event,Case Status,Products,Type
761025#2,Isfodosu,Dominican Republic,5,28-Jun-26,Aborted (Closed),"SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2023",Outdated
1029436#1,aquapal,Dominican Republic,45,28-Jun-26,Unqualified,"SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
553228#1,Euromobilia,Costa Rica,17,28-Jun-26,Below Threshold,"SketchUp 2024, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
1326904#1,CONADES,Panama,16,28-Jun-26,Below Threshold,"SketchUp 2025, SketchUp 2026, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2023",Outdated
714284#1,Pgr,Dominican Republic,9,27-Jun-26,Below Threshold,"SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
4409986#1,Reynosord,Dominican Republic,42,27-Jun-26,Unqualified,"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
3733198#2,Cbsa,Guatemala,18,27-Jun-26,Unqualified,"SketchUp Make 2017, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022",Outdated
1997262#1,Saint Anthony School,Costa Rica,7,26-Jun-26,Aborted (Closed),"SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021",Outdated
993701#1,Workingslatam,Panama,4,26-Jun-26,Below Threshold,"SketchUp 2025, SketchUp Pro 2016, SketchUp Pro 2019, SketchUp Pro 2023",Outdated
2404903#1,Solucionescentral,Dominican Republic,57,26-Jun-26,Unqualified,"SketchUp 2024, SketchUp 2026, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
359052#1,Multicom,Costa Rica,7,26-Jun-26,Unqualified,"SketchUp Make 2016, SketchUp Pro 2016, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2023",Outdated
590547#2,Colegio San Jose De Los Infantes,Guatemala,8,26-Jun-26,Aborted (Closed),"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022",Outdated
756231#1,Lopez,Guatemala,77,26-Jun-26,Unqualified,"SketchUp 2025, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
999170#1,Fusion Multimedia,Dominican Republic,5,26-Jun-26,Below Threshold,"SketchUp Make 2016, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2020",Outdated
1248803#1,Tech International S.A.,Panama,15,26-Jun-26,Unqualified,"SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2023",Outdated
1896716#1,Liceo Canadiense Sociedad Anonima,Guatemala,5,26-Jun-26,Below Threshold,"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022",Outdated
2377165#1,Uniremhos,Dominican Republic,10,26-Jun-26,Aborted (Closed),"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022",Outdated
3051481#1,Cbva,Panama,9,26-Jun-26,Aborted (Closed),"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
1133750#2,Allied Global,Guatemala,4,26-Jun-26,Below Threshold,"SketchUp 2024, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021",Outdated
549032#1,grupolorena,El Salvador,4,25-Jun-26,Below Threshold,"SketchUp Pro 2016, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2020, SketchUp Pro 2021",Outdated
497630#1,Arquitectura y Decoracion,Costa Rica,8,25-Jun-26,Below Threshold,"SketchUp Make 2016, SketchUp Make 2017, SketchUp Pro 2016, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2021",Outdated
4315230#1,Cfinc,Nicaragua,4,25-Jun-26,Unqualified,"SketchUp Pro 2019, SketchUp Pro 2021",Outdated
4386060#1,Ibik,Guatemala,3,25-Jun-26,Unqualified,SketchUp Pro 2023,Outdated
3126119#1,Institutotecnicodonbosco,Panama,7,25-Jun-26,Aborted (Closed),"SketchUp Pro 2017, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
1764557#1,Viralagencia,Panama,3,25-Jun-26,Below Threshold,"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020",Outdated
3865530#1,Etspma,Panama,3,25-Jun-26,Below Threshold,"SketchUp 2024, SketchUp Make 2017, SketchUp Pro 2022",Outdated
2475157#1,Adenuniversity,Panama,3,25-Jun-26,Aborted (Closed),"SketchUp Pro 2018, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
1325993#1,Urbanizadora,Costa Rica,10,24-Jun-26,Below Threshold,"SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021",Outdated
4317648#1,Saas,Guatemala,5,24-Jun-26,Unqualified,SketchUp Pro 2021,Outdated
311291#1,Métodos y Medidas S.A.,Guatemala,4,24-Jun-26,Unqualified,"SketchUp Pro 2016, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2023",Outdated
2404983#1,Bc Consulting,Guatemala,7,24-Jun-26,Unqualified,"SketchUp Pro 2018, SketchUp Pro 2020, SketchUp Pro 2023",Outdated
1549432#1,Constructora y Consultora Optimisa,Costa Rica,4,28-May-26,Below Threshold,"SketchUp Make 2017, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2023",Outdated
349400#1,Bticino Costa Rica S.A.,Costa Rica,14,26-May-26,Below Threshold,"SketchUp 2024, SketchUp 2026, SketchUp Make 2016, SketchUp Make 2017, SketchUp Pro 2016, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
1761136#1,Nosaraconstruction,Costa Rica,3,26-May-26,Below Threshold,"SketchUp 2024, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021",Outdated
1906869#1,Roma Prince S.A - Pastas Roma,Costa Rica,3,26-May-26,Below Threshold,"SketchUp 2024, SketchUp Pro 2019, SketchUp Pro 2023",Outdated
1659942#1,Swdeca,El Salvador,25,18-May-26,Below Threshold,"SketchUp Make 2016, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2021, SketchUp Pro 2022",Outdated
4078639#1,La Ipotecaria S.A. De C.V.,El Salvador,6,18-May-26,Unqualified,"SketchUp Pro 2017, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
4213815#1,Inversionesfuturo,El Salvador,3,14-May-26,Below Threshold,"SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
4136181#1,Gt,El Salvador,9,13-May-26,Below Threshold,"SketchUp 2025, SketchUp 2026, SketchUp Make 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021",Outdated
613192#1,Amzfurniture,El Salvador,8,11-May-26,Below Threshold,"SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021",Outdated
894643#1,Cadena Cinematografica Salvadorena Sociedad Anonima De Capital Variable,El Salvador,10,07-May-26,Below Threshold,"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
4296663#1,Distribuidora De Lubricantes Y Combustibles S.A. De C.V.,El Salvador,3,07-May-26,Below Threshold,"SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2023",Outdated
4381030#1,Prestamas,El Salvador,7,30-Apr-26,Unqualified,"SketchUp Make 2017, SketchUp Pro 2019, SketchUp Pro 2021",Outdated
1006742#1,Full,Nicaragua,4,23-Apr-26,Below Threshold,"SketchUp 2024, SketchUp Pro 2018, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2023",Outdated
4333257#1,Al Forno Sa De Cv,El Salvador,4,23-Apr-26,Below Threshold,"SketchUp Pro 2018, SketchUp Pro 2020, SketchUp Pro 2021",Outdated
618435#1,Roberto Jose Torrez Vega,Nicaragua,10,18-Apr-26,Unqualified,"SketchUp Pro 2016, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
1107428#1,Analytics,Nicaragua,5,16-Apr-26,Below Threshold,"SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2023",Outdated
1359513#1,Tienda,Nicaragua,3,13-Apr-26,Below Threshold,"SketchUp Pro 2018, SketchUp Pro 2020, SketchUp Pro 2022",Outdated
804084#1,Grupo Coen,Nicaragua,6,08-Apr-26,Below Threshold,"SketchUp Pro 2016, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
2149983#2,Croxtv,Nicaragua,9,18-Mar-26,Below Threshold,"SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2021",Outdated
1795989#1,Ingenio CASUR,Nicaragua,4,13-Mar-26,Below Threshold,"SketchUp Make 2017, SketchUp Pro 2018, SketchUp Pro 2021",Outdated
481696#1,Grupo Q,Nicaragua,10,02-Mar-26,Below Threshold,"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
3533911#1,MyReVe,Nicaragua,6,01-Mar-26,Below Threshold,"SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021",Outdated
1249117#1,Corporacion Dana,Honduras,6,07-May-25,Aborted (Closed),SketchUp Pro,Outdated
1676987#1,Kattangroup,Honduras,7,23-Apr-25,Aborted (Closed),SketchUp Pro,Outdated
2289672#1,Mabe Honduras S.A. De C.V.,Honduras,6,02-Apr-25,Aborted (Closed),SketchUp Pro,Outdated
895122#1,Cooperativa Fe Y Esperanza,Honduras,4,25-Mar-25,Aborted (Closed),"SketchUp Make, SketchUp Pro",Outdated
4403306#1,Tecnisoft,Honduras,5,19-Mar-25,Aborted (Closed),SketchUp Pro,Outdated
1757988#1,Norte Occidente Bloque 4 Sercom,Honduras,4,16-Mar-25,Aborted (Closed),SketchUp Pro,Outdated
2375757#1,Cofragol,Honduras,3,26-Feb-25,Aborted (Closed),"SketchUp Make, SketchUp Pro",Outdated
733410#1,Grupo Alza,Honduras,17,03-Feb-25,Aborted (Closed),"SketchUp Make, SketchUp Pro",Outdated
