Case ID,Organization Name,Country,No. ofMachines,Last Event,Case Status,Products,Type
4656828#1,Fourservice,Chile,1,07-Jul-26,Below Threshold,SketchUp Pro 2023,Difference
4631100#1,Istinternacional,Colombia,1,07-Jul-26,Below Threshold,"SketchUp 2025, SketchUp Pro 2021",Difference
4572361#1,Horacioperry,Colombia,1,07-Jul-26,Unqualified,SketchUp Pro 2022,Difference
4656834#1,Cascatech,Peru,1,07-Jul-26,Below Threshold,SketchUp 2026,Difference
4652502#1,Espacio & Forma Arquitectura,Ecuador,2,07-Jul-26,Below Threshold,SketchUp Pro 2021,Difference
4578497#1,YouTube,Argentina,2,07-Jul-26,Below Threshold,"SketchUp 2025, SketchUp Pro 2021, SketchUp Pro 2023",Difference
4489165#1,Verde,Peru,1,07-Jul-26,Below Threshold,"SketchUp Pro 2022, SketchUp Pro 2023",Difference
4550110#1,Yerbabuenacartagena,Colombia,1,07-Jul-26,Below Threshold,SketchUp Pro 2022,Difference
4656835#1,Divyanegru,Argentina,1,07-Jul-26,Below Threshold,SketchUp Pro 2022,Difference
4473337#1,Alternativagraficadigital,Peru,1,07-Jul-26,Below Threshold,"SketchUp 2024, SketchUp 2025, SketchUp 2026, SketchUp Pro 2023",Difference
4497458#1,Seguros La Fenix Peruana,Peru,1,07-Jul-26,Below Threshold,SketchUp Pro 2019,Difference
4489427#1,Lombardi,Peru,1,07-Jul-26,Below Threshold,SketchUp Pro 2023,Difference
4576287#1,Cajasyregalos,Argentina,1,07-Jul-26,Below Threshold,SketchUp Pro 2023,Difference
4589210#1,Birri,Argentina,1,06-Jul-26,Below Threshold,SketchUp 2025,Difference
4656761#1,Vprosoluciones,Colombia,1,06-Jul-26,Below Threshold,SketchUp Pro 2023,Difference
4650113#1,Gmsintegra,Chile,1,06-Jul-26,Below Threshold,SketchUp 2026,Difference
4656550#1,Cftmaule,Chile,1,06-Jul-26,Below Threshold,SketchUp Pro 2022,Difference
4656655#1,Ramonfreireromeral,Chile,1,06-Jul-26,Below Threshold,SketchUp 2024,Difference
4656771#1,Unicomec,Ecuador,1,06-Jul-26,Below Threshold,SketchUp 2025,Difference
4574181#1,Memez,Paraguay,2,06-Jul-26,Below Threshold,"SketchUp 2025, SketchUp Pro 2023",Difference
4628655#1,Vll,Uruguay,1,06-Jul-26,Below Threshold,"SketchUp Pro 2017, SketchUp Pro 2018",Difference
4556921#1,Modilimitado,Ecuador,2,06-Jul-26,Aborted (Closed),SketchUp Pro 2023,Difference
4483182#1,Pdtatl,Uruguay,2,06-Jul-26,Below Threshold,SketchUp Pro 2023,Difference
4607605#1,FORSEMAX CIA LTDA,Ecuador,1,06-Jul-26,Below Threshold,SketchUp 2024,Difference
4573687#1,Barrioitalia,Argentina,1,06-Jul-26,Below Threshold,SketchUp Pro 2022,Difference
4547122#1,Lolly,Colombia,1,06-Jul-26,Below Threshold,SketchUp Pro 2022,Difference
4654814#1,Lauvi,Argentina,1,06-Jul-26,Below Threshold,SketchUp 2025,Difference
4576414#1,Fuerzajusticialistamendoza,Argentina,1,06-Jul-26,Below Threshold,SketchUp Pro 2022,Difference
4644979#1,Thames &.amp; Kosmos,Argentina,1,06-Jul-26,Below Threshold,SketchUp Pro 2023,Difference
4652403#1,Fundacionsophia,Uruguay,1,06-Jul-26,Aborted (Closed),SketchUp Pro 2023,Difference
4550489#1,Granzotto,Argentina,1,06-Jul-26,Below Threshold,SketchUp 2025,Difference
4543754#1,TyE Corporation,Argentina,1,06-Jul-26,Below Threshold,SketchUp 2025,Difference
4656806#1,F60ae6cd-7cd6-4c72-8f5e-Fee107c1a9fa,Uruguay,1,06-Jul-26,Aborted (Closed),SketchUp 2026,Difference
4549380#1,Surcomusica,Chile,1,06-Jul-26,Below Threshold,"SketchUp Pro 2020, SketchUp Pro 2023",Difference
4583182#1,Koichi,Bolivia,1,05-Jul-26,Below Threshold,SketchUp Pro 2023,Difference
4656519#1,Lenceria,Uruguay,1,05-Jul-26,Below Threshold,SketchUp Pro 2022,Difference
4641792#1,AEK Larnaca FC,Ecuador,1,05-Jul-26,Below Threshold,SketchUp Pro 2023,Difference
4527308#1,Modular,Bolivia,1,05-Jul-26,Below Threshold,SketchUp Pro 2023,Difference
4655707#1,Epab,Bolivia,1,01-Jul-26,Aborted (Closed),SketchUp Pro 2022,Difference
4655698#1,Arghavan,Bolivia,1,01-Jul-26,Below Threshold,SketchUp Pro 2023,Difference
4652971#1,Donnelmotors,Bolivia,1,01-Jul-26,Below Threshold,"SketchUp 2026, SketchUp Pro 2023",Difference
4595920#1,Oym,Paraguay,1,14-Jun-26,Below Threshold,SketchUp Pro 2023,Difference
4651550#1,Chg,Paraguay,1,14-Jun-26,Below Threshold,SketchUp 2026,Difference
4650945#1,Sofia,Paraguay,1,11-Jun-26,Below Threshold,SketchUp Pro 2023,Difference
4602430#1,Ihgu,Paraguay,1,11-Jun-26,Below Threshold,SketchUp Pro 2023,Difference
