Case ID,Organization Name,Country,No. ofMachines,Last Event,Case Status,Products
489666#1,FARO Technologies Inc,Mexico,42,24-May-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp 2026, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2019, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
283895#20,Universidad Michoacana de San Nicolás de Hidalgo,Mexico,"2,998",24-May-26,Aborted (Closed),"SketchUp 2024, SketchUp 2025, SketchUp 2026, SketchUp Make 2016, SketchUp Make 2017, SketchUp Pro 2016, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
1465968#2,TECNASA,Panama,8,24-May-26,Below Threshold,"SketchUp Make 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2023"
2322140#1,Universidad Veracruzana,Mexico,"3,493",24-May-26,Aborted (Closed),"SketchUp 2024, SketchUp 2025, SketchUp 2026, SketchUp Make 2016, SketchUp Make 2017, SketchUp Pro 2016, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
4632987#1,Benemérita Universidad Autónoma de Puebla | Complejo Regional Mixteca (Atlixco),Mexico,"1,760",24-May-26,Aborted (Closed),"SketchUp 2024, SketchUp 2025, SketchUp 2026, SketchUp Make 2017, SketchUp Pro 2016, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
4613668#1,Tfccorp,Mexico,1,24-May-26,Below Threshold,"SketchUp Pro 2019, SketchUp Pro 2023"
450164#1,Unah,Honduras,"1,197",23-May-26,Aborted (Closed),"SketchUp 2024, SketchUp 2025, SketchUp 2026, SketchUp Make 2017, SketchUp Pro 2016, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
2411762#2,Dguerreroings,Nicaragua,2,23-May-26,Aborted (Closed),"SketchUp 2026, SketchUp Pro 2021"
4547341#1,Instituto Costarricense De Electricidad Y Telecom.,Costa Rica,"1,468",23-May-26,Aborted (Closed),"SketchUp 2024, SketchUp 2025, SketchUp 2026, SketchUp Make 2016, SketchUp Make 2017, SketchUp Pro 2016, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
4567751#1,Twrz2,Nicaragua,1,23-May-26,Below Threshold,"SketchUp Pro 2020, SketchUp Pro 2022"
313274#1,Universidad Tecnologica Centroamericana,Honduras,"1,532",23-May-26,Aborted (Closed),"SketchUp 2024, SketchUp 2025, SketchUp 2026, SketchUp Make 2016, SketchUp Make 2017, SketchUp Pro 2016, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
3255876#1,Ebuild,Guatemala,635,23-May-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp 2026, SketchUp Make 2017, SketchUp Pro 2016, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
450473#1,Usap,Honduras,145,23-May-26,Aborted (Closed),"SketchUp 2024, SketchUp 2026, SketchUp Make 2016, SketchUp Make 2017, SketchUp Pro 2016, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
4614467#1,Scecreativa,El Salvador,1,23-May-26,Unqualified,SketchUp Pro 2022
957186#1,Umh,Honduras,67,23-May-26,Aborted (Closed),"SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
1108336#1,Colegioguadalupanosv,El Salvador,23,23-May-26,Aborted (Closed),"SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
4551101#1,Directenglish,Nicaragua,1,23-May-26,Below Threshold,SketchUp Pro 2023
721531#1,Cedac,Honduras,37,23-May-26,Aborted (Closed),"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
1064326#1,Uamv,Nicaragua,256,23-May-26,Aborted (Closed),"SketchUp 2024, SketchUp 2025, SketchUp 2026, SketchUp Make 2016, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
4622009#1,Arquetipohn,Honduras,1,23-May-26,Below Threshold,SketchUp Pro 2022
1061406#1,Fruvetsa S.A. De C.V.,Honduras,4,23-May-26,Unqualified,"SketchUp Pro 2018, SketchUp Pro 2021"
724531#2,Uca,Nicaragua,"2,979",23-May-26,Aborted (Closed),"SketchUp 2024, SketchUp 2025, SketchUp 2026, SketchUp Make 2016, SketchUp Make 2017, SketchUp Pro 2016, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
1131852#1,Escobar and Company,Dominican Republic,3,22-May-26,Below Threshold,"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2023"
1748377#2,Lotería Nacional RD,Dominican Republic,2,22-May-26,Below Threshold,"SketchUp 2025, SketchUp Make 2017"
4638337#1,General Viejo Professional Technical School,Costa Rica,3,22-May-26,Aborted (Closed),SketchUp Pro 2022
4570574#1,Jotaarquitectura,Guatemala,1,22-May-26,Unqualified,SketchUp Pro 2023
1087778#1,Instituto Vocacional Hdez,El Salvador,79,22-May-26,Aborted (Closed),"SketchUp 2026, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
589312#1,Olofpalme,Nicaragua,7,22-May-26,Unqualified,"SketchUp 2025, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2021"
567237#1,"Deco Plastic, S. A.",Panama,3,22-May-26,Below Threshold,"SketchUp 2025, SketchUp Make 2017, SketchUp Pro 2020"
4573495#1,Pieragregis,Dominican Republic,2,22-May-26,Unqualified,"SketchUp 2025, SketchUp Pro 2023"
4529496#1,Tendenzza Acabados,Costa Rica,1,22-May-26,Unqualified,SketchUp 2024
4582069#1,Creaimpresiones,Guatemala,1,22-May-26,Below Threshold,SketchUp 2024
4646235#1,Mtcubico,Panama,1,22-May-26,Below Threshold,SketchUp Pro 2023
4546810#1,Monipetras,El Salvador,1,22-May-26,Below Threshold,SketchUp 2024
4602232#1,Nar Design Studio,Nicaragua,1,22-May-26,Below Threshold,SketchUp 2025
352195#1,Universidad Jose Cecilio Del Valle,Honduras,847,22-May-26,Aborted (Closed),"SketchUp 2024, SketchUp 2025, SketchUp 2026, SketchUp Make 2016, SketchUp Make 2017, SketchUp Pro 2016, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
3272577#1,Franciscanschool,Honduras,2,22-May-26,Aborted (Closed),"SketchUp Pro 2020, SketchUp Pro 2022"
4567217#1,Bremen,Panama,1,22-May-26,Below Threshold,SketchUp Pro 2023
1070494#1,Upoli,Nicaragua,107,22-May-26,Aborted (Closed),"SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022"
4569264#1,Pasosalexito,Nicaragua,1,22-May-26,Unqualified,"SketchUp Pro 2021, SketchUp Pro 2022"
4534038#1,Pigmentocreativo,Guatemala,1,22-May-26,Unqualified,"SketchUp 2025, SketchUp Pro 2021"
1795606#1,Caxpanama,Panama,3,22-May-26,Below Threshold,"SketchUp Pro 2017, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2023"
4601513#1,Amarquitectoscr,Costa Rica,1,22-May-26,Below Threshold,SketchUp 2026
4610318#1,2026notificacionesdavivienda,El Salvador,2,22-May-26,Below Threshold,SketchUp 2025
189557#2,Foil-Inatec,Nicaragua,58,22-May-26,Aborted (Closed),"SketchUp 2024, SketchUp 2025, SketchUp 2026, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
4545684#1,Mariang,Dominican Republic,1,21-May-26,Below Threshold,SketchUp Pro 2022
1036506#1,Constructora Pedralbes,Dominican Republic,4,21-May-26,Below Threshold,"SketchUp 2025, SketchUp Pro 2017, SketchUp Pro 2019"
2063766#1,Integra Arquitectos,Costa Rica,2,21-May-26,Below Threshold,"SketchUp Pro 2018, SketchUp Pro 2022"
4599757#1,Walltech,Guatemala,1,21-May-26,Below Threshold,SketchUp Pro 2022
4605887#1,Michael Page Centroamérica,Panama,1,21-May-26,Below Threshold,SketchUp Pro 2023
4547363#1,Tadudesingstudio,Dominican Republic,1,21-May-26,Unqualified,"SketchUp Pro 2021, SketchUp Pro 2023"
4607344#1,Metalpan,Panama,1,21-May-26,Below Threshold,SketchUp 2026
4535501#1,Ysintern,Panama,1,21-May-26,Below Threshold,SketchUp 2025
4538148#1,Delasminas,Guatemala,1,21-May-26,Below Threshold,SketchUp 2025
4601664#1,Centrohistorico,El Salvador,1,21-May-26,Below Threshold,SketchUp Pro 2022
4608071#1,FLYNET,El Salvador,10,21-May-26,Unqualified,"SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022"
4632899#1,Estruconsa,El Salvador,1,21-May-26,Below Threshold,SketchUp 2025
1175453#1,Xiomara Armijo,Panama,2,20-May-26,Below Threshold,"SketchUp 2026, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2021"
2228586#1,Acciona,El Salvador,8,20-May-26,Below Threshold,"SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2022"
4600830#1,Apartamentosrd,Dominican Republic,1,20-May-26,Below Threshold,SketchUp Pro 2023
1279764#2,Fujifilm,Guatemala,1,20-May-26,Unqualified,SketchUp Pro 2023
4570421#1,Lera,Costa Rica,1,20-May-26,Unqualified,SketchUp Pro 2023
4536103#1,Termovoltcr,Costa Rica,1,20-May-26,Below Threshold,SketchUp Pro 2023
4579597#1,Figurati,Guatemala,1,20-May-26,Unqualified,SketchUp Pro 2022
1104463#1,Inversionistasencostarica,Costa Rica,1,20-May-26,Aborted (Closed),SketchUp Make 2017
4631039#1,MecanoCNC,Guatemala,1,20-May-26,Below Threshold,SketchUp Pro 2022
3900448#1,Metalicaimperio,Costa Rica,2,20-May-26,Below Threshold,"SketchUp 2025, SketchUp Pro 2021"
3581452#1,Gruporizek,Dominican Republic,2,20-May-26,Below Threshold,SketchUp Pro 2021
918504#2,Spartangeek,Guatemala,1,20-May-26,Unqualified,SketchUp 2024
4554009#1,Jeri,Panama,1,19-May-26,Below Threshold,"SketchUp Pro 2021, SketchUp Pro 2023"
4639180#1,Lamarcr,Costa Rica,1,19-May-26,Below Threshold,SketchUp 2024
4645632#1,Holyredeemerschool,Belize,1,19-May-26,Aborted (Closed),SketchUp Pro 2023
4601828#1,Primelivingcr,Costa Rica,1,19-May-26,Below Threshold,SketchUp Pro 2023
4588751#1,Carpentercord,Dominican Republic,1,19-May-26,Unqualified,SketchUp Pro 2023
4517687#1,Decovalird,Dominican Republic,1,19-May-26,Below Threshold,SketchUp Pro 2022
1027831#1,Ortizyanderson,Costa Rica,3,18-May-26,Below Threshold,"SketchUp 2025, SketchUp Pro 2017, SketchUp Pro 2018"
4567346#1,Rivalcr,Costa Rica,1,18-May-26,Below Threshold,SketchUp 2025
1072963#1,Summa Consultores,Costa Rica,3,18-May-26,Below Threshold,"SketchUp 2024, SketchUp 2025, SketchUp Pro 2017"
4535822#1,Visbeen Architects,Costa Rica,1,18-May-26,Unqualified,SketchUp 2025
3510608#1,Thl,Belize,2,18-May-26,Aborted (Closed),SketchUp Pro 2021
4461803#1,Xllie,Belize,1,18-May-26,Below Threshold,SketchUp Pro 2023
4621555#1,Arguellesarchitects,Belize,1,10-May-26,Below Threshold,SketchUp 2025
4599190#1,The Key Guys Pty Ltd,Belize,1,5-May-26,Below Threshold,SketchUp Pro 2023
4329205#1,FT Williams and Associates,Belize,3,27-Apr-26,Below Threshold,"SketchUp Pro 2020, SketchUp Pro 2022"
687917#2,Dsl Block,Belize,5,15-Apr-26,Aborted (Closed),"SketchUp Make 2017, SketchUp Pro 2020, SketchUp Pro 2023"
4626520#1,Cjc,Belize,1,2-Apr-26,Aborted (Closed),SketchUp 2025
4436476#1,Belize Adventist Junior College,Belize,1,31-Mar-26,Aborted (Closed),"SketchUp Pro 2021, SketchUp Pro 2022"
4517472#1,Autocad,Belize,4,24-Feb-26,Below Threshold,"SketchUp Pro 2017, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022"
