Case ID,Organization Name,Country,No. ofMachines,Last Event,Case Status,Products,Type
923868#1,Xngmalxpa,Mexico,5,14-Jul-26,Unqualified,"SketchUp 2025, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022",Outdated
3879106#1,Gruposyv,Colombia,3,13-Jul-26,Unqualified,"SketchUp 2025, SketchUp Pro 2020, SketchUp Pro 2021",Outdated
4582919#1,Nocperu,Bolivia,26,13-Jul-26,Unqualified,"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
4386167#1,Itdstarija,Bolivia,5,13-Jul-26,Aborted (Closed),"SketchUp Pro 2018, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
2133232#1,Redico SpA,Chile,3,13-Jul-26,Below Threshold,"SketchUp 2026, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020",Outdated
4344297#1,Viz,Ecuador,19,13-Jul-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
523691#1,Pancanal,Panama,35,13-Jul-26,Aborted (Closed),"SketchUp Make 2016, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
1131852#1,Escobar and Company,Dominican Republic,3,13-Jul-26,Below Threshold,"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2023",Outdated
4163921#1,D Digital Llc,Peru,39,13-Jul-26,Unqualified,"SketchUp 2024, SketchUp 2026, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
4297795#1,Club Bahia Escondida,Dominican Republic,7,13-Jul-26,Unqualified,"SketchUp Pro 2017, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022",Outdated
4394761#1,Fast3drenders,Dominican Republic,4,13-Jul-26,Unqualified,"SketchUp 2024, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
1974146#1,Emiliano Saint Paul,Paraguay,3,13-Jul-26,Unqualified,"SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2023",Outdated
709906#1,Microgeo S.A,Chile,17,13-Jul-26,Below Threshold,"SketchUp Make 2017, SketchUp Pro 2016, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2023",Outdated
1143329#1,Cedhu,Colombia,19,13-Jul-26,Aborted (Closed),"SketchUp Make 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
1982923#1,Mymtravel,Ecuador,3,13-Jul-26,Unqualified,"SketchUp Make 2017, SketchUp Pro 2018, SketchUp Pro 2020, SketchUp Pro 2022",Outdated
1872664#1,Sus24,Paraguay,32,13-Jul-26,Unqualified,"SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
1058450#4,Decamana,Ecuador,8,13-Jul-26,Unqualified,"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021",Outdated
2143554#1,Scoreek,Panama,8,13-Jul-26,Unqualified,"SketchUp 2025, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022",Outdated
4427839#1,Elhendri,Chile,6,13-Jul-26,Below Threshold,"SketchUp 2024, SketchUp 2025, SketchUp 2026, SketchUp Pro 2023",Outdated
4253107#1,Munipoco,Costa Rica,3,13-Jul-26,Below Threshold,SketchUp Pro 2021,Outdated
372994#1,Yamana,Chile,38,13-Jul-26,Unqualified,"SketchUp 2026, SketchUp Make 2016, SketchUp Make 2017, SketchUp Pro 2016, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
4364085#1,Rree,Peru,6,13-Jul-26,Unqualified,"SketchUp Pro 2022, SketchUp Pro 2023",Outdated
2162281#1,Senafront Panamá,Panama,4,12-Jul-26,Below Threshold,"SketchUp Pro 2019, SketchUp Pro 2023",Outdated
1760757#1,Electropuertas-Cortinas metálicas y Portones electricos,Guatemala,3,12-Jul-26,Below Threshold,"SketchUp Pro 2017, SketchUp Pro 2021, SketchUp Pro 2023",Outdated
1674980#1,MECDigital - Ministerio de Educación y Ciencias - Paraguay,Paraguay,13,12-Jul-26,Aborted (Closed),"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
2220204#1,Jorge Rosero,Ecuador,10,12-Jul-26,Unqualified,"SketchUp 2024, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2023",Outdated
3401392#1,Fw025,Bolivia,21,12-Jul-26,Below Threshold,"SketchUp 2025, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022",Outdated
1628973#1,Samsara Depilación Facial Hindú,Costa Rica,3,12-Jul-26,Below Threshold,"SketchUp Pro 2017, SketchUp Pro 2019, SketchUp Pro 2021",Outdated
662080#1,Montecarlotv,Uruguay,3,12-Jul-26,Aborted (Closed),"SketchUp 2024, SketchUp Pro 2017, SketchUp Pro 2020",Outdated
925034#1,Ministerio de Ambiente de Panamá,Panama,5,12-Jul-26,Below Threshold,"SketchUp Make 2017, SketchUp Pro 2018, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2023",Outdated
3456643#1,Cienciassociales,Uruguay,5,12-Jul-26,Aborted (Closed),"SketchUp Pro 2017, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
4404024#1,Onmicrosoft2019,Bolivia,34,12-Jul-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp 2026, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
1145436#1,Continentalamericano,Guatemala,5,11-Jul-26,Aborted (Closed),"SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2021, SketchUp Pro 2022",Outdated
1039015#1,Bellucci Guitars,Paraguay,7,11-Jul-26,Unqualified,"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022",Outdated
1645444#1,TOTALTRACK,Guatemala,3,10-Jul-26,Aborted (Closed),"SketchUp Pro 2017, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022",Outdated
2441081#1,Totalconstrucciones2020,Guatemala,5,10-Jul-26,Below Threshold,"SketchUp 2026, SketchUp Pro 2018, SketchUp Pro 2020, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
4251880#1,Wartsila Dominicana,Dominican Republic,3,10-Jul-26,Below Threshold,"SketchUp Pro 2021, SketchUp Pro 2023",Outdated
2323676#1,Enersys Solar,El Salvador,9,10-Jul-26,Unqualified,"SketchUp 2025, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2019, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
1208130#1,LUMAR,Uruguay,3,09-Jul-26,Below Threshold,"SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022",Outdated
452244#1,Paolo Baldi (pb248-adnic),Uruguay,8,08-Jul-26,Unqualified,"SketchUp Make 2017, SketchUp Pro 2016, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2021",Outdated
1797834#1,Tcs246,El Salvador,4,08-Jul-26,Below Threshold,"SketchUp 2025, SketchUp Pro 2019, SketchUp Pro 2023",Outdated
2311392#1,Dos,Costa Rica,4,07-Jul-26,Below Threshold,"SketchUp 2026, SketchUp Pro 2017, SketchUp Pro 2020, SketchUp Pro 2023",Outdated
746037#2,Vadaesv,El Salvador,3,07-Jul-26,Below Threshold,"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2020, SketchUp Pro 2021",Outdated
1140045#1,Publimovil S.A De C.V.,El Salvador,30,07-Jul-26,Unqualified,"SketchUp Pro 2017, SketchUp Pro 2019, SketchUp Pro 2020",Outdated
189548#2,Rtc Termoformas S.A.,Costa Rica,31,27-Apr-26,Unqualified,"SketchUp 2024, SketchUp Make 2016, SketchUp Make 2017, SketchUp Pro 2016, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
1987470#1,Impresionamenic,Nicaragua,5,05-Sep-25,Aborted (Closed),SketchUp Pro,Outdated
519688#1,ING. RAFAEL MEDINA,Nicaragua,31,01-Sep-25,Aborted (Closed),"SketchUp Make, SketchUp Pro",Outdated
3923113#1,Graccs,Nicaragua,3,25-Jul-25,Aborted (Closed),SketchUp Pro,Outdated
1791339#1,Pdelaire,Nicaragua,4,20-Jul-25,Aborted (Closed),SketchUp Pro,Outdated
552147#1,Compania Avicola de Centro America CADECA,Honduras,5,24-May-25,Aborted (Closed),"SketchUp Make, SketchUp Pro",Outdated
