Case ID,Organization Name,Country,No. ofMachines,Last Event,Case Status,Products,Type
2279030#1,Instituto Metropolitano De Planificación,Peru,3,07-Jun-26,Aborted (Closed),"SketchUp 2024, SketchUp Pro 2018, SketchUp Pro 2019",Difference
4579868#1,Zitmarn,Peru,1,07-Jun-26,Unqualified,SketchUp Pro 2022,Difference
4649660#1,Zunigaconstructores,Peru,1,07-Jun-26,Below Threshold,SketchUp Pro 2023,Difference
4649665#1,Electroantusrl,Argentina,1,07-Jun-26,Below Threshold,SketchUp Pro 2023,Difference
4641680#1,Gyacontratistas,Peru,1,07-Jun-26,Below Threshold,SketchUp Pro 2022,Difference
4641993#1,2050w2x,Argentina,1,07-Jun-26,Below Threshold,SketchUp Pro 2023,Difference
4643091#1,Mitadesignstudio,Argentina,1,07-Jun-26,Below Threshold,SketchUp 2026,Difference
4647884#1,Qhsimb,Argentina,1,07-Jun-26,Aborted (Closed),SketchUp Pro 2023,Difference
4488473#1,Proarcperu,Peru,3,07-Jun-26,Unqualified,"SketchUp 2025, SketchUp 2026, SketchUp Pro 2020, SketchUp Pro 2023",Difference
3902233#1,Iepsanluisilo,Peru,4,07-Jun-26,Aborted (Closed),"SketchUp 2025, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2023",Difference
4574505#1,Cjmw,Mexico,1,07-Jun-26,Below Threshold,SketchUp 2025,Difference
4642334#1,Giganet- Sociedad Simple,Argentina,2,07-Jun-26,Below Threshold,SketchUp Pro 2017,Difference
4641998#1,Ipet266,Argentina,1,07-Jun-26,Aborted (Closed),"SketchUp Pro 2019, SketchUp Pro 2023",Difference
4544114#1,004velonet,Argentina,2,07-Jun-26,Unqualified,"SketchUp Pro 2017, SketchUp Pro 2020, SketchUp Pro 2021",Difference
4547261#1,Calmabisarg,Argentina,1,07-Jun-26,Below Threshold,SketchUp 2024,Difference
4575644#1,Sempraglobal,Mexico,1,07-Jun-26,Below Threshold,SketchUp 2025,Difference
4555505#1,Cd12bd9c-Ffd0-413a-93d6-Eaf6f5be3814,Argentina,1,07-Jun-26,Below Threshold,"SketchUp Pro 2020, SketchUp Pro 2021",Difference
4649601#1,Hecorg,Mexico,1,07-Jun-26,Below Threshold,SketchUp Pro 2022,Difference
4547493#1,Jhjarquitectos,Mexico,1,07-Jun-26,Below Threshold,SketchUp 2025,Difference
4649721#1,Mtaagesic,Uruguay,1,07-Jun-26,Below Threshold,SketchUp Pro 2023,Difference
4533633#1,Basement,Argentina,1,07-Jun-26,Below Threshold,"SketchUp Pro 2021, SketchUp Pro 2023",Difference
4598403#1,Cenestur,Ecuador,1,07-Jun-26,Aborted (Closed),SketchUp 2025,Difference
3412228#1,Poussin,Peru,10,07-Jun-26,Aborted (Closed),"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Difference
4594242#1,O27col,Colombia,1,07-Jun-26,Below Threshold,SketchUp 2025,Difference
4573198#1,27622de1-F663-4bb8-B7b5-167a8cf1007d,Mexico,1,07-Jun-26,Aborted (Closed),"SketchUp 2024, SketchUp Pro 2022",Difference
4649606#1,Santo,Peru,1,07-Jun-26,Below Threshold,SketchUp Pro 2023,Difference
4649637#1,Rockplay,Mexico,1,07-Jun-26,Below Threshold,"SketchUp 2025, SketchUp Pro 2020, SketchUp Pro 2021",Difference
4591863#1,Vesinm S.A,Argentina,1,07-Jun-26,Unqualified,SketchUp Pro 2022,Difference
4587480#1,Disenoforjado,Mexico,1,07-Jun-26,Below Threshold,SketchUp 2025,Difference
4511062#1,ICPNA Cusco,Peru,11,07-Jun-26,Below Threshold,"SketchUp 2025, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Difference
4468362#1,Limaurbanstays,Peru,1,07-Jun-26,Below Threshold,SketchUp Pro 2023,Difference
4646151#1,Grafologiaemerson,Argentina,1,07-Jun-26,Below Threshold,SketchUp Pro 2023,Difference
4626598#1,Malco Interiorismo,Mexico,1,07-Jun-26,Unqualified,"SketchUp 2025, SketchUp 2026, SketchUp Pro 2021",Difference
4591188#1,Tressen,Argentina,2,07-Jun-26,Below Threshold,"SketchUp 2025, SketchUp Pro 2023",Difference
4549155#1,Mariatti,Argentina,1,07-Jun-26,Below Threshold,SketchUp Pro 2022,Difference
4649761#1,Scplcr,Argentina,1,07-Jun-26,Below Threshold,SketchUp Pro 2023,Difference
4601757#1,Centrodeelearning,Argentina,1,07-Jun-26,Below Threshold,SketchUp Pro 2022,Difference
4637293#1,Pragmacero,Mexico,1,07-Jun-26,Below Threshold,SketchUp 2024,Difference
3634234#2,Sanpiox,Peru,7,07-Jun-26,Aborted (Closed),"SketchUp Pro 2017, SketchUp Pro 2019, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Difference
4565007#1,Palyga,Paraguay,2,07-Jun-26,Unqualified,"SketchUp 2024, SketchUp Pro 2023",Difference
4528645#1,Sigen,Argentina,1,07-Jun-26,Unqualified,SketchUp Pro 2023,Difference
4627204#1,Julibernal,Argentina,1,07-Jun-26,Below Threshold,SketchUp Pro 2023,Difference
4568627#1,Inmuebleslafortaleza,Mexico,1,07-Jun-26,Unqualified,"SketchUp 2025, SketchUp Pro 2019, SketchUp Pro 2023",Difference
4649759#1,Twcoinmex,Mexico,1,07-Jun-26,Below Threshold,SketchUp 2026,Difference
4590612#1,Goviventia,Argentina,1,07-Jun-26,Unqualified,"SketchUp Pro 2021, SketchUp Pro 2023",Difference
4546228#1,Proarq,Mexico,2,07-Jun-26,Below Threshold,SketchUp 2025,Difference
4644358#1,Metrometal,Argentina,1,07-Jun-26,Below Threshold,SketchUp Pro 2023,Difference
4551235#1,Eest3necochea,Argentina,1,07-Jun-26,Aborted (Closed),SketchUp Pro 2022,Difference
4360947#1,Universo,Peru,1,07-Jun-26,Aborted (Closed),SketchUp Pro 2022,Difference
4626847#1,Nursrl,Bolivia,1,07-Jun-26,Below Threshold,SketchUp Pro 2023,Difference
4641464#1,Origenarquitectura,Mexico,1,07-Jun-26,Below Threshold,SketchUp 2024,Difference
4549140#1,Gsinversores,Argentina,2,07-Jun-26,Below Threshold,"SketchUp 2025, SketchUp Pro 2022",Difference
4594009#1,Mobilyachile,Chile,1,07-Jun-26,Unqualified,SketchUp Pro 2023,Difference
4583211#1,Arqso,Mexico,2,07-Jun-26,Below Threshold,"SketchUp 2024, SketchUp 2026",Difference
4637203#1,Tlalli Comunicaciones S.A. De C.V.,Mexico,2,07-Jun-26,Below Threshold,"SketchUp 2025, SketchUp 2026",Difference
4527064#1,Sanjuandelacruz,Argentina,1,07-Jun-26,Aborted (Closed),SketchUp Pro 2023,Difference
4597772#1,J Fleischman y Cía S. R. L,Paraguay,2,07-Jun-26,Below Threshold,SketchUp Pro 2018,Difference
4551939#1,Gslperu,Peru,1,07-Jun-26,Below Threshold,"SketchUp 2024, SketchUp Pro 2022",Difference
4647658#1,Gaudi,Argentina,1,07-Jun-26,Below Threshold,SketchUp Pro 2022,Difference
4639542#1,Forma,Peru,2,07-Jun-26,Below Threshold,"SketchUp 2024, SketchUp 2025",Difference
4602453#1,Safranco,Mexico,2,07-Jun-26,Below Threshold,SketchUp 2025,Difference
4647888#1,Corevi,Mexico,1,07-Jun-26,Below Threshold,SketchUp 2026,Difference
4649754#1,Apholos,Argentina,1,07-Jun-26,Below Threshold,SketchUp Pro 2023,Difference
4643829#1,Eleecom,Colombia,1,07-Jun-26,Below Threshold,SketchUp Pro 2021,Difference
4647322#1,Mueblesparaoficina,Colombia,1,07-Jun-26,Below Threshold,SketchUp Pro 2022,Difference
4608768#1,Tienda León,Argentina,2,07-Jun-26,Unqualified,"SketchUp Pro 2022, SketchUp Pro 2023",Difference
4631361#1,Gualcolar,Argentina,1,07-Jun-26,Below Threshold,SketchUp Pro 2023,Difference
4575611#1,Aionigc,Colombia,1,07-Jun-26,Below Threshold,SketchUp 2024,Difference
4603134#1,3play,Mexico,1,07-Jun-26,Below Threshold,SketchUp 2025,Difference
4570992#1,Ipcac,Argentina,1,07-Jun-26,Aborted (Closed),SketchUp Pro 2023,Difference
4600013#1,Baimei,Peru,2,07-Jun-26,Below Threshold,"SketchUp Pro 2022, SketchUp Pro 2023",Difference
4620717#1,Bonoxs,Bolivia,1,07-Jun-26,Below Threshold,SketchUp Pro 2023,Difference
4598727#1,Uwiener,Peru,3,07-Jun-26,Aborted (Closed),"SketchUp 2025, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Difference
4536412#1,Timesa,Mexico,1,07-Jun-26,Below Threshold,SketchUp 2025,Difference
4649579#1,Hostingmdz,Argentina,1,07-Jun-26,Below Threshold,SketchUp Pro 2023,Difference
4568812#1,Guiatrenmaya,Mexico,1,07-Jun-26,Unqualified,"SketchUp Pro 2017, SketchUp Pro 2022",Difference
4461928#1,Closingtreasures,Peru,8,07-Jun-26,Unqualified,"SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022",Difference
4573300#1,Adfolsa,Ecuador,1,07-Jun-26,Unqualified,SketchUp 2024,Difference
4571212#1,Brownassociatesfirms,Colombia,1,06-Jun-26,Unqualified,SketchUp Pro 2023,Difference
4649507#1,Aesthetic,Ecuador,1,06-Jun-26,Below Threshold,SketchUp Pro 2022,Difference
4575414#1,Skmservicios,Chile,2,06-Jun-26,Below Threshold,SketchUp Pro 2022,Difference
4601540#1,Coupe de France,Colombia,1,06-Jun-26,Below Threshold,SketchUp 2024,Difference
4613252#1,Bce83593-15bc-4452-Abf2-B49902430d03,Argentina,1,06-Jun-26,Unqualified,SketchUp Pro 2021,Difference
4603497#1,Beachfrontproperties,Ecuador,1,06-Jun-26,Below Threshold,SketchUp Pro 2023,Difference
4646396#1,Rangel Collazos David Ariel,Colombia,1,06-Jun-26,Below Threshold,SketchUp Pro 2021,Difference
4639029#1,Dominican Sisters of St. Cecilia,Uruguay,2,06-Jun-26,Below Threshold,"SketchUp 2024, SketchUp 2025, SketchUp Pro 2021",Difference
4649482#1,Lborengo,Chile,1,06-Jun-26,Below Threshold,SketchUp 2025,Difference
4580059#1,Elevemobiliarios,Argentina,1,06-Jun-26,Below Threshold,SketchUp Pro 2023,Difference
4568885#1,Clinica Del Prado,Colombia,1,06-Jun-26,Unqualified,SketchUp Pro 2021,Difference
4570609#1,Centro402,Argentina,1,06-Jun-26,Below Threshold,SketchUp Pro 2022,Difference
4530178#1,Lusterviz,Argentina,1,06-Jun-26,Below Threshold,SketchUp Pro 2023,Difference
4554134#1,Serviciosbolivar,Colombia,1,06-Jun-26,Unqualified,SketchUp Pro 2023,Difference
4646227#1,Vaneduc,Argentina,2,06-Jun-26,Aborted (Closed),"SketchUp Pro 2022, SketchUp Pro 2023",Difference
4649571#1,Res,Chile,1,06-Jun-26,Aborted (Closed),SketchUp Pro 2017,Difference
4649534#1,Actsa,Chile,1,06-Jun-26,Below Threshold,SketchUp Pro 2020,Difference
4547120#1,Fabrisip,Chile,1,06-Jun-26,Below Threshold,SketchUp Pro 2022,Difference
4576405#1,Contacta,Uruguay,1,05-Jun-26,Below Threshold,"SketchUp Pro 2022, SketchUp Pro 2023",Difference
4621674#1,SIMA INGENIEROS-SERVICIOS AMBIENTALES-RESIDUOS SOLIDOS-RESIDUOS LIQUIDOS-ALQUIER MAQUINARIA-,Colombia,1,05-Jun-26,Below Threshold,SketchUp 2026,Difference
4647554#1,Metalminingchile,Chile,1,05-Jun-26,Below Threshold,SketchUp 2026,Difference
4570806#1,Transportes Rolitrans S.A.,Paraguay,1,05-Jun-26,Unqualified,"SketchUp Pro 2022, SketchUp Pro 2023",Difference
4534038#1,Pigmentocreativo,Guatemala,1,05-Jun-26,Unqualified,"SketchUp 2025, SketchUp Pro 2021",Difference
4569812#1,C407c57267826,Colombia,1,05-Jun-26,Unqualified,"SketchUp Pro 2021, SketchUp Pro 2023",Difference
4564121#1,Fusioncx,Colombia,1,05-Jun-26,Below Threshold,SketchUp Pro 2022,Difference
4570110#1,Consolataandina,Colombia,1,05-Jun-26,Unqualified,SketchUp Pro 2023,Difference
4529350#1,Dcmobiliario,Colombia,2,05-Jun-26,Unqualified,"SketchUp 2025, SketchUp 2026",Difference
4586468#1,E758e6a3-D9df-4a10-87cb-7367cefa05ff,Chile,1,05-Jun-26,Below Threshold,SketchUp Pro 2021,Difference
1282768#1,Grupomsp,Honduras,3,04-Jun-26,Below Threshold,"SketchUp 2025, SketchUp Pro 2017, SketchUp Pro 2018",Difference
4628264#1,Mauricio,Colombia,1,04-Jun-26,Below Threshold,SketchUp Pro 2023,Difference
4593391#1,Clarolist,Colombia,1,04-Jun-26,Unqualified,"SketchUp Pro 2021, SketchUp Pro 2023",Difference
4649109#1,Disenca,Colombia,1,04-Jun-26,Below Threshold,SketchUp 2025,Difference
4548012#1,Witic S.A.S,Colombia,1,04-Jun-26,Unqualified,SketchUp Pro 2021,Difference
4631315#1,Estrategias Comerciales y de Mercadeo S.A.,Colombia,1,04-Jun-26,Below Threshold,SketchUp 2025,Difference
4631942#1,Cafe Quindio Sas,Colombia,1,04-Jun-26,Below Threshold,SketchUp Pro 2021,Difference
4602291#1,Diesafp,El Salvador,1,04-Jun-26,Below Threshold,"SketchUp 2024, SketchUp Pro 2019",Difference
4606574#1,Pymengineering,Colombia,1,04-Jun-26,Unqualified,"SketchUp 2025, SketchUp 2026, SketchUp Pro 2021",Difference
4649123#1,Rrproingenieria,Colombia,1,04-Jun-26,Below Threshold,SketchUp 2026,Difference
4637329#1,Fortoxsecurity,Colombia,1,04-Jun-26,Below Threshold,SketchUp 2024,Difference
4601664#1,Centrohistorico,El Salvador,1,04-Jun-26,Below Threshold,SketchUp Pro 2022,Difference
4649160#1,Rosdel,Colombia,1,04-Jun-26,Below Threshold,SketchUp 2024,Difference
4625840#1,Ftcsas,Colombia,2,04-Jun-26,Below Threshold,SketchUp 2026,Difference
4577897#1,Uppmation,Colombia,1,04-Jun-26,Unqualified,SketchUp Pro 2022,Difference
4599037#1,Eventech SAS,Colombia,2,04-Jun-26,Below Threshold,SketchUp Pro 2023,Difference
4572950#1,Industrias Biggest S.A,Colombia,1,04-Jun-26,Unqualified,SketchUp Pro 2023,Difference
4610112#1,Espacioyergonomia,Guatemala,1,03-Jun-26,Unqualified,"SketchUp 2024, SketchUp Pro 2021",Difference
4552853#1,Grupocuantico,El Salvador,1,03-Jun-26,Below Threshold,SketchUp 2025,Difference
4529422#1,Instituto Nacional Sn Luis,El Salvador,2,03-Jun-26,Aborted (Closed),SketchUp Pro 2021,Difference
4632117#1,Esferainversiones,El Salvador,1,03-Jun-26,Below Threshold,SketchUp 2025,Difference
4546845#1,Avodahelsalvador,El Salvador,1,03-Jun-26,Below Threshold,SketchUp 2025,Difference
4536621#1,Nadaestudio,El Salvador,1,03-Jun-26,Below Threshold,SketchUp Pro 2023,Difference
4609210#1,Credit Bank of Moscow,Colombia,1,03-Jun-26,Unqualified,SketchUp Pro 2022,Difference
4538879#1,Facetunc,Paraguay,3,03-Jun-26,Aborted (Closed),"SketchUp Pro 2022, SketchUp Pro 2023",Difference
4613793#1,Colegio Hermanos Maristas,Colombia,1,03-Jun-26,Aborted (Closed),SketchUp Pro 2022,Difference
4536807#1,Cocinasnicol,Colombia,2,03-Jun-26,Unqualified,"SketchUp 2024, SketchUp 2025",Difference
4531535#1,Pinar,Colombia,1,03-Jun-26,Below Threshold,SketchUp Pro 2022,Difference
4533575#1,Districargo,Colombia,1,03-Jun-26,Aborted (Closed),"SketchUp Make 2017, SketchUp Pro 2017",Difference
4648620#1,Cerramientos,Colombia,1,03-Jun-26,Below Threshold,SketchUp Pro 2022,Difference
4583189#1,Dot,El Salvador,2,03-Jun-26,Unqualified,"SketchUp 2025, SketchUp Pro 2023",Difference
4613902#1,Akantoestudio,Colombia,1,03-Jun-26,Below Threshold,SketchUp 2026,Difference
984773#2,Fenix,Guatemala,1,02-Jun-26,Below Threshold,SketchUp Pro 2021,Difference
4632899#1,Estruconsa,El Salvador,1,02-Jun-26,Below Threshold,SketchUp 2025,Difference
4648385#1,Motoschaco,Paraguay,1,02-Jun-26,Below Threshold,SketchUp Pro 2023,Difference
4566819#1,Constructorarfm,Paraguay,1,02-Jun-26,Below Threshold,SketchUp Pro 2023,Difference
4546197#1,Tire supermarket,Chile,1,02-Jun-26,Below Threshold,SketchUp 2025,Difference
4600140#1,Dakachamagarini,Bolivia,1,02-Jun-26,Unqualified,SketchUp 2024,Difference
4570978#1,Cazotte,Chile,1,02-Jun-26,Unqualified,SketchUp Pro 2023,Difference
4552943#1,Netnar,Paraguay,1,02-Jun-26,Unqualified,SketchUp Pro 2018,Difference
4614467#1,Scecreativa,El Salvador,1,02-Jun-26,Unqualified,SketchUp Pro 2022,Difference
4597054#1,Mariaalexiadesignstudio,Dominican Republic,1,02-Jun-26,Below Threshold,SketchUp Pro 2022,Difference
4569251#1,Elfondo,Paraguay,1,02-Jun-26,Unqualified,"SketchUp Pro 2021, SketchUp Pro 2022",Difference
4547941#1,Petrolat,Nicaragua,1,02-Jun-26,Below Threshold,SketchUp 2025,Difference
4613990#1,Botanicartificial,Chile,1,02-Jun-26,Unqualified,SketchUp Pro 2022,Difference
4546470#1,Sinet,Paraguay,2,02-Jun-26,Unqualified,"SketchUp Pro 2018, SketchUp Pro 2021",Difference
4598557#1,GIBRASOL,Guatemala,1,02-Jun-26,Below Threshold,SketchUp 2026,Difference
4597213#1,Dobleubearquitectos,Dominican Republic,1,02-Jun-26,Below Threshold,SketchUp Pro 2022,Difference
4529974#1,Sedespa,Honduras,2,02-Jun-26,Below Threshold,"SketchUp Pro 2022, SketchUp Pro 2023",Difference
3869586#1,Emprendemejorhn,Honduras,1,02-Jun-26,Below Threshold,SketchUp Pro 2020,Difference
4545684#1,Mariang,Dominican Republic,1,01-Jun-26,Below Threshold,SketchUp Pro 2022,Difference
4514221#1,Studiokhn,Honduras,2,01-Jun-26,Below Threshold,"SketchUp 2024, SketchUp 2025",Difference
4572259#1,Copasya,Paraguay,1,01-Jun-26,Below Threshold,SketchUp Pro 2022,Difference
4644529#1,DINACOPA Correo Paraguayo,Paraguay,1,01-Jun-26,Below Threshold,SketchUp Pro 2022,Difference
4522674#1,Cmconstructora,Paraguay,1,01-Jun-26,Below Threshold,SketchUp Pro 2022,Difference
4625805#1,Jusa,Panama,1,01-Jun-26,Below Threshold,SketchUp Pro 2020,Difference
4550651#1,Grupocendra,Dominican Republic,1,01-Jun-26,Below Threshold,SketchUp Pro 2023,Difference
4530122#1,Elplaceressoloagua,Chile,1,01-Jun-26,Below Threshold,SketchUp 2024,Difference
4600263#1,Vaoproyectos,Chile,1,01-Jun-26,Below Threshold,SketchUp Pro 2023,Difference
4577006#1,Tacticoia,Paraguay,2,01-Jun-26,Below Threshold,"SketchUp 2025, SketchUp Pro 2022",Difference
4571399#1,Enproc,Ecuador,1,01-Jun-26,Unqualified,SketchUp Pro 2023,Difference
4648224#1,Linseg,Bolivia,1,01-Jun-26,Below Threshold,SketchUp 2026,Difference
4535781#1,Altimagrupo,Paraguay,1,01-Jun-26,Below Threshold,SketchUp Pro 2023,Difference
4598080#1,Qbomodular,Chile,1,01-Jun-26,Unqualified,SketchUp Pro 2022,Difference
4639160#1,Gamospa,Chile,1,01-Jun-26,Below Threshold,SketchUp Pro 2022,Difference
4592208#1,Piedrasfinasecuador,Ecuador,1,01-Jun-26,Below Threshold,SketchUp 2024,Difference
4621664#1,Reinarsa,Nicaragua,1,01-Jun-26,Below Threshold,SketchUp 2024,Difference
4544968#1,Grepsa Habitacional,Chile,1,01-Jun-26,Below Threshold,SketchUp Pro 2022,Difference
4642329#1,Stuhlgroup,Chile,1,01-Jun-26,Below Threshold,SketchUp 2026,Difference
4643053#1,Santavictoria,Chile,1,01-Jun-26,Below Threshold,SketchUp 2024,Difference
4631019#1,AIO CONSTRUCTORA,Paraguay,1,01-Jun-26,Below Threshold,SketchUp 2026,Difference
4540828#1,Samianet,Honduras,2,01-Jun-26,Unqualified,"SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022",Difference
4602232#1,Nar Design Studio,Nicaragua,1,01-Jun-26,Below Threshold,SketchUp 2025,Difference
4587218#1,Integralcd,Ecuador,1,01-Jun-26,Below Threshold,SketchUp 2025,Difference
