Case ID,Organization Name,Country,No. ofMachines,Last Event,Case Status,Products,Type
722206#1,JP Medical LLC,Mexico,30,12-Jun-26,Aborted (Closed),"SketchUp 2025, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
4342209#1,4x100,Guatemala,83,12-Jun-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp 2026, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
4458722#1,Danf,Mexico,3,12-Jun-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp Pro 2021, SketchUp Pro 2023",Outdated
4422415#1,Directo.Com,Mexico,32,12-Jun-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp 2026, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
4406381#1,In365,Mexico,48,12-Jun-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp 2026, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
534002#1,Doarc,Mexico,88,12-Jun-26,Aborted (Closed),"SketchUp 2025, SketchUp 2026, SketchUp Make 2017, SketchUp Pro 2016, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
4332260#1,Pbxhosting,Mexico,40,12-Jun-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp 2026, SketchUp Make 2017, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
320697#1,3gcomercial,Mexico,21,12-Jun-26,Aborted (Closed),"SketchUp 2024, SketchUp Make 2016, SketchUp Make 2017, SketchUp Pro 2016, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
4374285#1,Ararquitecto,Mexico,4,12-Jun-26,Unqualified,"SketchUp 2024, SketchUp Pro 2021, SketchUp Pro 2022",Outdated
4453314#1,Jomsa,Mexico,4,12-Jun-26,Below Threshold,"SketchUp 2024, SketchUp 2025, SketchUp 2026",Outdated
4426082#1,Elizabet,Mexico,3,12-Jun-26,Unqualified,"SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
722452#1,Grupo ICE,Costa Rica,98,11-Jun-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp 2026, SketchUp Make 2016, SketchUp Make 2017, SketchUp Pro 2016, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
3900936#1,3C Services S/A,Guatemala,4,11-Jun-26,Unqualified,"SketchUp 2024, SketchUp Pro 2020, SketchUp Pro 2022",Outdated
1010193#2,Earthtech Engineering Ltd.,Dominican Republic,6,10-Jun-26,Below Threshold,"SketchUp 2025, SketchUp Pro 2017, SketchUp Pro 2020",Outdated
722654#1,ESHOP Group,Guatemala,3,10-Jun-26,Below Threshold,"SketchUp Make 2016, SketchUp Make 2017, SketchUp Pro 2019, SketchUp Pro 2021",Outdated
4333703#1,Loqui Guatemala,Guatemala,5,10-Jun-26,Below Threshold,"SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022",Outdated
2950040#1,Fondo Para El Desarrollo Solidario,Guatemala,4,10-Jun-26,Below Threshold,"SketchUp 2024, SketchUp 2025, SketchUp Pro 2019, SketchUp Pro 2020",Outdated
1036506#1,Constructora Pedralbes,Dominican Republic,5,10-Jun-26,Below Threshold,"SketchUp 2025, SketchUp 2026, SketchUp Pro 2017, SketchUp Pro 2019",Outdated
1655255#1,MIDES Panama,Panama,4,10-Jun-26,Below Threshold,"SketchUp Make 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2021, SketchUp Pro 2023",Outdated
693124#1,Terracotaingenieria,Panama,7,10-Jun-26,Below Threshold,"SketchUp 2025, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019",Outdated
543839#1,Direccion General De Aduanas,Dominican Republic,17,10-Jun-26,Unqualified,"SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
590626#3,UASD,Dominican Republic,52,10-Jun-26,Aborted (Closed),"SketchUp 2024, SketchUp 2025, SketchUp 2026, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
1260033#1,"Multi Romanas Panamá, Inc.",Panama,4,10-Jun-26,Unqualified,"SketchUp Pro 2017, SketchUp Pro 2019, SketchUp Pro 2022",Outdated
4378253#1,Udoym,Dominican Republic,3,10-Jun-26,Aborted (Closed),"SketchUp Pro 2020, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
2127638#1,Edicro,Nicaragua,18,10-Jun-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
