Case ID,Organization Name,Country,No. ofMachines,Last Event,Case Status,Products,Type
4451181#1,Verykvm,Mexico,72,24-Jun-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp 2026, SketchUp Pro 2018, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
4488152#1,Reopenchapahdillis,Mexico,18,24-Jun-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp 2026, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
652041#1,"Ical Administracion, S.A. De C.V.",Mexico,4,24-Jun-26,Below Threshold,"SketchUp Make 2017, SketchUp Pro 2018, SketchUp Pro 2021, SketchUp Pro 2022",Outdated
4564899#1,Azure,Mexico,5,24-Jun-26,Below Threshold,"SketchUp 2024, SketchUp 2025",Outdated
3235418#1,Laredsocial,Mexico,40,24-Jun-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp 2026, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
1287610#1,Grupogia,Mexico,35,24-Jun-26,Unqualified,"SketchUp 2024, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
995490#1,Cocinasygranito,Mexico,3,24-Jun-26,Unqualified,"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2021, SketchUp Pro 2022",Outdated
1155281#1,Accesos Automaticos,Costa Rica,3,24-Jun-26,Unqualified,"SketchUp Pro 2017, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021",Outdated
1579215#1,CONCEPT - Estudio de Arquitectura Sostenible,Guatemala,3,23-Jun-26,Below Threshold,"SketchUp 2026, SketchUp Pro 2018, SketchUp Pro 2019",Outdated
652237#3,Direccion General De Impuestos Internos,Dominican Republic,3,23-Jun-26,Below Threshold,"SketchUp 2025, SketchUp Pro 2021, SketchUp Pro 2022",Outdated
479447#1,Subway Costa Rica,Costa Rica,17,23-Jun-26,Unqualified,"SketchUp Make 2016, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021",Outdated
2346033#1,Royalton  Luxury Resorts,Dominican Republic,7,23-Jun-26,Below Threshold,"SketchUp 2025, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2023",Outdated
2239767#1,Primoderoma S.A.,Guatemala,4,23-Jun-26,Below Threshold,"SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2021, SketchUp Pro 2023",Outdated
4541579#1,Gbnet,Dominican Republic,5,23-Jun-26,Unqualified,"SketchUp Pro 2020, SketchUp Pro 2021",Outdated
899295#1,Promotional Sales And Marketing,Guatemala,8,23-Jun-26,Unqualified,"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2022",Outdated
1040791#1,Nldpanama,Panama,5,23-Jun-26,Below Threshold,"SketchUp Pro 2017, SketchUp Pro 2019, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
779241#2,REICO,Costa Rica,46,23-Jun-26,Unqualified,"SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2023",Outdated
4157994#1,Orbitek S.R.L,Dominican Republic,37,23-Jun-26,Unqualified,"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2023",Outdated
2047610#1,RHCorp,Guatemala,3,23-Jun-26,Below Threshold,"SketchUp 2025, SketchUp Pro 2018, SketchUp Pro 2020, SketchUp Pro 2021",Outdated
318767#3,Cable And Wireless Limited,Panama,54,23-Jun-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
4395001#1,Peniel Wilfi S.R.L,Dominican Republic,3,23-Jun-26,Unqualified,"SketchUp Make 2017, SketchUp Pro 2021",Outdated
1064123#1,Interiores Arquitectonicos,Guatemala,3,23-Jun-26,Pre-Qualified,"SketchUp Pro 2017, SketchUp Pro 2019, SketchUp Pro 2021",Outdated
4336857#1,Infactstudiogt,Guatemala,3,23-Jun-26,Unqualified,"SketchUp Pro 2020, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
955356#1,Gp7777,El Salvador,6,23-Jun-26,Below Threshold,"SketchUp 2025, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2021",Outdated
3252398#1,Uls,El Salvador,4,23-Jun-26,Aborted (Closed),"SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2023",Outdated
1903753#2,Sampoong Sociedad Anonima,Guatemala,4,23-Jun-26,Below Threshold,"SketchUp Make 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2021",Outdated
4395696#1,300x1,Panama,4,23-Jun-26,Unqualified,"SketchUp 2024, SketchUp Pro 2018, SketchUp Pro 2022",Outdated
4332217#1,Villasandino,Nicaragua,3,23-Jun-26,Unqualified,"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2022",Outdated
1004722#1,caribbean catering services,Dominican Republic,5,22-Jun-26,Below Threshold,"SketchUp 2024, SketchUp 2026, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2023",Outdated
1011420#3,JAPI Costa Rica,Costa Rica,9,22-Jun-26,Unqualified,"SketchUp 2024, SketchUp Make 2017, SketchUp Pro 2016, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2021",Outdated
4504820#1,Architecture,Guatemala,34,22-Jun-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp 2026, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
4373527#1,Vizzion,Dominican Republic,5,22-Jun-26,Unqualified,"SketchUp Pro 2022, SketchUp Pro 2023",Outdated
995363#1,SODEPSA,Guatemala,6,22-Jun-26,Unqualified,"SketchUp 2026, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2021",Outdated
2209815#1,Grupo Almonte,Dominican Republic,17,22-Jun-26,Below Threshold,"SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
1891210#1,Swift Company,Panama,4,22-Jun-26,Unqualified,"SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2022",Outdated
4372803#1,Laboratorios Vijosa,El Salvador,4,22-Jun-26,Unqualified,"SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022",Outdated
684727#1,Rapid Print Panama,Panama,12,22-Jun-26,Unqualified,"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2021",Outdated
1907128#1,Distribuidora Larce,Costa Rica,4,22-Jun-26,Below Threshold,"SketchUp Pro 2017, SketchUp Pro 2019, SketchUp Pro 2021",Outdated
4493842#1,Isabella,Dominican Republic,4,22-Jun-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
598360#1,Grupo Santa Fe,Nicaragua,10,21-Jun-26,Below Threshold,"SketchUp 2024, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2022",Outdated
1161248#1,Interaseo,Panama,6,19-Jun-26,Unqualified,"SketchUp 2025, SketchUp Make 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022",Outdated
2045766#1,Blackdogcasino,Panama,13,19-Jun-26,Unqualified,"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021",Outdated
2486109#1,James Reed Mc Creary,Panama,4,19-Jun-26,Below Threshold,"SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022",Outdated
567237#1,"Deco Plastic, S. A.",Panama,3,19-Jun-26,Below Threshold,"SketchUp 2025, SketchUp Make 2017, SketchUp Pro 2020",Outdated
4422849#1,Ucr,Costa Rica,5,18-Jun-26,Aborted (Closed),"SketchUp Pro 2020, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
931557#1,Caja de Seguro Social Panamá,Panama,10,18-Jun-26,Unqualified,"SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022",Outdated
899601#1,Resentech,Costa Rica,13,18-Jun-26,Unqualified,"SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2023",Outdated
3252195#1,Ipa,Panama,17,18-Jun-26,Aborted (Closed),"SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
750961#1,"A&O, Artes & Oficios",Costa Rica,5,17-Jun-26,Below Threshold,"SketchUp Pro 2017, SketchUp Pro 2020, SketchUp Pro 2023",Outdated
796898#1,Centro Cultural Sanpedrano,Honduras,5,17-Jun-26,Below Threshold,"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021",Outdated
3856296#1,Quadrian Enterprises S.A.,Panama,8,17-Jun-26,Unqualified,"SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021",Outdated
486992#1,AGP,Panama,9,17-Jun-26,Below Threshold,"SketchUp Pro 2016, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
749524#1,Ssa Sistemas S.A.,Panama,36,17-Jun-26,Unqualified,"SketchUp Make 2017, SketchUp Pro 2016, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
1139852#1,Bolo Flores S.A.,Panama,9,17-Jun-26,Unqualified,"SketchUp 2024, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2020, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
705880#1,Helpdesk,El Salvador,25,16-Jun-26,Unqualified,"SketchUp 2024, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022",Outdated
900322#1,Spoon Costa Rica,Costa Rica,12,16-Jun-26,Unqualified,"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
351827#1,Stilo,Nicaragua,4,15-Jun-26,Below Threshold,"SketchUp 2024, SketchUp 2025, SketchUp Make 2016, SketchUp Make 2017, SketchUp Pro 2016, SketchUp Pro 2021, SketchUp Pro 2023",Outdated
1478569#1,Leaho Industrial Refrigeration,Costa Rica,14,01-Jun-26,Unqualified,"SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2023",Outdated
2072424#1,Jose Luis Argueta Flores,El Salvador,15,24-May-26,Unqualified,"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021",Outdated
885074#1,CreARQ,El Salvador,5,24-May-26,Unqualified,"SketchUp Make 2017, SketchUp Pro 2018, SketchUp Pro 2020, SketchUp Pro 2021",Outdated
1801490#2,No.Me06/2009serv De Internet Para Centro Esc.Del Mined-2009 Min.Educ.Fondos Goes Resol.Modif.No.Me-M,El Salvador,8,22-May-26,Aborted (Closed),"SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2023",Outdated
1006457#1,Chwashington,El Salvador,4,22-May-26,Aborted (Closed),"SketchUp 2026, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2023",Outdated
1257850#1,Buruca design,El Salvador,4,21-May-26,Pre-Qualified,"SketchUp Make 2017, SketchUp Pro 2019, SketchUp Pro 2021",Outdated
1008686#1,Plesk,Nicaragua,35,20-May-26,Unqualified,"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
4338776#1,Conincasa,Nicaragua,3,20-May-26,Below Threshold,SketchUp Pro 2022,Outdated
2228586#1,Acciona,El Salvador,8,20-May-26,Below Threshold,"SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2022",Outdated
2325172#1,Nelprix,Nicaragua,67,19-May-26,Unqualified,"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
1836164#2,Itdnicaragua,Nicaragua,4,09-May-26,Below Threshold,"SketchUp 2024, SketchUp Pro 2020, SketchUp Pro 2023",Outdated
922492#1,Ufnicaragua,Nicaragua,9,30-Apr-26,Unqualified,"SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2021",Outdated
1002911#1,Brusa,Nicaragua,3,30-Apr-26,Below Threshold,"SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2023",Outdated
3457252#1,Proaccounts,Nicaragua,7,28-Apr-26,Below Threshold,"SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022",Outdated
1671414#1,Distribuidora Textil S.A. De C.V.,Honduras,7,12-Feb-26,Unqualified,SketchUp Pro,Outdated
1232250#1,Partes Automotrices Geo S.A. De C.V.,Honduras,9,25-Nov-25,Aborted (Closed),SketchUp Pro,Outdated
4132887#1,Famasa,Honduras,4,05-Nov-25,Aborted (Closed),SketchUp Pro,Outdated
4400962#1,Shekinah,Honduras,3,18-Sep-25,Aborted (Closed),SketchUp Pro,Outdated
1232034#1,Flores & Flores,Honduras,4,31-Jul-25,Aborted (Closed),SketchUp Pro,Outdated
673759#1,Eis,Honduras,21,06-Jul-25,Aborted (Closed),"SketchUp Make, SketchUp Pro",Outdated
900655#1,Sycom,Honduras,6,11-Jun-25,Aborted (Closed),SketchUp Pro,Outdated
4419861#1,Harko Vision Sa De Cv,Honduras,5,21-May-25,Aborted (Closed),SketchUp Pro,Outdated
1002447#1,`Yahoo,Honduras,14,20-May-25,Aborted (Closed),"SketchUp Make, SketchUp Pro",Outdated
