Case ID,Organization Name,Country,No. ofMachines,Last Event,Case Status,Products,Type
2476734#1,Esestudio,Mexico,3,16-Jun-26,Aborted (Closed),"SketchUp 2026, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020",Outdated
120280#3,Grupo Alhel,Mexico,15,16-Jun-26,Below Threshold,"SketchUp 2025, SketchUp Pro 2016, SketchUp Pro 2017, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021",Outdated
523197#1,Global IT Mexico SA de CV,Mexico,18,16-Jun-26,Unqualified,"SketchUp 2025, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
1778400#1,Agencia de Viajes en Monterrey Turistica Internacional,Mexico,16,16-Jun-26,Unqualified,"SketchUp 2025, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
4536509#1,Citadelle,Mexico,3,16-Jun-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp Pro 2022",Outdated
1983178#1,Corporativo Calderon,Mexico,5,16-Jun-26,Unqualified,"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021",Outdated
925751#1,"USG MÃ©xico, S.A. de C.V.",Mexico,4,16-Jun-26,Below Threshold,"SketchUp 2026, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2020",Outdated
1069707#1,Universo Abanza,Mexico,25,16-Jun-26,Aborted (Closed),"SketchUp 2025, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
3358399#1,Luces Del Norte S.A.,Guatemala,3,15-Jun-26,Unqualified,"SketchUp 2025, SketchUp Pro 2019, SketchUp Pro 2021, SketchUp Pro 2023",Outdated
888701#1,Mercantil del Caribe,Dominican Republic,14,15-Jun-26,Unqualified,"SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2023",Outdated
956312#1,Maduro,Panama,3,15-Jun-26,Below Threshold,"SketchUp 2026, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019",Outdated
1074357#1,Cimacien,Guatemala,4,15-Jun-26,Below Threshold,"SketchUp Pro 2016, SketchUp Pro 2017, SketchUp Pro 2019, SketchUp Pro 2023",Outdated
895939#1,Fenacoac,Guatemala,12,15-Jun-26,Unqualified,"SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021",Outdated
4368073#1,Familiafeliz,Dominican Republic,5,15-Jun-26,Unqualified,SketchUp Pro 2023,Outdated
2511973#1,Cad,Guatemala,3,15-Jun-26,Below Threshold,"SketchUp 2025, SketchUp Pro 2018",Outdated
665605#1,Grupo Phi,Guatemala,13,15-Jun-26,Unqualified,"SketchUp Pro 2017, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021",Outdated
2431934#1,Brenntag Latin America Inc,Costa Rica,5,15-Jun-26,Unqualified,"SketchUp Pro 2019, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
886071#1,Esarq,Mexico,87,15-Jun-26,Aborted (Closed),"SketchUp 2024, SketchUp 2025, SketchUp 2026, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
2402427#1,Tv Cable Universal S.A,Guatemala,32,15-Jun-26,Unqualified,"SketchUp 2024, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
2468921#2,Cep,Panama,3,15-Jun-26,Aborted (Closed),"SketchUp Pro 2017, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021",Outdated
4462100#1,Shepherd Neame,Mexico,7,15-Jun-26,Unqualified,"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
4023512#1,Blue Moon Overseas Corp.,Panama,3,15-Jun-26,Unqualified,"SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2023",Outdated
4361985#1,Lucianolbasso,Dominican Republic,8,14-Jun-26,Unqualified,"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
4087389#1,Corte,Guatemala,5,14-Jun-26,Unqualified,"SketchUp 2025, SketchUp 2026, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
4517705#1,Cemo,Dominican Republic,7,14-Jun-26,Below Threshold,"SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022",Outdated
968198#2,Poder Judicial de la República Dominicana,Dominican Republic,11,14-Jun-26,Unqualified,"SketchUp 2024, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
4403887#1,Tecfresnillo,Guatemala,16,13-Jun-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp 2026, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2023",Outdated
1448202#1,Genxcgroup,Dominican Republic,22,13-Jun-26,Unqualified,"SketchUp 2024, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
2059323#1,Ferrocarriles De Guatemala,Guatemala,5,13-Jun-26,Unqualified,"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021",Outdated
479396#1,Carlos Alberto Gutierrez Calero,Nicaragua,37,13-Jun-26,Unqualified,"SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
4493196#1,Ipxo Ltd,Dominican Republic,8,13-Jun-26,Unqualified,"SketchUp 2025, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022",Outdated
1934801#1,CasaVision,Nicaragua,44,13-Jun-26,Unqualified,"SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021",Outdated
