Case ID,Organization Name,Country,No. ofMachines,Last Event,Case Status,Products
673301#1,"Taller de Arquitectura Javier Sánchez, S.A. de C.V.",Mexico,54,26-May-26,Below Threshold,"SketchUp 2025, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
4457403#1,Egnyte,Honduras,60,26-May-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp 2026, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2019, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
4612466#1,Orroliving,Mexico,3,26-May-26,Unqualified,"SketchUp 2025, SketchUp Pro 2020, SketchUp Pro 2022, SketchUp Pro 2023"
4576136#1,NewTek,Honduras,26,26-May-26,Unqualified,"SketchUp 2024, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
1759133#1,Atic,Honduras,14,26-May-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp Pro 2018, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
4616065#1,Bigonla,Mexico,3,26-May-26,Below Threshold,"SketchUp 2025, SketchUp 2026, SketchUp Pro 2023"
4614470#1,Miprepacetis75,Mexico,3,26-May-26,Unqualified,"SketchUp 2025, SketchUp Pro 2018, SketchUp Pro 2021, SketchUp Pro 2023"
4554492#1,Lambordi,Mexico,40,26-May-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp 2026, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
4552404#1,Tecnológico Universitario Chalco,Mexico,7,26-May-26,Aborted (Closed),"SketchUp 2024, SketchUp 2025, SketchUp 2026, SketchUp Pro 2021, SketchUp Pro 2023"
4632756#1,Vestabuilders,Mexico,4,26-May-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
4375572#1,Metrored,Honduras,3,25-May-26,Below Threshold,"SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022"
4599740#1,Ventosarquitectos,Mexico,3,25-May-26,Below Threshold,"SketchUp 2025, SketchUp 2026"
1249732#1,Cahsa,Honduras,4,25-May-26,Below Threshold,"SketchUp 2026, SketchUp Make 2017, SketchUp Pro 2018"
4584116#1,Mel,Mexico,9,25-May-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp 2026, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
3402446#1,Ibsolutionsmexico,Mexico,3,25-May-26,Unqualified,"SketchUp 2026, SketchUp Pro 2019, SketchUp Pro 2021, SketchUp Pro 2023"
4594832#1,Larutadelagarnacha,Mexico,3,25-May-26,Below Threshold,"SketchUp 2025, SketchUp Pro 2023"
4641655#1,Zooy,Mexico,8,25-May-26,Below Threshold,"SketchUp 2024, SketchUp 2025, SketchUp Pro 2019, SketchUp Pro 2021"
2025689#1,Ieproes,El Salvador,7,25-May-26,Aborted (Closed),"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
4300352#1,Instituto De Antropologia E Historia,Honduras,8,25-May-26,Aborted (Closed),"SketchUp Pro 2017, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2023"
4587538#1,Entornoarquitectura,Mexico,4,25-May-26,Unqualified,"SketchUp 2025, SketchUp 2026, SketchUp Pro 2022"
4552311#1,So2,Mexico,6,25-May-26,Below Threshold,SketchUp 2025
4581620#1,G3a1,Mexico,3,25-May-26,Unqualified,"SketchUp 2025, SketchUp 2026, SketchUp Pro 2023"
1024601#1,Edgar Armando Landois Serrano,Mexico,3,25-May-26,Below Threshold,"SketchUp 2025, SketchUp Make 2017, SketchUp Pro 2020, SketchUp Pro 2023"
4545707#1,Purpletasche,Mexico,7,25-May-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
4544141#1,Evita Cabinets,Mexico,5,25-May-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp Pro 2021"
4567670#1,MAZ Soluciones,Mexico,23,25-May-26,Unqualified,"SketchUp 2025, SketchUp 2026, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
4620309#1,ASESPRI,Mexico,42,25-May-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp 2026, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
2490536#1,Colegio Maria Inmaculada,Panama,4,24-May-26,Aborted (Closed),"SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
4567048#1,Modulara01,Honduras,4,23-May-26,Unqualified,"SketchUp 2025, SketchUp Pro 2022"
2441890#1,Salesianosanjose,El Salvador,10,23-May-26,Aborted (Closed),"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022"
521626#1,Internationalschool,Honduras,16,21-May-26,Aborted (Closed),"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
520682#1,Universidad Politecnica De El Salvador,El Salvador,56,20-May-26,Aborted (Closed),"SketchUp Make 2017, SketchUp Pro 2016, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
1174849#1,EAP Zamorano,Honduras,41,20-May-26,Aborted (Closed),"SketchUp 2026, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
4539436#1,Redsolidaria,Honduras,3,20-May-26,Unqualified,"SketchUp 2025, SketchUp Pro 2019, SketchUp Pro 2021, SketchUp Pro 2022"
4564518#1,Ujmd,El Salvador,4,20-May-26,Aborted (Closed),"SketchUp 2024, SketchUp 2025, SketchUp Pro 2022, SketchUp Pro 2023"
