Case ID,Organization Name,Country,No. ofMachines,Last Event,Case Status,Products
4588222#1,Tmg,El Salvador,3,19-May-26,Unqualified,"SketchUp 2024, SketchUp Pro 2021"
3410281#1,Colgalileoantigua,Guatemala,10,15-May-26,Aborted (Closed),"SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
4603930#1,Sonico,Dominican Republic,3,11-May-26,Unqualified,"SketchUp Pro 2021, SketchUp Pro 2022"
4610090#1,Proporción Arq,Dominican Republic,3,09-May-26,Unqualified,"SketchUp Pro 2021, SketchUp Pro 2022"
4575789#1,PMO El Salvador,El Salvador,4,07-May-26,Below Threshold,"SketchUp 2025, SketchUp Pro 2022"
4589972#1,Bmsingenieros,Dominican Republic,3,06-May-26,Below Threshold,"SketchUp 2025, SketchUp Pro 2022"
4549750#1,Escueladecomercioexterior,Guatemala,3,05-May-26,Aborted (Closed),"SketchUp Pro 2021, SketchUp Pro 2022"
1406510#2,St. Marys School,Panama,7,21-Mar-26,Aborted (Closed),"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2023"
4549848#1,Cmrcimbras,Panama,3,20-Mar-26,Below Threshold,"SketchUp 2024, SketchUp 2025, SketchUp Pro 2022"
1923449#1,Instituto Salvadoreño del Seguro Social,El Salvador,18,18-Mar-26,Aborted (Closed),"SketchUp 2025, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
4590727#1,Latrinidad,Guatemala,3,14-Mar-26,Below Threshold,SketchUp Pro 2023
4597917#1,Dolphoxco,Guatemala,4,06-Mar-26,Below Threshold,SketchUp Pro 2023
4537198#1,Pucesd,Dominican Republic,4,23-Feb-26,Aborted (Closed),"SketchUp 2024, SketchUp Pro 2022, SketchUp Pro 2023"
1256353#1,Universidad Nacional,El Salvador,27,05-Feb-26,Aborted (Closed),"SketchUp Make, SketchUp Pro"
1158009#1,Universidad Marítima Internacional de Panamá,Panama,14,15-Jan-26,Aborted (Closed),SketchUp Pro
370969#3,Jan de Nul Group,Panama,13,06-Jan-26,Below Threshold,"SketchUp 2024, SketchUp 2025, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2023"
592118#1,Abcnet,El Salvador,11,05-Jan-26,Aborted (Closed),"SketchUp Make, SketchUp Pro"
697942#2,MESCyT,Dominican Republic,5,10-Dec-25,Aborted (Closed),SketchUp Pro
1101217#1,University of Belize,Belize,17,21-Oct-25,Aborted (Closed),"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
3517848#1,"St. John s College, Santa Fe",Belize,5,22-Sep-25,Aborted (Closed),SketchUp Pro
2233466#1,Liceocss,Guatemala,7,01-Jul-25,Aborted (Closed),SketchUp Pro
3884852#1,Lccentral,El Salvador,12,30-Apr-25,Aborted (Closed),SketchUp Pro
1033475#1,Circlerproducts,Belize,3,28-Apr-25,Aborted (Closed),SketchUp Make
2465485#1,"Colegio Loyola, Guatemala",Guatemala,4,22-Apr-25,Aborted (Closed),SketchUp Pro
4392461#1,Salesianos,Dominican Republic,3,27-Mar-25,Aborted (Closed),SketchUp Pro
