Case ID,Organization Name,Country,No. ofMachines,Last Event,Case Status,Products,Type
649580#1,El Encanto,Mexico,15,13-Jun-26,Unresolved (Closed),"SketchUp 2025, SketchUp 2026, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
1158855#1,Pasos Photography,Mexico,87,13-Jun-26,Aborted (Closed),"SketchUp 2024, SketchUp 2026, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022",Outdated
555422#1,Roman Olvera,Mexico,4,13-Jun-26,Below Threshold,"SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2021, SketchUp Pro 2023",Outdated
186333#2,Comercializadora Farmaceutica De Chiapas S.A. De C.V.,Mexico,28,13-Jun-26,Aborted (Closed),"SketchUp 2024, SketchUp 2025, SketchUp Make 2017, SketchUp Pro 2016, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022",Outdated
1082345#1,Distribuidorazapata,Mexico,5,13-Jun-26,Unqualified,"SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021",Outdated
656409#1,Grupodyc,Guatemala,3,12-Jun-26,Below Threshold,"SketchUp Make 2017, SketchUp Pro 2019",Outdated
4361590#1,Est,Costa Rica,16,12-Jun-26,Unqualified,"SketchUp 2024, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
890163#1,Lasagradafamilia,El Salvador,35,12-Jun-26,Aborted (Closed),"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
1338127#2,Orbita Internacional S.A.,Panama,64,12-Jun-26,Unqualified,"SketchUp 2024, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022",Outdated
4423931#1,Ugb,El Salvador,10,12-Jun-26,Aborted (Closed),"SketchUp 2024, SketchUp 2026, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
926212#1,Corporativo GBM SAB de CV,Mexico,14,12-Jun-26,Unqualified,"SketchUp 2025, SketchUp Make 2016, SketchUp Make 2017, SketchUp Pro 2016, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
4419134#1,Romor,Mexico,9,12-Jun-26,Unqualified,"SketchUp 2024, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2022",Outdated
373908#1,Proyeco,Panama,15,12-Jun-26,Unqualified,"SketchUp 2024, SketchUp Make 2016, SketchUp Make 2017, SketchUp Pro 2016, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
4429918#1,Arkomarquitectura,Mexico,60,12-Jun-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp 2026, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
1101587#1,Idelika,Mexico,8,12-Jun-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp Pro 2016, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
516952#1,Poly - Mexico,Mexico,7,12-Jun-26,Aborted (Closed),"SketchUp 2026, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2021, SketchUp Pro 2022",Outdated
