Case ID,Organization Name,Country,No. ofMachines,Last Event,Case Status,Products,Type
4653714#1,Rosenbeirut,Mexico,1,01-Jul-26,Below Threshold,SketchUp 2026,Difference
4644390#1,Porterneuman,Mexico,1,01-Jul-26,Below Threshold,SketchUp 2026,Difference
4637345#1,Domags,Mexico,1,01-Jul-26,Below Threshold,SketchUp 2026,Difference
4641647#1,"Axpar, Grupo Integral De Ingenieria S.a. De C.v.",Mexico,1,01-Jul-26,Below Threshold,SketchUp 2024,Difference
4649924#1,Whiteoutlabs,Mexico,2,01-Jul-26,Below Threshold,"SketchUp 2025, SketchUp 2026",Difference
4613995#1,Kitty,Mexico,1,01-Jul-26,Unqualified,"SketchUp 2024, SketchUp 2026",Difference
4599578#1,Frankenturbo,Mexico,1,01-Jul-26,Unqualified,"SketchUp 2025, SketchUp Pro 2023",Difference
4553310#1,Carlosbenitez,Mexico,1,01-Jul-26,Unqualified,SketchUp 2025,Difference
4539542#1,Enervalues,Mexico,1,01-Jul-26,Below Threshold,SketchUp 2025,Difference
4542879#1,Bimology,Mexico,1,01-Jul-26,Below Threshold,SketchUp 2024,Difference
4544846#1,Hoch mobiliario,Mexico,1,01-Jul-26,Below Threshold,"SketchUp 2025, SketchUp Pro 2020",Difference
4595417#1,Iecmotores,Mexico,1,01-Jul-26,Below Threshold,SketchUp Pro 2022,Difference
2382419#1,Anxor Ingeniería S.A.,Nicaragua,2,30-Jun-26,Below Threshold,"SketchUp Pro 2017, SketchUp Pro 2022",Difference
4655448#1,Petragua,Guatemala,1,30-Jun-26,Below Threshold,SketchUp 2025,Difference
4473053#1,Levapcorp,Nicaragua,1,28-Jun-26,Below Threshold,SketchUp 2024,Difference
4654884#1,Electroqonsult,Costa Rica,1,28-Jun-26,Below Threshold,SketchUp 2026,Difference
4654893#1,Codica,Dominican Republic,1,28-Jun-26,Below Threshold,SketchUp Pro 2022,Difference
4654901#1,Servicioscomunitarios,Panama,1,28-Jun-26,Below Threshold,SketchUp 2025,Difference
4523862#1,Grupoigc,Nicaragua,1,27-Jun-26,Below Threshold,SketchUp Pro 2023,Difference
4654696#1,Eshopgroup,Guatemala,1,27-Jun-26,Below Threshold,SketchUp 2026,Difference
4654710#1,Panacompu,Panama,1,27-Jun-26,Below Threshold,SketchUp Pro 2022,Difference
4654689#1,Pmariamadrecayetana,Nicaragua,1,27-Jun-26,Below Threshold,"SketchUp 2026, SketchUp Pro 2023",Difference
4654560#1,Vidadesignstudio,Costa Rica,1,26-Jun-26,Below Threshold,SketchUp 2026,Difference
4654310#1,Mueblesimet,Guatemala,1,25-Jun-26,Below Threshold,"SketchUp Pro 2018, SketchUp Pro 2022",Difference
4654388#1,Mint,Nicaragua,1,25-Jun-26,Below Threshold,SketchUp Pro 2023,Difference
4579214#1,Vesta Customs,Honduras,1,24-Jun-26,Unqualified,SketchUp Pro 2020,Difference
4654121#1,Mpcondominios,Dominican Republic,1,24-Jun-26,Below Threshold,SketchUp Pro 2022,Difference
4654050#1,Unfrieddesign,Costa Rica,1,24-Jun-26,Aborted (Closed),SketchUp Pro 2023,Difference
4496096#1,Pyhex,Dominican Republic,1,23-Jun-26,Below Threshold,SketchUp Pro 2023,Difference
4653380#1,Juan Manuel Abraham Chuc Tonoc,Guatemala,1,23-Jun-26,Below Threshold,SketchUp Pro 2021,Difference
4653377#1,Daibutsu Tipitapa,Nicaragua,1,22-Jun-26,Below Threshold,SketchUp Pro 2021,Difference
4653391#1,Granjasol,Guatemala,1,22-Jun-26,Below Threshold,SketchUp 2025,Difference
4653484#1,Europlazaworld,Guatemala,1,22-Jun-26,Below Threshold,SketchUp 2026,Difference
4653509#1,Arteingenieriacr,Costa Rica,1,22-Jun-26,Below Threshold,SketchUp 2025,Difference
4628296#1,Grupo Logistico Empremar | Operador de Comercio Internacional,Nicaragua,1,06-Apr-26,Below Threshold,SketchUp 2026,Difference
4572499#1,Gary Duff Designs,Nicaragua,1,05-Apr-26,Below Threshold,SketchUp Pro 2022,Difference
