Case ID,Organization Name,Country,No. ofMachines,Last Event,Case Status,Products,Type
4543658#1,Subotexx,Mexico,2,08-Jun-26,Below Threshold,"SketchUp 2026, SketchUp Pro 2021",Difference
4334227#1,SUPERFICIES EFICIENTES,Mexico,1,08-Jun-26,Below Threshold,SketchUp Pro 2022,Difference
4649795#1,Nzmh,Nicaragua,1,08-Jun-26,Below Threshold,SketchUp Pro 2022,Difference
4575636#1,Leyora,Mexico,1,08-Jun-26,Unqualified,SketchUp 2026,Difference
4588737#1,Ingconstruccion,Mexico,1,08-Jun-26,Unqualified,"SketchUp 2025, SketchUp Pro 2020, SketchUp Pro 2021",Difference
4595906#1,Smartcontrol,Mexico,1,08-Jun-26,Below Threshold,SketchUp Pro 2023,Difference
1104465#1,Servic,Guatemala,2,07-Jun-26,Below Threshold,"SketchUp Pro 2017, SketchUp Pro 2020, SketchUp Pro 2021",Difference
905340#1,Hebron,Guatemala,2,07-Jun-26,Below Threshold,"SketchUp Pro 2017, SketchUp Pro 2021",Difference
4366990#1,Colegiosrsa,El Salvador,2,07-Jun-26,Aborted (Closed),"SketchUp Pro 2019, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Difference
4319783#1,Asociacion De Profesionales,Nicaragua,1,07-Jun-26,Below Threshold,SketchUp Pro 2021,Difference
4604498#1,Ihsa,Nicaragua,1,07-Jun-26,Below Threshold,SketchUp 2026,Difference
4455941#1,Itspepstudio,El Salvador,1,07-Jun-26,Unqualified,"SketchUp Pro 2019, SketchUp Pro 2023",Difference
4608890#1,Keruisteel,Dominican Republic,2,07-Jun-26,Unqualified,"SketchUp 2024, SketchUp 2026, SketchUp Pro 2023",Difference
1429799#1,Mueblesazof,Nicaragua,1,07-Jun-26,Unqualified,"SketchUp Pro 2018, SketchUp Pro 2020",Difference
4420944#1,Gruporayo,El Salvador,1,06-Jun-26,Below Threshold,SketchUp Pro 2022,Difference
4213159#1,Rmlmortgage,Honduras,1,06-Jun-26,Below Threshold,"SketchUp Pro 2017, SketchUp Pro 2021",Difference
4397663#1,Fachadasmodernas,Nicaragua,1,06-Jun-26,Below Threshold,SketchUp Pro 2022,Difference
4517687#1,Decovalird,Dominican Republic,1,06-Jun-26,Below Threshold,SketchUp Pro 2022,Difference
4551221#1,Netorgft6772438,Panama,1,06-Jun-26,Below Threshold,SketchUp 2025,Difference
4649492#1,Siscode,Guatemala,1,06-Jun-26,Below Threshold,SketchUp Pro 2022,Difference
4625806#1,Agroalpha,Honduras,1,06-Jun-26,Below Threshold,SketchUp 2026,Difference
4397162#1,Cajaseluniverso,Costa Rica,2,06-Jun-26,Aborted (Closed),"SketchUp Pro 2020, SketchUp Pro 2023",Difference
569779#1,Jacvpanama,Panama,1,06-Jun-26,Below Threshold,"SketchUp Make 2017, SketchUp Pro 2017",Difference
4649558#1,Indethn,Honduras,1,06-Jun-26,Below Threshold,SketchUp 2024,Difference
4589019#1,Construcciones Y Proyectos De Guatemala S.A.,Guatemala,1,06-Jun-26,Unqualified,SketchUp Pro 2021,Difference
3857067#1,Colegio Europeo S.A,Costa Rica,2,06-Jun-26,Aborted (Closed),SketchUp Pro 2019,Difference
4327603#1,Ecomrd,Dominican Republic,1,06-Jun-26,Unqualified,SketchUp Pro 2022,Difference
4488267#1,Srs,El Salvador,1,05-Jun-26,Below Threshold,SketchUp Pro 2023,Difference
4335906#1,Hondusabienesraices,Honduras,1,05-Jun-26,Below Threshold,SketchUp Pro 2022,Difference
4390052#1,Tasogroup,Panama,1,05-Jun-26,Unqualified,"SketchUp Pro 2020, SketchUp Pro 2022",Difference
4571281#1,Rimgas,Guatemala,1,05-Jun-26,Unqualified,SketchUp Pro 2023,Difference
4515980#1,Sieesacr,Costa Rica,1,05-Jun-26,Unqualified,SketchUp 2025,Difference
4472493#1,Novarquitectos,El Salvador,1,05-Jun-26,Unqualified,"SketchUp Pro 2021, SketchUp Pro 2023",Difference
4567217#1,Bremen,Panama,1,05-Jun-26,Below Threshold,SketchUp Pro 2023,Difference
3513867#1,Miracleplaypanama,Panama,2,05-Jun-26,Below Threshold,"SketchUp 2025, SketchUp Pro 2021",Difference
4336364#1,Luxuscr,Costa Rica,2,05-Jun-26,Below Threshold,"SketchUp 2024, SketchUp Pro 2022",Difference
4496718#1,Nativocr,Costa Rica,1,05-Jun-26,Below Threshold,SketchUp Pro 2022,Difference
2229726#1,Rocio Olivero & Assoc.,Dominican Republic,2,05-Jun-26,Unqualified,"SketchUp Pro 2018, SketchUp Pro 2022",Difference
4462347#1,Git,Dominican Republic,1,04-Jun-26,Below Threshold,SketchUp Pro 2022,Difference
4536809#1,Modulara01,Honduras,1,02-Jun-26,Unqualified,SketchUp Pro 2022,Difference
