Case ID,Organization Name,Country,No. ofMachines,Last Event,Case Status,Products,Type
4529871#1,Ckmechanical,Paraguay,9,13-Jun-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp 2026, SketchUp Pro 2019, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
2342297#1,Cooperativa Electrica De El Dorado,Argentina,3,13-Jun-26,Unqualified,"SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021",Outdated
4443114#1,Louder,Argentina,4,12-Jun-26,Below Threshold,"SketchUp Pro 2022, SketchUp Pro 2023",Outdated
3775140#2,La Ofrenda S.A,Colombia,7,12-Jun-26,Below Threshold,"SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022",Outdated
4443988#1,Aliss,Bolivia,5,12-Jun-26,Below Threshold,"SketchUp 2024, SketchUp Pro 2018, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
924187#1,Monica Mariana Alvarez Ravera,Chile,25,12-Jun-26,Below Threshold,"SketchUp Make 2016, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2021, SketchUp Pro 2022",Outdated
1093919#1,Seguros del Estado S.A.,Colombia,7,12-Jun-26,Below Threshold,"SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
1431716#1,Arquicon,Ecuador,3,12-Jun-26,Below Threshold,"SketchUp Pro 2017, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
713706#7,Simantec,Ecuador,98,12-Jun-26,Unqualified,"SketchUp 2024, SketchUp 2026, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
930649#1,Infinityec,Ecuador,20,12-Jun-26,Unqualified,"SketchUp 2025, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
2008387#1,Banco FIE,Bolivia,20,12-Jun-26,Unqualified,"SketchUp Make 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
2984994#1,esmet,Argentina,5,12-Jun-26,Unqualified,"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019",Outdated
651742#1,Camelia,Uruguay,30,12-Jun-26,Aborted (Closed),"SketchUp 2025, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
2006002#2,UVZ,Chile,3,12-Jun-26,Unqualified,"SketchUp 2024, SketchUp Pro 2017, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021",Outdated
4432504#1,Podcast,Bolivia,3,12-Jun-26,Unqualified,"SketchUp 2025, SketchUp Pro 2018, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
4517672#1,Service,Colombia,9,12-Jun-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp 2026, SketchUp Pro 2018, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
576406#1,Engees   ??? (IP),Argentina,5,12-Jun-26,Aborted (Closed),"SketchUp Make 2017, SketchUp Pro 2017",Outdated
1256518#1,Editarq Editorial,Argentina,15,12-Jun-26,Aborted (Closed),"SketchUp Make 2016, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022",Outdated
4330305#1,Siete Capas S.R.L.,Argentina,33,12-Jun-26,Unqualified,"SketchUp 2025, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
