Case ID,Organization Name,Country,No. ofMachines,Last Event,Case Status,Products,Type
4551800#1,140x8,Mexico,1,09-Jul-26,Below Threshold,SketchUp 2025,Difference
4522917#1,Grupo TTN,Guatemala,1,09-Jul-26,Below Threshold,SketchUp 2024,Difference
4651492#1,Bcmarketing,Mexico,1,09-Jul-26,Below Threshold,SketchUp 2024,Difference
4545157#1,Lasallesaltillo,Mexico,1,09-Jul-26,Aborted (Closed),SketchUp 2025,Difference
4577080#1,Preconcretoacsa,Mexico,1,09-Jul-26,Unqualified,SketchUp 2024,Difference
4547610#1,Rydjdesign,Mexico,2,09-Jul-26,Below Threshold,"SketchUp 2026, SketchUp Pro 2023",Difference
4536992#1,Gruposilifa,Mexico,1,09-Jul-26,Unqualified,SketchUp 2025,Difference
4592845#1,Pdp25,Mexico,1,09-Jul-26,Below Threshold,"SketchUp Pro 2020, SketchUp Pro 2023",Difference
4600989#1,Optimizationhp,Mexico,1,09-Jul-26,Below Threshold,SketchUp 2026,Difference
4565709#1,Bhuber,Mexico,1,09-Jul-26,Below Threshold,SketchUp 2025,Difference
4604897#1,Mapasin,Mexico,1,09-Jul-26,Below Threshold,"SketchUp 2025, SketchUp 2026",Difference
4657345#1,Urbania,Panama,1,08-Jul-26,Below Threshold,SketchUp 2025,Difference
4657331#1,Corporaciond,Costa Rica,1,08-Jul-26,Below Threshold,SketchUp 2026,Difference
4565134#1,Lorisanic,Nicaragua,1,08-Jul-26,Below Threshold,SketchUp 2025,Difference
4657051#1,Pithonduras,Honduras,1,07-Jul-26,Below Threshold,SketchUp Pro 2017,Difference
4657144#1,Calzatica Importaciones LM,Costa Rica,1,02-Jul-26,Below Threshold,SketchUp 2024,Difference
4533890#1,Gpnicaragua,Nicaragua,1,26-Feb-26,Below Threshold,SketchUp 2024,Difference
4606808#1,Consultecltda,Nicaragua,1,25-Feb-26,Below Threshold,SketchUp 2026,Difference
4606776#1,John Curtis Hite,Nicaragua,1,24-Feb-26,Below Threshold,SketchUp Pro 2021,Difference
4329531#1,Puntoideal,Nicaragua,2,19-Feb-26,Aborted (Closed),SketchUp Pro,Difference
4486036#1,Setsanicaragua,Nicaragua,1,08-Feb-26,Below Threshold,SketchUp Pro,Difference
4461070#1,Edc,Nicaragua,1,04-Feb-26,Below Threshold,SketchUp Pro,Difference
4594843#1,Sapienta,Dominican Republic,1,07-Jan-26,Aborted (Closed),SketchUp Pro,Difference
4572715#1,Rvdcgroup,Dominican Republic,1,06-Jan-26,Aborted (Closed),SketchUp Pro,Difference
4536965#1,Wiild T. A . Security,Dominican Republic,1,24-Dec-25,Aborted (Closed),SketchUp Pro,Difference
4591980#1,Bibienterprises,Dominican Republic,1,22-Dec-25,Aborted (Closed),SketchUp Pro,Difference
4570139#1,Enardec,Dominican Republic,1,19-Dec-25,Aborted (Closed),SketchUp Pro,Difference
4568359#1,Localbim,Dominican Republic,1,16-Dec-25,Aborted (Closed),SketchUp Pro,Difference
4573919#1,Trueshore,Dominican Republic,1,14-Dec-25,Aborted (Closed),SketchUp Pro,Difference
4580453#1,Iplpty,Panama,1,15-Nov-25,Aborted (Closed),SketchUp Pro,Difference
4492500#1,Nexadigi,Panama,1,11-Nov-25,Aborted (Closed),SketchUp Pro,Difference
4585906#1,465a0242-8679-4abc-B769-C757fe7bf08f,Panama,1,09-Nov-25,Aborted (Closed),SketchUp Pro,Difference
4578147#1,Itservicespanama,Panama,1,07-Nov-25,Aborted (Closed),SketchUp Pro,Difference
4577230#1,"Gesproban, S.A.",Panama,1,04-Nov-25,Aborted (Closed),SketchUp Pro,Difference
4554662#1,CONELECSA,Guatemala,1,30-Sep-25,Aborted (Closed),SketchUp Pro,Difference
3887578#1,Asin,Honduras,1,24-Sep-25,Aborted (Closed),SketchUp Pro,Difference
4550272#1,Industriasorce,Guatemala,1,23-Sep-25,Aborted (Closed),SketchUp Pro,Difference
4547468#1,Dirección de Atención y Asistencia al Consumidor -DIACO-,Guatemala,1,18-Sep-25,Aborted (Closed),SketchUp Pro,Difference
4550290#1,Doubleltransport,Honduras,1,18-Sep-25,Aborted (Closed),SketchUp Pro,Difference
4522452#1,Estrateis,Guatemala,1,16-Sep-25,Aborted (Closed),SketchUp Pro,Difference
4584596#1,3ecedd9e-A2f8-4587-Acb7-F6e966a75463,Honduras,1,13-Sep-25,Aborted (Closed),SketchUp Pro,Difference
4549833#1,Diforza International S.A.,Guatemala,1,07-Sep-25,Aborted (Closed),SketchUp Pro,Difference
4521522#1,Fvarchitects,Honduras,1,11-Sep-25,Aborted (Closed),SketchUp Pro,Difference
4546847#1,Grupoinpono,Honduras,1,21-Aug-25,Aborted (Closed),SketchUp Pro,Difference
4611998#1,Itcomsa,Panama,1,27-Oct-25,Aborted (Closed),SketchUp Pro 2023,Difference
