Case ID,Organization Name,Country,No. ofMachines,Last Event,Case Status,Products
4598670#1,Virgilian Limited,Mexico,5,29-May-26,Unqualified,"SketchUp 2024, SketchUp Pro 2023"
4544883#1,Technicaenergy,Nicaragua,1,29-May-26,Below Threshold,SketchUp Pro 2022
4573379#1,Ccee,Guatemala,1,28-May-26,Below Threshold,SketchUp Pro 2023
2445824#2,Azucarera La Grecia,Honduras,4,28-May-26,Below Threshold,"SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022"
4576372#1,Pulsokreativo,Panama,1,28-May-26,Unqualified,"SketchUp Pro 2017, SketchUp Pro 2021, SketchUp Pro 2022"
4606451#1,Copasapma,Panama,1,28-May-26,Below Threshold,SketchUp 2026
4573428#1,AJEDE Ipala,Guatemala,1,28-May-26,Unqualified,SketchUp Pro 2022
4641218#1,Roel,Honduras,1,28-May-26,Below Threshold,SketchUp Pro 2021
4435695#1,Sanchezsa,Nicaragua,2,28-May-26,Below Threshold,SketchUp Pro 2022
4480581#1,Tigobusiness,Honduras,9,28-May-26,Unqualified,"SketchUp Pro 2021, SketchUp Pro 2022"
4546427#1,Agrologico,Nicaragua,2,28-May-26,Below Threshold,"SketchUp 2025, SketchUp Pro 2023"
4550398#1,Iciaelsalvador,El Salvador,1,28-May-26,Unqualified,SketchUp Pro 2023
4535501#1,Ysintern,Panama,1,28-May-26,Below Threshold,SketchUp 2025
4579597#1,Figurati,Guatemala,1,28-May-26,Unqualified,SketchUp Pro 2022
4647480#1,Petitos,El Salvador,1,28-May-26,Below Threshold,SketchUp Pro 2023
4647371#1,Selecom,Guatemala,1,28-May-26,Below Threshold,SketchUp Pro 2022
4547363#1,Tadudesingstudio,Dominican Republic,1,28-May-26,Unqualified,"SketchUp Pro 2021, SketchUp Pro 2023"
4647518#1,Construccionesintegralescr,Costa Rica,1,28-May-26,Below Threshold,SketchUp 2025
4502832#1,Intendencia,Nicaragua,1,28-May-26,Unqualified,"SketchUp Pro 2022, SketchUp Pro 2023"
4554074#1,ASECSA,Nicaragua,1,28-May-26,Unqualified,"SketchUp 2025, SketchUp Pro 2020, SketchUp Pro 2021"
4600830#1,Apartamentosrd,Dominican Republic,1,28-May-26,Below Threshold,SketchUp Pro 2023
4582376#1,Amaditas,Dominican Republic,1,27-May-26,Unqualified,"SketchUp Pro 2021, SketchUp Pro 2023"
3931160#1,Bip,Honduras,2,27-May-26,Below Threshold,"SketchUp Pro 2019, SketchUp Pro 2023"
4553745#1,Hrcasinopuntacana,Dominican Republic,1,27-May-26,Below Threshold,SketchUp Pro 2022
4588751#1,Carpentercord,Dominican Republic,1,27-May-26,Unqualified,SketchUp Pro 2023
4602739#1,Espaciomura,Honduras,1,27-May-26,Unqualified,SketchUp Pro 2023
3439585#1,Nlcs,El Salvador,2,27-May-26,Aborted (Closed),"SketchUp Pro 2020, SketchUp Pro 2022"
4631957#1,Jam Van Inc,Nicaragua,1,27-May-26,Below Threshold,"SketchUp 2024, SketchUp 2025, SketchUp 2026"
4647279#1,Hasaingenieros,Nicaragua,1,27-May-26,Below Threshold,SketchUp 2024
4521499#1,In1cio,Honduras,2,27-May-26,Unqualified,"SketchUp 2025, SketchUp Pro 2021, SketchUp Pro 2023"
4552503#1,Construccionesnabla,El Salvador,1,27-May-26,Below Threshold,SketchUp Pro 2023
2191140#1,CEM-JWT,Nicaragua,3,27-May-26,Below Threshold,"SketchUp 2024, SketchUp 2026, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022"
4602471#1,"Renta Equipos, S A",Panama,1,27-May-26,Below Threshold,SketchUp 2024
4535822#1,Visbeen Architects,Costa Rica,1,27-May-26,Unqualified,SketchUp 2025
4573495#1,Pieragregis,Dominican Republic,2,27-May-26,Unqualified,"SketchUp 2025, SketchUp Pro 2023"
4582459#1,Jennninireyes,Panama,1,27-May-26,Unqualified,SketchUp 2025
4605702#1,Yasgroupsrl,Dominican Republic,1,27-May-26,Unqualified,SketchUp Pro 2023
4570421#1,Lera,Costa Rica,1,27-May-26,Unqualified,SketchUp Pro 2023
4647234#1,Arkemaspeelvoorzieningen,Panama,1,27-May-26,Below Threshold,SketchUp Pro 2023
893659#1,Academia Europea,Nicaragua,8,27-May-26,Aborted (Closed),"SketchUp Pro 2018, SketchUp Pro 2022"
4639025#1,Asodecrd,Dominican Republic,1,27-May-26,Unqualified,SketchUp Pro 2023
4599003#1,Jomabalza,Panama,2,27-May-26,Below Threshold,"SketchUp Pro 2022, SketchUp Pro 2023"
4645653#1,11desarrollos,El Salvador,1,27-May-26,Below Threshold,SketchUp 2025
4494107#1,Xclusivosfilms,Dominican Republic,1,26-May-26,Below Threshold,SketchUp Pro 2023
4463111#1,Imprex Sps,Honduras,1,26-May-26,Below Threshold,SketchUp Pro 2021
918504#2,Spartangeek,Guatemala,1,26-May-26,Unqualified,SketchUp 2024
4543761#1,Proyectomca,Guatemala,1,26-May-26,Below Threshold,SketchUp Pro 2022
4552849#1,Spacesaverlatam,Panama,2,26-May-26,Below Threshold,SketchUp 2025
4575435#1,Woodinteriorspma,Panama,1,26-May-26,Below Threshold,SketchUp Pro 2023
4531694#1,Corpan S.A. De C.V.,El Salvador,1,26-May-26,Unqualified,SketchUp Pro 2021
4544239#1,Net,El Salvador,2,26-May-26,Below Threshold,"SketchUp 2026, SketchUp Pro 2021"
4543465#1,Amayapccorp,Honduras,1,26-May-26,Unqualified,"SketchUp Pro 2021, SketchUp Pro 2022"
4647092#1,Pasp,Dominican Republic,1,26-May-26,Below Threshold,SketchUp 2025
4603570#1,Lundgrengroup,Panama,1,26-May-26,Below Threshold,"SketchUp Pro 2017, SketchUp Pro 2023"
4582069#1,Creaimpresiones,Guatemala,1,26-May-26,Below Threshold,SketchUp 2024
768669#3,Bra,Honduras,2,26-May-26,Below Threshold,"SketchUp 2026, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021"
4571084#1,Ldisrael,El Salvador,1,26-May-26,Aborted (Closed),SketchUp Pro 2023
4551466#1,Galezagroup,Guatemala,1,26-May-26,Below Threshold,SketchUp Pro 2022
4643073#1,Prefanahuat,El Salvador,1,26-May-26,Below Threshold,SketchUp 2025
4596296#1,Sensatostudio,Guatemala,1,25-May-26,Unqualified,"SketchUp 2025, SketchUp 2026, SketchUp Pro 2021"
4646652#1,Arqstudio29,Costa Rica,1,25-May-26,Below Threshold,SketchUp 2026
4646628#1,6e85dc62-F5eb-497d-9dbb-525fe5e23326,Costa Rica,1,25-May-26,Aborted (Closed),SketchUp Pro 2021
4565439#1,Decokasastudio,Costa Rica,1,25-May-26,Unqualified,SketchUp Pro 2023
4567346#1,Rivalcr,Costa Rica,1,25-May-26,Below Threshold,SketchUp 2025
4601513#1,Amarquitectoscr,Costa Rica,1,22-May-26,Below Threshold,SketchUp 2026
4645632#1,Holyredeemerschool,Belize,1,19-May-26,Aborted (Closed),SketchUp Pro 2023
4461803#1,Xllie,Belize,1,18-May-26,Below Threshold,SketchUp Pro 2023
4621555#1,Arguellesarchitects,Belize,1,10-May-26,Below Threshold,SketchUp 2025
4599190#1,The Key Guys Pty Ltd,Belize,1,05-May-26,Below Threshold,SketchUp Pro 2023
4626520#1,Cjc,Belize,1,02-Apr-26,Aborted (Closed),SketchUp 2025
4436476#1,Belize Adventist Junior College,Belize,1,31-Mar-26,Aborted (Closed),"SketchUp Pro 2021, SketchUp Pro 2022"
4442663#1,Puc,Belize,1,15-Dec-25,Below Threshold,SketchUp Pro
4485567#1,Bzesigns,Belize,1,23-Oct-25,Aborted (Closed),SketchUp Pro
2129546#1,Big Creek Group - Main Offices,Belize,2,18-Jun-25,Aborted (Closed),SketchUp Pro
