Case ID,Organization Name,Country,No. ofMachines,Last Event,Case Status,Products
4590641#1,Arquitectonicapd,Mexico,1,30-May-26,Below Threshold,SketchUp 2025
591418#2,Atmosfera,Mexico,2,30-May-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp Pro 2020, SketchUp Pro 2022"
4607892#1,Timewall,Mexico,1,30-May-26,Below Threshold,SketchUp 2025
4606338#1,Nuance,Mexico,3,30-May-26,Below Threshold,"SketchUp 2025, SketchUp Pro 2022"
4533434#1,Etramx,Mexico,1,30-May-26,Below Threshold,SketchUp 2025
4646263#1,Siete40,Mexico,1,30-May-26,Below Threshold,SketchUp 2025
4643399#1,Stillframerender,Mexico,1,30-May-26,Below Threshold,SketchUp 2025
4644476#1,Motored Fibra S.A. De C.V.,Mexico,1,30-May-26,Below Threshold,SketchUp Pro 2021
4637118#1,Paulinaamozurrutia,Mexico,1,30-May-26,Below Threshold,"SketchUp 2025, SketchUp 2026"
4641824#1,Inesss,Mexico,1,30-May-26,Below Threshold,SketchUp 2024
4551084#1,"E-Logic, Inc.",Mexico,1,30-May-26,Below Threshold,"SketchUp 2025, SketchUp 2026"
4592563#1,Pesaingenieria,Mexico,1,30-May-26,Below Threshold,SketchUp 2024
4608247#1,Vermanga,Mexico,1,30-May-26,Below Threshold,SketchUp 2025
4537947#1,Ferrymac,Mexico,1,30-May-26,Below Threshold,"SketchUp 2025, SketchUp Pro 2020"
4606730#1,Vincent Memorial High School,Mexico,2,30-May-26,Aborted (Closed),"SketchUp 2024, SketchUp Pro 2020"
4636650#1,Eisneramper,Mexico,1,30-May-26,Below Threshold,SketchUp Pro 2023
4532178#1,Multiserviciosgodmart,Nicaragua,1,29-May-26,Below Threshold,SketchUp Pro 2022
4546580#1,Insumatcr,Costa Rica,1,29-May-26,Below Threshold,SketchUp Pro 2023
4630887#1,Sermagro,Guatemala,1,29-May-26,Below Threshold,SketchUp Pro 2022
3510608#1,Thl,Belize,2,29-May-26,Aborted (Closed),SketchUp Pro 2021
3272577#1,Franciscanschool,Honduras,2,29-May-26,Aborted (Closed),"SketchUp Pro 2020, SketchUp Pro 2022"
4546810#1,Monipetras,El Salvador,1,29-May-26,Below Threshold,SketchUp 2024
4529496#1,Tendenzza Acabados,Costa Rica,1,29-May-26,Unqualified,SketchUp 2024
4552379#1,Victor,Mexico,1,29-May-26,Unqualified,"SketchUp 2025, SketchUp Pro 2020"
4584225#1,Angular,Mexico,1,29-May-26,Below Threshold,SketchUp 2024
4531326#1,Dcdenergycooling,Mexico,2,29-May-26,Below Threshold,SketchUp 2025
