Case ID,Organization Name,Country,No. ofMachines,Last Event,Case Status,Products,Type
4653403#1,Consorciotibitoc,Colombia,1,30-Jun-26,Below Threshold,SketchUp Pro 2022,Difference
4655471#1,Santenor,Chile,1,30-Jun-26,Below Threshold,SketchUp Pro 2022,Difference
4651404#1,Sanmiguel,Uruguay,1,30-Jun-26,Aborted (Closed),SketchUp Pro 2023,Difference
4655432#1,Netdelsur,Chile,1,30-Jun-26,Below Threshold,SketchUp Pro 2020,Difference
4603226#1,Magic Technology,Bolivia,1,29-Jun-26,Below Threshold,SketchUp Pro 2022,Difference
4609923#1,Cesantiapn,Ecuador,2,29-Jun-26,Below Threshold,SketchUp Pro 2017,Difference
4649964#1,Massco,Chile,1,29-Jun-26,Below Threshold,SketchUp Pro 2022,Difference
4652126#1,Wvlc,Ecuador,1,29-Jun-26,Below Threshold,SketchUp Pro 2018,Difference
4654920#1,Financierosam,Ecuador,1,29-Jun-26,Below Threshold,SketchUp 2025,Difference
4653195#1,Livinglearninglab,Ecuador,1,29-Jun-26,Aborted (Closed),SketchUp Pro 2023,Difference
4651844#1,Servcuyab,Ecuador,1,29-Jun-26,Below Threshold,SketchUp 2025,Difference
4655211#1,Mahafu,Paraguay,1,29-Jun-26,Below Threshold,SketchUp Pro 2021,Difference
4655215#1,Cristembo,Bolivia,1,29-Jun-26,Below Threshold,SketchUp 2025,Difference
4655162#1,Sabyl,Uruguay,1,29-Jun-26,Below Threshold,SketchUp Pro 2023,Difference
4655164#1,Rojoarqs,Uruguay,1,29-Jun-26,Below Threshold,SketchUp Pro 2023,Difference
4584342#1,Switchon,Paraguay,1,28-Jun-26,Unqualified,"SketchUp Pro 2021, SketchUp Pro 2022",Difference
4594771#1,Oringenieria,Paraguay,1,28-Jun-26,Below Threshold,SketchUp 2025,Difference
4579914#1,Vidriodiseno,Paraguay,1,28-Jun-26,Below Threshold,"SketchUp 2025, SketchUp Pro 2021",Difference
4644995#1,Edusantajuana,Chile,1,28-Jun-26,Below Threshold,SketchUp Pro 2022,Difference
4642003#1,Kleber Luis Charco Iniguez,Ecuador,1,28-Jun-26,Below Threshold,SketchUp Pro 2021,Difference
4654895#1,Onelab,Chile,1,28-Jun-26,Below Threshold,SketchUp 2025,Difference
4574073#1,Meliora,Bolivia,1,27-Jun-26,Unqualified,SketchUp Pro 2022,Difference
4654716#1,Del Pozo Silva Sebastian Raul,Ecuador,1,27-Jun-26,Below Threshold,SketchUp 2024,Difference
4587106#1,Dibari,Bolivia,1,26-Jun-26,Unqualified,SketchUp 2025,Difference
4608423#1,DIVISACRUZ SRL. Sucursal 1 Cuatro Cañadas,Bolivia,1,26-Jun-26,Below Threshold,SketchUp 2025,Difference
4651283#1,Sarandi,Uruguay,1,25-Jun-26,Below Threshold,SketchUp Pro 2023,Difference
4654259#1,Palladiocde,Paraguay,1,25-Jun-26,Below Threshold,SketchUp Pro 2023,Difference
4650158#1,Igestal,Uruguay,1,25-Jun-26,Below Threshold,SketchUp Pro 2023,Difference
4598819#1,Abscapco,Uruguay,1,25-Jun-26,Below Threshold,SketchUp Pro 2023,Difference
4629434#1,Canogroupsa,Paraguay,1,24-Jun-26,Below Threshold,SketchUp Pro 2022,Difference
4654127#1,Kazapracownia,Uruguay,1,24-Jun-26,Below Threshold,SketchUp Pro 2023,Difference
4651176#1,Trespilares,Paraguay,1,23-Jun-26,Below Threshold,SketchUp Pro 2023,Difference
4653795#1,Potensa,Paraguay,1,23-Jun-26,Below Threshold,SketchUp 2024,Difference
4653819#1,Modernatx,Uruguay,1,23-Jun-26,Below Threshold,SketchUp Pro 2023,Difference
4639166#1,Aedisarchitects,Uruguay,2,22-Jun-26,Below Threshold,"SketchUp Pro 2022, SketchUp Pro 2023",Difference
4653216#1,Trinseocorp,Uruguay,1,21-Jun-26,Below Threshold,SketchUp Pro 2022,Difference
4583042#1,Descom,Bolivia,1,25-Jun-26,Below Threshold,SketchUp 2024,Difference
4650312#1,Agimex,Bolivia,1,24-Jun-26,Below Threshold,SketchUp Pro 2023,Difference
4566248#1,Datumingenieria,Chile,1,28-Jun-26,Below Threshold,SketchUp Pro 2022,Difference
4650652#1,Mming,Chile,1,28-Jun-26,Below Threshold,SketchUp 2024,Difference
4652501#1,Lenf Arquitectura,Ecuador,1,26-Jun-26,Unqualified,SketchUp Pro 2021,Difference
4607185#1,Gigabitpy,Paraguay,1,16-Jun-26,Unqualified,SketchUp Pro 2021,Difference
