Case ID,Organization Name,Country,No. ofMachines,Last Event,Case Status,Products
955647#1,Pty,Panama,21,03-Jun-26,Unqualified,"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
651072#1,Nomadaarq,Costa Rica,3,03-Jun-26,Below Threshold,"SketchUp 2024, SketchUp 2025, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021"
672586#1,WestRock Brazil,Nicaragua,24,02-Jun-26,Aborted (Closed),"SketchUp 2024, SketchUp 2025, SketchUp Make 2016, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022"
734000#1,Itsc,Dominican Republic,32,02-Jun-26,Aborted (Closed),"SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
1531245#1,LêCleire,Guatemala,5,02-Jun-26,Below Threshold,"SketchUp 2025, SketchUp Pro 2017, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022"
3269158#1,Promociones Acertadas,El Salvador,3,02-Jun-26,Below Threshold,"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2021"
1627639#1,33 Marketing,Costa Rica,14,02-Jun-26,Below Threshold,"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021"
889350#1,Honduprintvanguardia,Honduras,7,02-Jun-26,Below Threshold,"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2023"
2201183#1,Only Domains,Guatemala,16,02-Jun-26,Unqualified,"SketchUp 2025, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
1999370#1,BTL Marketing,Nicaragua,16,02-Jun-26,Unqualified,"SketchUp 2024, SketchUp 2026, SketchUp Pro 2017, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
3397782#1,Distribuidora Multinacional,Honduras,16,02-Jun-26,Unqualified,"SketchUp 2024, SketchUp 2026, SketchUp Pro 2018, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
3399955#1,Chavon,Dominican Republic,15,02-Jun-26,Aborted (Closed),"SketchUp 2024, SketchUp 2025, SketchUp Make 2017, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
1099111#1,Cooperativa de Electrificacion Rural de Alfaro Ruiz R.L.,Costa Rica,48,02-Jun-26,Below Threshold,"SketchUp Make 2017, SketchUp Pro 2016, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
515817#1,Alucom,Honduras,29,02-Jun-26,Unqualified,"SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021"
4334301#1,Ftaires,El Salvador,9,02-Jun-26,Unqualified,"SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
2488508#1,lunata,Nicaragua,17,02-Jun-26,Unqualified,"SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
482192#1,INMARK,El Salvador,5,02-Jun-26,Unqualified,"SketchUp 2025, SketchUp Pro 2016, SketchUp Pro 2018, SketchUp Pro 2021"
4552095#1,Lnc,Panama,4,02-Jun-26,Below Threshold,"SketchUp 2025, SketchUp 2026"
4550240#1,Corporacionmac,Panama,3,02-Jun-26,Unqualified,SketchUp 2025
4298299#1,Linarestechnology,Dominican Republic,10,02-Jun-26,Unqualified,"SketchUp Pro 2018, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022"
4252252#1,Pintropical,Dominican Republic,6,02-Jun-26,Unqualified,"SketchUp Pro 2018, SketchUp Pro 2021"
1710885#1,Hn,Panama,19,02-Jun-26,Unqualified,"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
1797926#1,Quality Poultry Products,Belize,5,25-May-26,Unqualified,"SketchUp Make 2017, SketchUp Pro 2021"
726305#2,Dga Ericsson,Belize,5,25-May-26,Unqualified,"SketchUp Make 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022"
2249518#1,Dga Test Seck,Belize,4,19-May-26,Unqualified,"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2022"
803396#1,Total Business Solutions Limited,Belize,21,19-Mar-26,Below Threshold,"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023"
