Case ID,Organization Name,Country,No. ofMachines,Last Event,Case Status,Products,Type
4417950#1,Cbolivar,Colombia,7,15-Jun-26,Unqualified,"SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
4155265#1,Consultora Tecnica Aramayo Y Asociados,Bolivia,3,15-Jun-26,Unqualified,"SketchUp Pro 2019, SketchUp Pro 2021",Outdated
651575#1,Constructora Ingesep Ltda,Chile,4,15-Jun-26,Unqualified,"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2021",Outdated
3439061#1,Uecavanis,Ecuador,3,15-Jun-26,Aborted (Closed),"SketchUp Pro 2019, SketchUp Pro 2022",Outdated
982174#1,Maria Tereza Perez,Bolivia,89,15-Jun-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp 2026, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
2390651#1,Cne,Chile,4,15-Jun-26,Below Threshold,"SketchUp 2025, SketchUp Make 2017, SketchUp Pro 2020, SketchUp Pro 2023",Outdated
4368784#1,Giampaolo,Argentina,93,15-Jun-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp 2026, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
2464932#1,Uestar,Ecuador,10,15-Jun-26,Aborted (Closed),"SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
1871317#1,Luis Losi S A,Argentina,4,15-Jun-26,Below Threshold,"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2021, SketchUp Pro 2022",Outdated
1834205#2,Goals S.A,Peru,16,15-Jun-26,Unqualified,"SketchUp 2025, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022",Outdated
947074#1,Hospital Curico,Chile,10,15-Jun-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2023",Outdated
2919603#1,Losadaasoc,Argentina,3,15-Jun-26,Below Threshold,"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2023",Outdated
1078880#1,Geotecnia y Cimientos SA,Argentina,5,15-Jun-26,Unqualified,"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2021, SketchUp Pro 2022",Outdated
4423182#1,Ute,Ecuador,11,15-Jun-26,Aborted (Closed),"SketchUp 2024, SketchUp 2026, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
1075982#1,I. Municipalidad de Quintero,Chile,4,15-Jun-26,Below Threshold,"SketchUp 2025, SketchUp 2026, SketchUp Pro 2018",Outdated
4505984#1,Dlpasia,Argentina,35,15-Jun-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp 2026, SketchUp Pro 2017, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
4461557#1,Grafico,Argentina,4,15-Jun-26,Unqualified,"SketchUp 2026, SketchUp Pro 2021, SketchUp Pro 2022",Outdated
1795766#1,Cawarquitectos,Chile,19,15-Jun-26,Unqualified,"SketchUp 2024, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
4338970#1,Bxss,Peru,20,15-Jun-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp 2026, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
939725#1,AF arquitectura,Chile,4,15-Jun-26,Unqualified,"SketchUp Pro 2017, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2023",Outdated
1598900#1,heroes del cenepa s.a.c.,Peru,34,15-Jun-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
2465612#1,Network Security Systems S.A.C.,Peru,4,15-Jun-26,Below Threshold,"SketchUp 2025, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022",Outdated
408456#3,UMSS Universidad Mayor de San Simón,Bolivia,51,15-Jun-26,Aborted (Closed),"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
4372938#1,On365,Peru,52,15-Jun-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp 2026, SketchUp Pro 2018, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
2473914#1,Centerhost,Peru,73,15-Jun-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
4370150#1,Digicuentasclub,Chile,6,15-Jun-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
1607154#1,Lorgio Serrate Vaca Diez,Bolivia,5,15-Jun-26,Unqualified,"SketchUp Make 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
1189566#1,Agricola Barries Rio Bueno S.A.,Chile,17,15-Jun-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp 2026, SketchUp Pro 2018, SketchUp Pro 2020, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
796215#3,"Diplomado en Comunicación en Sexualidad, Afectividad y ...",Chile,94,15-Jun-26,Aborted (Closed),"SketchUp 2024, SketchUp 2025, SketchUp 2026, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
4395979#1,Missgrand,Peru,8,15-Jun-26,Unqualified,"SketchUp 2025, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
520680#1,Universidad Mayor De San Andres,Bolivia,64,15-Jun-26,Aborted (Closed),"SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
1414915#1,Igproyectos,Peru,7,15-Jun-26,Unqualified,"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
424357#2,Universidad Autonoma Gabriel Rene Moreno,Bolivia,19,14-Jun-26,Aborted (Closed),"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022",Outdated
4399640#1,Intercommerce,Ecuador,10,14-Jun-26,Unqualified,"SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2019, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
672413#1,Uti,Ecuador,52,14-Jun-26,Aborted (Closed),"SketchUp 2025, SketchUp Make 2017, SketchUp Pro 2016, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
2514316#1,Educar,Ecuador,4,14-Jun-26,Aborted (Closed),"SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021",Outdated
3259027#1,Ccs,Bolivia,6,14-Jun-26,Aborted (Closed),"SketchUp 2026, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022",Outdated
1855783#1,National Cadastre,Uruguay,5,14-Jun-26,Unqualified,"SketchUp Pro 2017, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2023",Outdated
4371639#1,Libraryh3lp,Bolivia,64,14-Jun-26,Aborted (Closed),"SketchUp 2024, SketchUp 2025, SketchUp 2026, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
4329907#1,Pixellec S.A.,Ecuador,4,14-Jun-26,Unqualified,"SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
424009#2,Banco Central De Bolivia,Bolivia,30,14-Jun-26,Unqualified,"SketchUp 2025, SketchUp Pro 2017, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
1009978#1,Heisecke & Cía,Paraguay,5,14-Jun-26,Unqualified,"SketchUp Pro 2017, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2023",Outdated
2362732#4,S Y E Sistemas Empresariales Y Contables,Ecuador,8,14-Jun-26,Unqualified,"SketchUp 2025, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2023",Outdated
1679062#1,Sisep,Bolivia,71,14-Jun-26,Unqualified,"SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
707470#1,Ngo,Paraguay,8,14-Jun-26,Unqualified,"SketchUp 2024, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
2417616#1,Century 21 Paraguay,Paraguay,9,13-Jun-26,Below Threshold,"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
522325#1,GOMEZ ABENTE CONSTRUCCIONES,Paraguay,63,13-Jun-26,Unqualified,"SketchUp 2025, SketchUp 2026, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
3568096#1,Ylkht,Paraguay,3,13-Jun-26,Below Threshold,"SketchUp 2025, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2023",Outdated
4401954#1,Onepixelbrush,Paraguay,3,13-Jun-26,Unqualified,"SketchUp Pro 2022, SketchUp Pro 2023",Outdated
603858#1,Bravaestudio,Paraguay,11,13-Jun-26,Unqualified,"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022",Outdated
4323301#1,2160x2700,Paraguay,10,13-Jun-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp 2026, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
2279209#1,Rotesma,Paraguay,5,12-Jun-26,Below Threshold,"SketchUp 2024, SketchUp 2025, SketchUp Pro 2018, SketchUp Pro 2022",Outdated
1660782#1,Unorte,Uruguay,18,12-Jun-26,Aborted (Closed),"SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
3253937#1,PRO Accesorios,Uruguay,47,10-Jun-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp 2026, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
798744#1,Jean-Luc Schneider,Uruguay,29,09-Jun-26,Aborted (Closed),"SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022",Outdated
1841343#1,GEOCOM,Uruguay,9,09-Jun-26,Unqualified,"SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2021, SketchUp Pro 2022",Outdated
1283783#1,Divinosa,Uruguay,4,08-Jun-26,Aborted (Closed),"SketchUp 2024, SketchUp Pro 2018, SketchUp Pro 2019",Outdated
4489618#1,Solaromgmt,Uruguay,6,07-Jun-26,Unqualified,"SketchUp 2025, SketchUp 2026, SketchUp Pro 2020, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
886537#1,Fq,Uruguay,9,05-Jun-26,Aborted (Closed),"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022",Outdated
1158775#1,Zona M proyectos en madera,Uruguay,3,03-Jun-26,Below Threshold,"SketchUp 2024, SketchUp 2026, SketchUp Pro 2017",Outdated
4516809#1,Ucu,Uruguay,3,03-Jun-26,Aborted (Closed),SketchUp Pro 2022,Outdated
