Case ID,External Case ID,Tags,Name,Organization,Entity,# Total Machines,# Recent Machines,# Approved Machines,First Event,Last Event,Case Tier,Case Investigators,Investigation Status,Data Score,Website,Industry,Actionable Domain,Region,Country,Source Status,Automation Status,Investigation Status Last Updated At,Created,Updated,custom_fields.NNS Potential,custom_fields.NNS_Potential
8807797,903684#1,"LATAM, Costa Rica",Instituto Nacional de Aprendizaje,Instituto Nacional de Aprendizaje,,4,4,0,2017-08-30 08:14 PM ,2023-05-30 12:57 PM ,1,,,18,,,,,,,APPROVABLE,,2025-06-04 03:58 PM ,2026-03-17 06:46 AM ,,
2733900,902227#1,"LATAM, Costa Rica",Admsdh,Admsdh,,9,9,0,2017-11-22 11:16 PM ,2023-11-22 03:26 PM ,1,,,45,,,,,,,APPROVABLE,,2024-01-30 08:40 PM ,2026-03-17 06:46 AM ,,
8898157,899703#1,"LATAM, Panama",Round Table Capital S.A.,Round Table Capital S.A.,,3,3,0,2018-03-15 05:26 PM ,2023-01-14 02:50 AM ,4,,,4,,,,,,,APPROVABLE,,2025-06-07 08:12 PM ,2026-03-17 06:44 AM ,,
4484949,898304#1,"LATAM, Dominican Republic",Ministerio De Industria Y Comercio,Ministerio De Industria Y Comercio,,6,6,0,2018-05-16 01:05 PM ,2023-12-15 07:01 AM ,1,,,17,,,,,,,APPROVABLE,,2024-05-14 05:43 PM ,2026-03-17 06:43 AM ,,
6763945,896427#1,"LATAM, Guatemala",Grupo Del Trio S.A.,Grupo Del Trio S.A.,,5,5,0,2018-04-17 01:25 AM ,2023-10-13 10:37 PM ,1,,,21,,,,,,,APPROVABLE,,2024-12-17 08:54 PM ,2026-03-17 06:42 AM ,,
8900624,894257#1,"LATAM, Guatemala",Banco Inmobiliario S.A.,Banco Inmobiliario S.A.,,4,4,0,2018-05-25 05:22 PM ,2023-05-25 04:48 PM ,1,,,20,,,,,,,APPROVABLE,,2025-06-07 08:40 PM ,2026-03-17 06:41 AM ,,
8898901,889539#1,"LATAM, El Salvador",Impresos Multiples S.A de C.V,Impresos Multiples S.A de C.V,,4,4,0,2018-04-19 09:36 PM ,2023-02-17 12:11 AM ,1,,,11,,,,,,,APPROVABLE,,2025-06-07 08:20 PM ,2026-03-17 06:39 AM ,,
8899917,889557#1,"LATAM, Guatemala",Incomel,Incomel,,5,5,0,2018-01-10 03:44 PM ,2023-04-20 10:44 PM ,1,,,14,,,,,,,APPROVABLE,,2025-06-07 08:32 PM ,2026-03-17 06:39 AM ,,
8808016,887527#1,"LATAM, Costa Rica",Colegio Britanico de Costa Rica,Colegio Britanico de Costa Rica,,5,5,0,2018-02-13 04:06 PM ,2023-08-10 03:39 PM ,2,,,6,,,,,,,APPROVABLE,,2025-06-04 04:04 PM ,2026-03-17 06:37 AM ,,
4485036,884048#1,"LATAM, Panama",Benitomo World S.A.,Benitomo World S.A.,,4,4,0,2017-06-27 12:17 AM ,2023-11-05 06:36 AM ,1,,,18,,,,,,,APPROVABLE,,2024-05-14 05:44 PM ,2026-03-17 06:35 AM ,,
836794,879160#1,"Brazil, LATAM, Guatemala",4yahoo,4yahoo,,3,3,0,2017-10-14 02:40 PM ,2023-07-06 12:04 AM ,2,,,10,,,,,,,APPROVABLE,,2023-07-05 04:08 PM ,2026-03-17 06:32 AM ,,
6765403,876911#1,"LATAM, Honduras",Dasdas,Dasdas,,4,4,0,2017-10-13 05:31 PM ,2023-09-12 09:30 PM ,1,,,17,,,,,,,APPROVABLE,,2024-12-17 09:53 PM ,2026-03-17 06:30 AM ,,
8899658,778301#3,"LATAM, Guatemala",Instituto Nacional De Electrificacion,Instituto Nacional De Electrificacion,,4,4,0,2020-03-17 11:21 PM ,2023-11-08 11:52 AM ,1,,,5,,,,,,,APPROVABLE,,2025-06-07 08:29 PM ,2026-03-17 04:48 AM ,,
6781386,775549#1,"LATAM, El Salvador",Prestamas S.A De C.V.,Prestamas S.A De C.V.,,8,8,0,2018-04-04 10:12 PM ,2023-11-04 05:28 PM ,2,,,18,,,,,,,APPROVABLE,,2024-12-19 01:21 AM ,2026-03-17 04:46 AM ,,
8898025,757395#2,"LATAM, Panama",Institute of Aqueducts and Sewers,Institute of Aqueducts and Sewers,,9,9,0,2018-05-21 07:52 PM ,2023-01-05 11:00 AM ,1,,,35,,,,,,,APPROVABLE,,2025-06-07 08:10 PM ,2026-03-17 04:35 AM ,,
6784735,756198#1,"LATAM, Costa Rica",Cacisa,Cacisa,,3,3,0,2018-02-17 01:29 AM ,2023-11-22 03:54 AM ,2,,,8,,,,,,,APPROVABLE,,2024-12-19 04:20 PM ,2026-03-17 04:35 AM ,,
6765405,755902#1,"LATAM, Honduras",Residencial San Lorenzo Bay,Residencial San Lorenzo Bay,,4,4,0,2017-08-16 07:46 PM ,2023-09-23 01:55 AM ,2,,,16,,,,,,,APPROVABLE,,2024-12-17 09:53 PM ,2026-03-17 04:35 AM ,,
8899646,749978#1,"LATAM, Dominican Republic",Letraxdc,Letraxdc,,3,3,0,2018-03-10 03:49 PM ,2023-04-02 12:04 AM ,1,,,13,,,,,,,APPROVABLE,,2025-06-07 08:29 PM ,2026-03-17 04:30 AM ,,
4485786,749415#1,"LATAM, Panama",Esmeralpe S.A.,Esmeralpe S.A.,,4,4,0,2017-09-24 02:00 PM ,2023-07-23 08:33 PM ,1,,,13,,,,,,,APPROVABLE,,2024-05-14 05:55 PM ,2026-03-17 04:29 AM ,,
4484232,745365#1,"LATAM, Dominican Republic",Pos- Soluciones al Punto,Pos- Soluciones al Punto,,4,4,0,2017-08-07 12:52 PM ,2023-08-28 09:52 PM ,2,,,14,,,,,,,APPROVABLE,,2024-05-14 05:32 PM ,2026-03-17 04:27 AM ,,
8807482,728758#1,"LATAM, Costa Rica",Ucatolica,Ucatolica,,8,8,0,2017-10-29 11:58 PM ,2023-03-07 09:50 PM ,1,,,29,,,,,,,APPROVABLE,,2025-06-04 03:54 PM ,2026-03-17 04:13 AM ,,
8899586,726808#3,"LATAM, Guatemala",Gasnaturalfenosa,Gasnaturalfenosa,,4,4,0,2020-09-21 04:14 PM ,2023-03-29 08:58 AM ,1,,,14,,,,,,,APPROVABLE,,2025-06-07 08:28 PM ,2026-03-17 04:11 AM ,,
4484906,724550#1,"LATAM, Dominican Republic",Premium Tech S. R. L.,Premium Tech S. R. L.,,3,3,0,2017-09-08 12:50 PM ,2023-11-14 02:48 PM ,2,,,12,,,,,,,APPROVABLE,,2024-05-14 05:42 PM ,2026-03-17 04:08 AM ,,
8900665,722400#1,"LATAM, El Salvador",Escuela Americana,Escuela Americana,,9,9,0,2017-08-23 04:47 PM ,2023-05-30 07:39 PM ,1,,,20,,,,,,,APPROVABLE,,2025-06-07 08:41 PM ,2026-03-17 04:02 AM ,,
8899546,717027#2,"LATAM, Guatemala",Reginsacorp,Reginsacorp,,3,3,0,2019-12-02 03:53 AM ,2023-03-28 06:00 PM ,2,,,8,,,,,,,APPROVABLE,,2025-06-07 08:28 PM ,2026-03-17 03:46 AM ,,
6765387,715790#1,"LATAM, Honduras",Grupo Dideco,Grupo Dideco,,9,9,0,2017-08-18 01:54 AM ,2023-09-06 05:33 PM ,2,,,32,,,,,,,APPROVABLE,,2024-12-17 09:52 PM ,2026-03-17 03:44 AM ,,
8898666,714061#1,"LATAM, Panama",Ministerio de Comercio e Industrias,Ministerio de Comercio e Industrias,,4,4,0,2018-01-16 08:08 PM ,2023-02-09 10:10 PM ,1,,,13,,,,,,,APPROVABLE,,2025-06-07 08:18 PM ,2026-03-17 03:38 AM ,,
6764184,713481#3,"LATAM, Guatemala",Pronico,Pronico,,4,4,0,2019-02-11 08:53 PM ,2023-11-15 04:07 PM ,1,,,14,,,,,,,APPROVABLE,,2024-12-17 08:57 PM ,2026-03-17 03:37 AM ,,
8899144,713428#2,"LATAM, Dominican Republic",Conemco Consultants,Conemco Consultants,,3,3,0,2018-06-05 03:13 PM ,2023-02-28 01:58 PM ,2,,,10,,,,,,,APPROVABLE,,2025-06-07 08:23 PM ,2026-03-17 03:37 AM ,,
8899281,704799#1,"LATAM, El Salvador",Calleja,Calleja,,4,4,0,2017-11-13 05:18 PM ,2023-03-13 09:14 PM ,1,,,12,,,,,,,APPROVABLE,,2025-06-07 08:25 PM ,2026-03-17 03:19 AM ,,
8807748,677790#2,"LATAM, Costa Rica",CARBON Ingeniería S.A.,CARBON Ingeniería S.A.,,3,3,0,2020-01-27 02:18 PM ,2023-05-23 10:31 AM ,2,,,8,,,,,,,APPROVABLE,,2025-06-04 03:57 PM ,2026-03-17 02:50 AM ,,
