Case ID,External Case ID,Tags,Name,Organization,Entity,# Total Machines,# Recent Machines,# Approved Machines,First Event,Last Event,Case Tier,Case Investigators,Investigation Status,Data Score,Website,Industry,Actionable Domain,Region,Country,Source Status,Automation Status,Investigation Status Last Updated At,Created,Updated,custom_fields.NNS Potential,custom_fields.NNS_Potential
778814,1031759#1,"LATAM, Chile",Departamento de Informatica (INVERSIONES BO S A),Departamento de Informatica (INVERSIONES BO S A),,4,4,0,2018-06-23 12:39 AM ,2023-06-30 05:32 PM ,2,,,14,,,,,,,APPROVABLE,,2023-07-05 04:06 PM ,2026-03-15 09:08 PM ,,
4027873,990975#1,"LATAM, Colombia",Maexposa,Maexposa,,4,4,0,2018-07-18 11:59 PM ,2023-10-11 05:38 PM ,2,,,14,,,,,,,APPROVABLE,,2024-04-25 06:11 PM ,2026-03-17 07:31 AM ,,
4025062,1032265#1,"LATAM, Chile",Diego GonzÃ¡lez,Diego GonzÃ¡lez,,3,3,0,2018-03-13 02:52 PM ,2023-10-02 01:10 PM ,3,,,6,,,,,,,APPROVABLE,,2024-04-25 05:53 PM ,2026-03-15 09:08 PM ,,
8837542,988687#1,"LATAM, Colombia",Optima Ballistic Colombia Sa,Optima Ballistic Colombia Sa,,10,10,0,2018-08-03 11:55 PM ,2023-02-09 11:21 PM ,1,,,20,,,,,,,APPROVABLE,,2025-06-05 10:37 PM ,2026-03-17 07:30 AM ,,
4023862,1037614#1,"LATAM, Chile",Casas Algarrobo,Casas Algarrobo,,4,4,0,2018-03-12 09:30 PM ,2023-08-10 09:00 AM ,2,,,10,,,,,,,APPROVABLE,,2024-04-25 05:40 PM ,2026-03-15 09:14 PM ,,
8898880,986443#2,"LATAM, Ecuador",Maquinarias Y Vehiculos S.A. Mavesa,Maquinarias Y Vehiculos S.A. Mavesa,,3,3,0,2018-11-07 02:00 PM ,2023-02-16 02:01 AM ,3,,,2,,,,,,,APPROVABLE,,2025-06-07 08:20 PM ,2026-03-17 07:30 AM ,,
8837464,1037876#1,"LATAM, Colombia",Avidanti S.A.S 800185449-9,Avidanti S.A.S 800185449-9,,3,3,0,2018-03-24 11:49 PM ,2023-02-02 01:59 PM ,1,,,15,,,,,,,APPROVABLE,,2025-06-05 10:36 PM ,2026-03-15 09:14 PM ,,
4489932,982469#1,"LATAM, Peru",Iglesia Biblica Emmanuel,Iglesia Biblica Emmanuel,,4,4,0,2018-07-26 02:03 PM ,2023-09-18 06:03 AM ,1,,,26,,,,,,,APPROVABLE,,2024-05-14 06:56 PM ,2026-03-17 07:28 AM ,,
6768639,1038719#1,"LATAM, Argentina",Loyola Octavio Luis,Loyola Octavio Luis,,7,7,0,2018-03-28 12:27 AM ,2023-12-05 10:02 AM ,2,,,28,,,,,,,APPROVABLE,,2024-12-18 03:51 AM ,2026-03-15 09:15 PM ,,
8837483,975388#1,"LATAM, Colombia",Fundación Universitaria Empresarial de la Cámara de Comercio de Bogotá - Uniempresarial,Fundación Universitaria Empresarial de la Cámara de Comercio de Bogotá - Uniempresarial,,6,6,0,2018-07-11 02:02 AM ,2023-02-04 04:00 PM ,3,,,6,,,,,,,APPROVABLE,,2025-06-05 10:36 PM ,2026-03-17 07:26 AM ,,
8901189,1039656#1,"LATAM, Uruguay",Darko Lighting,Darko Lighting,,3,3,0,2018-02-05 10:09 PM ,2023-06-21 11:12 PM ,1,,,11,,,,,,,APPROVABLE,,2025-06-07 08:47 PM ,2026-03-15 09:16 PM ,,
8856107,971663#1,"LATAM, Chile",Munivichuquen,Munivichuquen,,6,6,0,2017-02-28 03:08 PM ,2023-09-02 05:27 AM ,2,,,16,,,,,,,APPROVABLE,,2025-06-06 02:13 AM ,2026-03-17 07:25 AM ,,
8897231,1040176#1,"LATAM, Paraguay",Idelli,Idelli,,6,6,0,2018-02-27 04:17 PM ,2023-07-25 12:04 AM ,2,,,16,,,,,,,APPROVABLE,,2025-06-07 08:01 PM ,2026-03-15 09:17 PM ,,
8012465,972060#1,"LATAM, Bolivia",Jugatericostore,Jugatericostore,,3,3,0,2018-01-17 09:03 PM ,2023-08-09 12:57 AM ,2,,,12,,,,,,,APPROVABLE,,2025-05-04 09:00 PM ,2026-03-17 07:25 AM ,,
8012259,1041973#1,"LATAM, Bolivia",Indac,Indac,,3,3,0,2018-02-22 02:13 PM ,2023-05-19 04:18 PM ,2,,,10,,,,,,,APPROVABLE,,2025-05-04 08:58 PM ,2026-03-15 09:18 PM ,,
4028920,965847#1,"LATAM, Colombia",Tic,Tic,,4,4,0,2018-06-23 08:56 PM ,2023-11-23 08:46 PM ,2,,,8,,,,,,,APPROVABLE,,2024-04-25 06:17 PM ,2026-03-17 07:22 AM ,,
4028212,1058313#2,"LATAM, Colombia",Fundación de Educación Superior Nueva América,Fundación de Educación Superior Nueva América,,3,3,0,2019-05-31 08:11 PM ,2023-09-26 01:17 AM ,1,,,9,,,,,,,APPROVABLE,,2024-04-25 06:13 PM ,2026-03-15 09:24 PM ,,
857116,962000#1,"LATAM, Chile",gerente general (JULIAN ZIETZKE),gerente general (JULIAN ZIETZKE),,7,7,0,2018-06-21 05:38 PM ,2023-05-11 10:06 PM ,2,,,26,,,,,,,APPROVABLE,,2023-07-05 04:27 PM ,2026-03-17 07:21 AM ,,
4486841,1058538#2,"LATAM, Peru",Ministerio De Salud - Epidemiologia,Ministerio De Salud - Epidemiologia,,9,9,0,2018-09-21 11:58 PM ,2023-05-05 01:20 PM ,1,,,23,,,,,,,APPROVABLE,,2024-05-14 06:13 PM ,2026-03-15 09:25 PM ,,
4025242,961527#1,"LATAM, Chile",Corporación Municipal de Desarrollo Social de Macul,Corporación Municipal de Desarrollo Social de Macul,,3,3,0,2018-07-04 03:06 PM ,2023-10-09 02:56 PM ,2,,,8,,,,,,,APPROVABLE,,2024-04-25 05:55 PM ,2026-03-17 07:20 AM ,,
8856553,1061572#1,"LATAM, Chile",Universidad Academia De Humanismo Cristiano,Universidad Academia De Humanismo Cristiano,,3,3,0,2018-08-28 09:00 PM ,2023-10-10 09:07 PM ,1,,,15,,,,,,,APPROVABLE,,2025-06-06 02:18 AM ,2026-03-15 09:26 PM ,,
4022154,961728#1,"LATAM, Chile",Gmargozzini,Gmargozzini,,3,3,0,2017-11-14 12:45 PM ,2023-11-29 02:49 AM ,1,,,13,,,,,,,APPROVABLE,,2024-04-25 05:21 PM ,2026-03-17 07:20 AM ,,
8837367,1063806#1,"LATAM, Colombia",Corporación CIDE,Corporación CIDE,,6,6,0,2018-08-26 04:49 AM ,2023-01-26 02:40 AM ,2,,,8,,,,,,,APPROVABLE,,2025-06-05 10:35 PM ,2026-03-15 09:27 PM ,,
786976,960457#1,"LATAM, Colombia",PerfumeX® SAS,PerfumeX® SAS,,4,4,0,2018-04-16 01:52 AM ,2023-05-05 04:37 PM ,2,,,14,,,,,,,APPROVABLE,,2023-07-05 04:07 PM ,2026-03-17 07:19 AM ,,
4487659,1063842#1,"LATAM, Peru",A477 Arquitectos SRL.,A477 Arquitectos SRL.,,5,5,0,2018-08-10 05:26 PM ,2023-12-12 10:12 PM ,2,,,20,,,,,,,APPROVABLE,,2024-05-14 06:27 PM ,2026-03-15 09:27 PM ,,
6768481,959236#1,"LATAM, Argentina",Incro Sa,Incro Sa,,4,4,0,2018-04-09 04:55 PM ,2023-11-23 04:44 PM ,2,,,12,,,,,,,APPROVABLE,,2024-12-18 03:49 AM ,2026-03-17 07:18 AM ,,
4491015,1063815#1,"LATAM, Peru",MADRID INGENIEROS S.A.C.,MADRID INGENIEROS S.A.C.,,5,5,0,2018-08-14 03:26 AM ,2023-11-13 01:53 PM ,2,,,12,,,,,,,APPROVABLE,,2024-05-14 07:08 PM ,2026-03-15 09:27 PM ,,
4489818,959411#1,"LATAM, Peru",Arqtefacto,Arqtefacto,,3,3,0,2018-02-08 05:44 PM ,2023-06-18 01:17 AM ,2,,,10,,,,,,,APPROVABLE,,2024-05-14 06:55 PM ,2026-03-17 07:18 AM ,,
4489546,1064154#1,"LATAM, Peru",David Mutal Vermeulen,David Mutal Vermeulen,,4,4,0,2018-08-22 05:35 PM ,2023-10-09 05:36 PM ,2,,,10,,,,,,,APPROVABLE,,2024-05-14 06:52 PM ,2026-03-15 09:28 PM ,,
4788744,957319#1,"LATAM, Ecuador",Asur,Asur,,4,4,0,2018-03-22 05:36 AM ,2023-09-20 03:16 PM ,2,,,14,,,,,,,APPROVABLE,,2024-05-31 05:17 PM ,2026-03-17 07:17 AM ,,
4023815,1068742#1,"LATAM, Chile",Juan Pablo Mouat Holley,Juan Pablo Mouat Holley,,3,3,0,2017-10-15 04:11 AM ,2023-06-08 02:46 PM ,2,,,10,,,,,,,APPROVABLE,,2024-04-25 05:40 PM ,2026-03-15 09:33 PM ,,
8837818,957548#1,"LATAM, Colombia",Escuelanaval,Escuelanaval,,3,3,0,2018-01-09 03:02 AM ,2023-03-03 10:04 PM ,2,,,6,,,,,,,APPROVABLE,,2025-06-05 10:40 PM ,2026-03-17 07:17 AM ,,
4486559,1069892#1,"LATAM, Peru",Proyectos 3H EIRL,Proyectos 3H EIRL,,3,3,0,2018-05-23 11:09 PM ,2023-06-11 03:16 AM ,2,,,12,,,,,,,APPROVABLE,,2024-05-14 06:08 PM ,2026-03-15 09:36 PM ,,
2737614,956690#1,"LATAM, Peru",caszavaconstructores,caszavaconstructores,,9,9,0,2018-03-04 02:23 PM ,2023-11-27 08:42 PM ,2,,,32,,,,,,,APPROVABLE,,2024-01-31 11:08 PM ,2026-03-17 07:16 AM ,,
7901686,1072930#1,"LATAM, Argentina",Promedon,Promedon,,8,8,0,2018-05-02 07:50 PM ,2023-02-08 05:12 PM ,2,,,24,,,,,,,APPROVABLE,,2025-05-02 03:32 AM ,2026-03-15 09:42 PM ,,
7901888,954368#1,"LATAM, Argentina",Ecosistemas Argentinos,Ecosistemas Argentinos,,4,4,0,2018-02-05 02:01 PM ,2023-02-23 04:07 PM ,1,,,20,,,,,,,APPROVABLE,,2025-05-02 03:34 AM ,2026-03-17 07:14 AM ,,
6787716,1073027#1,"LATAM, Paraguay",Aharquitectura,Aharquitectura,,6,6,0,2018-05-26 09:35 PM ,2023-11-03 03:42 PM ,2,,,22,,,,,,,APPROVABLE,,2024-12-19 05:25 PM ,2026-03-15 09:42 PM ,,
8901034,953868#1,"LATAM, Paraguay",Fifaconcept,Fifaconcept,,6,6,0,2018-02-11 09:58 PM ,2023-06-12 03:08 PM ,2,,,18,,,,,,,APPROVABLE,,2025-06-07 08:45 PM ,2026-03-17 07:14 AM ,,
2736998,1073623#1,"LATAM, Peru",Beinmobiliaria,Beinmobiliaria,,3,3,0,2018-08-10 01:36 AM ,2023-12-12 11:40 AM ,2,,,8,,,,,,,APPROVABLE,,2024-01-31 10:57 PM ,2026-03-15 09:43 PM ,,
8859321,948254#2,"LATAM, Chile",Hector Alexis Hidalgo Apablaza,Hector Alexis Hidalgo Apablaza,,4,4,0,2019-06-13 01:34 PM ,2023-03-27 08:36 PM ,2,,,10,,,,,,,APPROVABLE,,2025-06-06 02:52 AM ,2026-03-17 07:11 AM ,,
4487356,1073517#1,"LATAM, Peru",Wix Español,Wix Español,,4,4,0,2017-09-14 10:01 PM ,2023-06-25 02:20 PM ,3,,,8,,,,,,,APPROVABLE,,2024-05-14 06:22 PM ,2026-03-15 09:43 PM ,,
4490399,949632#2,"LATAM, Peru",Kuiqa,Kuiqa,,4,4,0,2018-09-08 07:39 AM ,2023-10-08 01:18 PM ,2,,,12,,,,,,,APPROVABLE,,2024-05-14 07:01 PM ,2026-03-17 07:11 AM ,,
4028737,1073875#1,"LATAM, Colombia",WebStudios,WebStudios,,3,3,0,2018-07-10 04:32 PM ,2023-10-17 02:29 PM ,2,,,10,,,,,,,APPROVABLE,,2024-04-25 06:16 PM ,2026-03-15 09:43 PM ,,
4788498,945884#1,"LATAM, Ecuador",Estudios Fujifilm - Fujistore,Estudios Fujifilm - Fujistore,,3,3,0,2017-11-26 12:32 AM ,2023-09-18 04:22 PM ,2,,,8,,,,,,,APPROVABLE,,2024-05-31 05:08 PM ,2026-03-17 07:10 AM ,,
8854819,1077141#1,"LATAM, Chile",Colegioingles,Colegioingles,,8,8,0,2017-06-20 02:53 PM ,2023-06-05 10:53 PM ,2,,,20,,,,,,,APPROVABLE,,2025-06-06 01:57 AM ,2026-03-15 09:49 PM ,,
6768742,945768#1,"LATAM, Argentina",SINTESIS,SINTESIS,,5,5,0,2018-01-18 05:16 PM ,2023-12-22 05:58 PM ,1,,,15,,,,,,,APPROVABLE,,2024-12-18 03:52 AM ,2026-03-17 07:10 AM ,,
4027050,1077461#1,"LATAM, Colombia",Servimedicquiron,Servimedicquiron,,3,3,0,2017-11-13 05:58 AM ,2023-06-08 10:37 PM ,2,,,10,,,,,,,APPROVABLE,,2024-04-25 06:06 PM ,2026-03-15 09:49 PM ,,
4024853,947272#1,"LATAM, Chile",Centro de Formación y Entrenamiento Bureau Veritas Chile Capacitación,Centro de Formación y Entrenamiento Bureau Veritas Chile Capacitación,,6,6,0,2018-04-20 12:09 AM ,2023-04-07 04:41 PM ,2,,,16,,,,,,,APPROVABLE,,2024-04-25 05:51 PM ,2026-03-17 07:10 AM ,,
2736985,1078257#1,"LATAM, Peru",America DE Transportes,America DE Transportes,,6,6,0,2018-04-29 06:03 AM ,2023-10-21 05:57 AM ,1,,,25,,,,,,,APPROVABLE,,2024-01-31 10:57 PM ,2026-03-15 09:52 PM ,,
4787514,942172#1,"LATAM, Ecuador",Fundación Verde Milenio,Fundación Verde Milenio,,4,4,0,2017-09-13 03:26 AM ,2023-08-29 08:49 PM ,1,,,10,,,,,,,APPROVABLE,,2024-05-31 04:31 PM ,2026-03-17 07:08 AM ,,
8900272,1078637#1,"LATAM, Ecuador",Ecuasanitas Medicina Prepagada,Ecuasanitas Medicina Prepagada,,3,3,0,2018-07-22 05:29 PM ,2023-05-05 05:22 PM ,1,,,13,,,,,,,APPROVABLE,,2025-06-07 08:36 PM ,2026-03-15 09:53 PM ,,
6768599,940338#1,"LATAM, Argentina",Silvio Messina,Silvio Messina,,5,5,0,2018-01-08 01:24 AM ,2023-12-05 05:33 PM ,2,,,20,,,,,,,APPROVABLE,,2024-12-18 03:50 AM ,2026-03-17 07:07 AM ,,
4029071,1089540#1,"LATAM, Colombia",Casa Toro Automotriz,Casa Toro Automotriz,,6,6,0,2018-09-03 07:13 PM ,2023-08-30 12:16 AM ,2,,,14,,,,,,,APPROVABLE,,2024-04-25 06:18 PM ,2026-03-15 10:06 PM ,,
8837839,941765#2,"LATAM, Colombia",Mercadeo En Internet,Mercadeo En Internet,,3,3,0,2019-05-13 05:54 PM ,2023-03-06 12:30 AM ,3,,,6,,,,,,,APPROVABLE,,2025-06-05 10:41 PM ,2026-03-17 07:07 AM ,,
6768941,1089466#1,"LATAM, Argentina",Espiasse Mario,Espiasse Mario,,5,5,0,2018-09-07 04:43 AM ,2023-10-25 10:49 AM ,1,,,19,,,,,,,APPROVABLE,,2024-12-18 03:55 AM ,2026-03-15 10:06 PM ,,
4486183,939345#1,"LATAM, Peru",MUEBLES HUARCAYA,MUEBLES HUARCAYA,,5,5,0,2018-01-02 08:46 PM ,2023-11-24 03:46 PM ,2,,,16,,,,,,,APPROVABLE,,2024-05-14 06:01 PM ,2026-03-17 07:06 AM ,,
4489095,1091029#1,"LATAM, Peru",Yathongcontratistas,Yathongcontratistas,,4,4,0,2018-09-01 12:25 PM ,2023-10-28 07:37 AM ,2,,,14,,,,,,,APPROVABLE,,2024-05-14 06:47 PM ,2026-03-15 10:07 PM ,,
6768773,939260#1,"LATAM, Argentina",ObraTec,ObraTec,,4,4,0,2018-06-22 11:34 AM ,2023-12-30 05:57 PM ,2,,,16,,,,,,,APPROVABLE,,2024-12-18 03:53 AM ,2026-03-17 07:06 AM ,,
6768920,1092093#1,"LATAM, Argentina",Reche Rocio Gabriela,Reche Rocio Gabriela,,4,4,0,2018-08-13 11:59 AM ,2023-09-25 01:37 AM ,2,,,16,,,,,,,APPROVABLE,,2024-12-18 03:55 AM ,2026-03-15 10:08 PM ,,
8899948,938162#1,"LATAM, Ecuador",Construsoluciones,Construsoluciones,,3,3,0,2018-06-14 04:19 PM ,2023-04-20 04:33 PM ,2,,,10,,,,,,,APPROVABLE,,2025-06-07 08:32 PM ,2026-03-17 07:05 AM ,,
4024333,1093121#1,"LATAM, Chile",Gobierno Regional X Region,Gobierno Regional X Region,,5,5,0,2018-08-09 03:58 AM ,2023-04-13 01:58 PM ,1,,,15,,,,,,,APPROVABLE,,2024-04-25 05:45 PM ,2026-03-15 10:09 PM ,,
4028066,930064#1,"LATAM, Colombia",Polígono Creativo,Polígono Creativo,,4,4,0,2018-06-26 11:30 PM ,2023-09-09 01:48 PM ,2,,,14,,,,,,,APPROVABLE,,2024-04-25 06:12 PM ,2026-03-17 07:02 AM ,,
4488850,1093556#1,"LATAM, Peru",Banco de Comercio,Banco de Comercio,,3,3,0,2018-08-20 01:40 AM ,2023-09-18 04:42 AM ,2,,,12,,,,,,,APPROVABLE,,2024-05-14 06:44 PM ,2026-03-15 10:11 PM ,,
4024204,929155#1,"LATAM, Chile",Powermaq Peru S.A.C.,Powermaq Peru S.A.C.,,6,6,0,2018-05-14 11:22 PM ,2023-05-08 04:42 AM ,1,,,23,,,,,,,APPROVABLE,,2024-04-25 05:44 PM ,2026-03-17 07:01 AM ,,
4489012,1093659#1,"LATAM, Peru",Athelas SAC,Athelas SAC,,7,7,0,2018-03-27 12:32 AM ,2023-08-30 03:44 AM ,2,,,18,,,,,,,APPROVABLE,,2024-05-14 06:46 PM ,2026-03-15 10:11 PM ,,
4029792,928572#1,"LATAM, Colombia",Electricas De Medellin Ingenieria Y Servicios S.A.S-890906413-7,Electricas De Medellin Ingenieria Y Servicios S.A.S-890906413-7,,7,7,0,2018-04-26 11:54 AM ,2023-12-19 07:08 PM ,2,,,22,,,,,,,APPROVABLE,,2024-04-25 06:23 PM ,2026-03-17 07:01 AM ,,
4021545,1094189#1,"LATAM, Chile",Giros Producciones - Arquitectura Comercial e Impresión Digital.,Giros Producciones - Arquitectura Comercial e Impresión Digital.,,4,4,0,2017-09-05 06:42 PM ,2023-12-07 04:32 PM ,2,,,14,,,,,,,APPROVABLE,,2024-04-25 05:14 PM ,2026-03-15 10:14 PM ,,
7901844,928323#1,"LATAM, Argentina",Amobrasciviles,Amobrasciviles,,6,6,0,2018-05-09 03:48 PM ,2023-02-19 03:58 PM ,1,,,22,,,,,,,APPROVABLE,,2025-05-02 03:33 AM ,2026-03-17 07:00 AM ,,
8859283,1094345#1,"LATAM, Chile",Canepa Ingenieros,Canepa Ingenieros,,3,3,0,2017-11-10 10:46 PM ,2023-03-14 04:43 PM ,1,,,14,,,,,,,APPROVABLE,,2025-06-06 02:52 AM ,2026-03-15 10:15 PM ,,
7901359,927645#1,"LATAM, Argentina",Redfarmacentro,Redfarmacentro,,3,3,0,2018-03-29 04:31 PM ,2023-01-09 07:35 PM ,2,,,10,,,,,,,APPROVABLE,,2025-05-02 03:28 AM ,2026-03-17 06:59 AM ,,
4788177,1097201#1,"LATAM, Ecuador",Planta Industrial Unacem,Planta Industrial Unacem,,4,4,0,2018-04-21 08:15 PM ,2023-08-03 09:58 PM ,2,,,14,,,,,,,APPROVABLE,,2024-05-31 04:56 PM ,2026-03-15 10:34 PM ,,
4028147,920939#1,"LATAM, Colombia",Loscoralesdecartagenasas,Loscoralesdecartagenasas,,3,3,0,2018-06-29 05:57 AM ,2023-10-31 12:35 AM ,4,,,4,,,,,,,APPROVABLE,,2024-04-25 06:13 PM ,2026-03-17 06:52 AM ,,
4027548,1096354#1,"LATAM, Colombia",Politecnicomayor,Politecnicomayor,,7,7,0,2018-03-15 04:48 PM ,2023-10-30 01:14 AM ,3,,,10,,,,,,,APPROVABLE,,2024-04-25 06:09 PM ,2026-03-15 10:34 PM ,,
8897305,917567#1,"LATAM, Uruguay",Redqualitas,Redqualitas,,6,6,0,2017-09-11 04:49 PM ,2023-07-27 10:28 PM ,2,,,12,,,,,,,APPROVABLE,,2025-06-07 08:02 PM ,2026-03-17 06:50 AM ,,
6768712,1097909#1,"LATAM, Argentina",Municipalidad De Obera,Municipalidad De Obera,,4,4,0,2018-08-10 02:49 PM ,2023-12-18 06:18 PM ,2,,,10,,,,,,,APPROVABLE,,2024-12-18 03:52 AM ,2026-03-15 10:34 PM ,,
4490903,916084#1,"LATAM, Peru",Movimiento360,Movimiento360,,3,3,0,2017-10-22 05:38 PM ,2023-08-03 01:57 AM ,2,,,8,,,,,,,APPROVABLE,,2024-05-14 07:07 PM ,2026-03-17 06:50 AM ,,
